title,abstract,lcsh_subject_headings,Predicted_Label_Count,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
subversive horror cinema : countercultural messages of films from frankenstein to the present,"""this book argues that a succession of filmmakers working in horror have used the genre to challenge the status quo spanning the decades from the 1930s onwards this critical text examines the work of producers and directors as varied as george a romero, pete walker, michael reeves, herman cohen, wes craven and brian yuzna""-- provided by publisher",horror films; motion picture producers and directors; motion pictures,3,"Cinematic subversion, Counterculture in motion pictures, Cultural criticism, Film and counterculture, Film and society, Horror films, Motion picture genre, Motion pictures, Rebellion in motion pictures, Social change in motion pictures, Subversive films","Videodisc players,Counterculture in motion pictures,Cultural awareness,Subculture films,Film criticism,Horror films,Love in motion pictures,Motion pictures,Violence in motion pictures,Social change in motion pictures,Coming-of-age films",0.67,0.18,0.50,0.63,11.00
the death of king arthur : thomas malory's le morte d'arthur : a retelling,"in this modern adaptation of the story of king arthur, the author resurrects the legendary epic of camelot the names of arthur, merlin, lancelot, guinevere, galahad, the sword of excalibur, and the court of camelot are as recognizable as any from the world of myth although many versions exist of the stories of king arthur and the knights of the round table, le morte d'arthur by sir thomas malory endures as the most moving and richly inventive in this abridged retelling the author transforms malory's fifteenth-century work into a dramatic modern story, vividly bringing to life a world of courage and chivalry, magic, and majesty the golden age of camelot, the perilous search for the holy grail, the love of guinevere and lancelot, and the treachery of arthur's son mordred are all rendered into contemporary prose",knights and knighthood; britons,2,"1405-1471., 15th century, Arthur, Arthurian Romances, Camelot (Legendary place), Chivalric romances, England, English literature, History, King, King Arthur and his Knights, Knights and chivalry, Legends, Malory, Middle Ages, Round Table (Legendary institution), Sir, Thomas","1403-1526,15th century,Arthur, King,Arthurian romances,Camelot (Legendary place),Romance fiction, Indic,England,English literature,History,King's Way,Arthur, King,Knights and knighthood,Legends,Malt,Middle Ages,Official secrets,Must,Thomas",0.50,0.05,0.24,0.35,19.00
"women and literary narratives in colonial india : her myriad gaze on the ""other""","""in the colonial context of south asia, there is a glaring asymmetry in the written records of the interaction between the bengali women and their european counterparts, which is part of the larger and the overall asymmetry of discursive power, including the flow and access to information between the colonizers and their subjects this book explores the idea of gazing through literature in colonial india based on literary and historical analysis, it focuses on four different genres of literary writing where nineteenth century bengali women writers look back at the british colonizers in the process, the european culture becomes a static point of reference, and the chapters in the book show the ideological, social, cultural, political, and deeper, emotional interactions between the colonized and the colonizer the book also addresses the lack of sufficient primary sources authored by bengali women on their european counterparts by anthologizing different available genres taking into account literary narratives from the colonized and the less represented side of the divide, such as a travelogue, fantasy fiction, missionary text and journal articles, the book represents the varying opinions and perspectives vis-à-vis the european women using an interdisciplinary approach charting the fields of indology, colonial studies, sociology, literature/literary historiography, south-asian feminism, and cultural studies, this book makes an important contribution to the field of south asian studies, studies of empire, and to indian women's literary history""-- provided by publisher","bengali literature; women authors, bengali; colonies in literature",4,"19th century, 19th century Bengali women authors, Bengali, Bengali fiction, Bengali literature, Bengali women, British colonial rule, British colonialism, Colonial discourse, Colonialism, Cultural imperialism, European women, Feminist literature, Feminist theory, Indian feminism, Indian subcontinent, Indian women authors, Indian women's history, Literary representation, Missionary literature, Postcolonial feminism, Postcolonial literature, South Asia, South Asian feminist literature, South Asian literature, Women and literature, Women authors, Women in literature, Women's studies, Women's writing in India","19th century,Women authors, Bengali,Bengali,Bengali fiction,Bengali literature,Women, Bengali,Relations with British,Relations with British,Settler colonialism,Colonial influence,Imperialism in popular culture,Older European Americans,Feminist literature,Feminist theory,Indian women,India,Indian women authors,Indian women,Literary form,Missionaries in literature,Postcolonial criticism,Postcolonialism in literature,South Asia,South Asian literature,South Asian literature,Women and literature,Women authors,Women in literature,Women's studies,Indian women in literature",0.75,0.12,0.33,0.62,26.00
early indian poetry in english : an anthology: 1829-1947,"collection of poems by various poets, with their short biographies",indic poetry (english); indic poetry (english),2,"19th century poetry, British colonial period, Colonialism in literature, English poetry, Indian literature, Indian poetry (English), Indian poets, Postcolonial literature, South Asian poetry (English)","Historical poetry,Relations with British,Colonies in literature,English poetry,Indian literature,Indian poetry,Indian poets,Postcolonialism in literature,South Asian poetry (English)",0.00,0.00,0.00,0.48,9.00
"age of shojo : the emergence, evolution, and power of japanese girls' magazine fiction","""hiromi tsuchiya dollase examines the role that magazines have played in the creation and development of the concept of shōjo, the modern cultural identity of adolescent japanese girls cloaked in the pages of girls' magazines, writers could effectively express their desires for freedom from and resistance against oppressive cultural conventions shōjo characters' ""immature"" qualities and social marginality gave authors the power to express their thoughts without worrying about the reaction of authorities age of shōjo details the transformation of japanese girls' fiction from the 1900s to the 1980s, including the adaptation of western stories such as louis may alcott's little women in the meiji period; the emergence of young female writers in the 1910s and the flourishing girls' fiction era of the 1920s and 1930s; the changes wrought by state interference during the war; and a new era of empowered post-war fiction the book highlights seminal author yoshiya nobuko's dreamy fantasies and kitagawa chiyo's social realism, morita tama's autobiographical feminism, the contributions of nobel prize winning author kawabata yasunari, and the humorous modern fiction of himuro saeko and tanabe seiko these authors address social topics such as education, same-sex love, feminism, and socialism using girls' perspectives the age of shōjo, which began at the turn of the twentieth century, continues to nurture new generations of writers and entice audiences beyond age, gender, and nationality""-- provided by publisher","children's periodicals, japanese; girls; japanese literature; japanese literature; girls in literature",4,"1910-1926, 1926-1930, 1930-1989, Adolescent psychology, Adolescent psychology in literature, Coming of age in literature, Feminism in literature, Girls in literature, Girls' literature, Girls' magazines, Japanese fiction, Japanese girls, Japanese literature, Meiji period, Showa period, Taisho period, Women's periodicals, Young adult literature","1910-1926,1923-1930,1930-,Adolescent psychology,Adolescence in literature,Old age in literature,Feminism in literature,Girls in literature,Girls in literature,Men's magazines,Japanese fiction,Japanese American teenage girls,Japanese literature,Meiji period, 1868-1912,Shōwa,Taino,Women's periodicals,Young adult literature",0.40,0.11,0.39,0.55,18.00
british writers supplement xxi,"""biographical and critical essays on 17 british writers""-- provided by publisher","english literature; english literature; commonwealth literature (english); commonwealth literature (english); authors, english; authors, commonwealth",3,"20th century, 21st century, Authors, Biographical studies, British, British literature, English literature, Literary biography, Literary criticism, Literary portraits, Writers","20th century,21st century,Authors,Biographical sources,British,British literature,English literature,Biography in literature,Criticism, Personal, in literature,Portraits in literature,Television writers",0.40,0.15,0.56,0.58,13.00
language diversity in the usa,"""what are the most widely spoken non-english languages in the usa? how did they reach the usa? who speaks them, to whom, and for what purposes? what changes do these languages undergo as they come into contact with english? this book investigates the linguistic diversity of the usa by profiling the twelve most commonly used languages other than english each chapter paints a portrait of the history, current demographics, community characteristics, economic status, and language maintenance of each language group, and looks ahead to the future of each language the book challenges myths about the 'official' language of the usa, explores the degree to which today's immigrants are learning english and assimilating into the mainstream, and discusses the relationship between linguistic diversity and national unity written in a coherent and structured style, language diversity in the usa is essential reading for advanced students and researchers in sociolinguistics, bilingualism, and education""-- provided by publisher",language and culture; multilingualism; sociolinguistics,3,"Bilingualism, Bilingualism and multilingualism, Ethnic groups, Immigration, Language and culture, Language contact, Language maintenance and shift, Language policy, Multilingualism, Sociolinguistics, United States","Bilingualism,Bilingualism,Ethnic groups,Illegal immigration,Language and culture,Languages in contact,Language maintenance,Language policy,Multilingualism,Sociolinguistics,United States",1.00,0.30,0.65,0.64,10.00
here bygynneth chaucer's canterbury tales,a retelling in comic strip form of geoffrey chaucer's famous work in which a group of pilgrims in fourteenth-century england tell each other stories as they travel on a pilgrimage to the cathedral at canterbury,"christian pilgrims and pilgrimages; middle ages; children's stories, english",2,"14th century, Canterbury Tales (Work), England, English, English literature, Medieval literature, Middle English literature, Pilgrimages in literature, Religious fiction, Social classes in literature","14th century,Mock-heroic literature, English,England,English,English literature,Literature, Medieval,English literature,Pilgrims and pilgrimages in literature,Religious fiction,Social classes in literature",0.25,0.10,0.29,0.60,10.00
poetry speaks to children,a collection of poems that can be read or listened to with the accompanying cd the poems on the cd are read by the poets themselves,"children's poetry, american; children's poetry, english",2,"Audiobooks, Audiobooks for children, Children's audiobooks, Children's literature, Poetry for children, Poetry readings","Audiobooks,Children's audiobooks,Children's audiobooks,Children's literature,Children's poetry,List poetry",0.33,0.20,1.00,0.67,5.00
anton chekhov : a brother's memoir,"""in a style reminiscent of anton chekhov himself--realistic, intimate, and dynamic--mikhail chekhov shares unparalleled memories and insights, transporting readers into the world of the chekhov family he visits the places where his brother lived and worked and introduces the people he knew and loved, leo tolstoy and piotr tchaikovsky among them as a unique eyewitness to the beloved writer's formative years and his artistic maturity, mikhail chekhov shows here first-hand the events that inspired the plots for the seagull, the black monk, and the steppe, among other enduring works captivating, surprising, and a joy to read, this memoir reveals the remarkable life of one the most masterful storytellers of our time""--provided by publisher","authors, russian",2,"1860-1904, 1891-1955, 19th century, Anton Pavlovich, Authors, Biography, Chekhov, Chekhov family, Family relationships, Literary biography, Memoirs, Mikhail, Russian, Russian literature","1860-1910,1891-1953,19th century,Khokhlovskiĭ pereulok, 7 (Moscow, Russia),Authors,Biography,Ulit︠s︡a Chekhova, 12 (Moscow, Russia),Chekhov family,Family relationships,Biography in literature,Book of life,Usadʹba Mikhaĭlovka,Russian,Russian literature",1.00,0.12,0.57,0.48,17.00
cat stories,a collection of stories inspired by cats and their relationships with humans,cats; cats,2,"Animals, Animals as pets, Cat behavior, Domestic animals, Family pets, Felines, Fiction, Human-animal relationships., Pets","Animals,Wild animals as pets,Blind cats,Domestic animals,Little family,Blind cats,Fiction,Human-animal relationships,Pets",0.00,0.00,0.00,0.53,8.00
documentary vanguards in modern theatre,"""practitioners and critics alike often attribute great authenticity to documentary theatre, casting it as a salutary alternative not only to corporate news outlets and official histories but also to the supposed ""self-indulgence"" and ""elitism"" of avant-garde theatre documentary vanguards in modern theatre, by contrast, argues for treating documentarians as vanguardists who (for good or ill) push, remap, or transgress the margins of historical and political visibility, often taking issue with professional discourses that claim a monopoly on authoritative representations of the real this is the first book to situate documentary theatre's development within the larger story of theatrical experimentalism, collage art, collective ritual, and other avant-garde dramaturgical and performance practices of the late 19th and 20th centuries"" -- provided by publisher",historical drama; historical drama; political plays; experimental theater,3,"Avant-garde theater, Documentary theater, Documentary theatre, Experimental theater, Historiography in theater, Performance art, Politics and theater, Representation in theater, Theater, Theatre and social change, Theatricality","Theater architecture,Documentary-style films,Documentary-style films,Experimental theater,Theater historians,Performance art,Theater and society,Education in the theater,Theater,Social problems in the theater,Theatrical paraphernalia",0.33,0.10,0.63,0.64,10.00
mr evil potato man and the food fight!,"""meet alien dude! he can fly he can morph he can do many, many, many things but can he stop the food fight and put a lid on mr evil potato man's lunchroom spell?""--page [4] of cover","aliens; elementary schools; school lunchrooms, cafeterias, etc",2,"Aliens, Children's stories, Fantasy, Food fights, Humorous stories, Lunchrooms, Magic, School administrators, Schools, Science fiction, Superheroes, Superpowers.","Alien films,Children's stories,Fantasy,Right to food,Humorous stories,School lunchrooms, cafeterias, etc,Magic,School administrators,Schools,Science fiction,Superheroes,Great powers",0.60,0.21,0.77,0.57,14.00
your world : exploring aquariums,"""visiting aquariums is fun there are so many fish, birds, and other creatures to see dive into the aquarium and subtraction to learn about the animals that live there""-- provided by publisher",public aquariums,2,"Animals, Aquariums, Aquatic animals, Exhibitions, Fish culture, Marine aquariums, Marine life, Zoos, Zoos and Aquariums","Animals,Aquariums,Aquatic animals,Exhibitions,Fish culture,Marine aquariums,Marine biological invasions,Zoos,Human zoos",0.00,0.00,0.00,0.50,9.00
adding parents to the equation : understanding your child's elementary school math,"""the book describes how children are learning mathematics today""-- provided by publisher",mathematics; education,2,"Child Development, Elementary Education, Elementary School Mathematics, Mathematics Study and Teaching, Mathematics Study and Teaching (Elementary), Parent Participation, Parent-Child Relationships, Parent-Teacher Conferences","Child development,Education (Elementary),Mathematics,Mathematics teachers,Study and teaching (Elementary),Parent participation,Parent-teacher relationships,Parent-teacher conferences",0.50,0.12,0.43,0.57,8.00
be a wizard with numbers : 101 ways to count yourself smart,"can you multiply and divide by 2 or 10 without pencil and paper? believe it or not, with just those two skills and a few simple tricks you can perform just about any everyday calculation in your head! that's just a small sample of the kind of number wizardry readers will learn to master",mathematics; mathematical recreations,2,"Arithmetic, Cognitive skills, Math skills, Mathematics, Mental calculation, Mental calculation., Problem solving","Arithmetic,Learning ability,Mathematical ability,Mathematics,Mental arithmetic,Mental efficiency,Problem solving",0.50,0.14,0.39,0.59,7.00
the new york times book of science : more than 150 years of groundbreaking scientific coverage,"collects over 150 years of science articles from the new york times, including stories on einstein, the aids crisis, and the curiosity rover",science news,3,"AIDS research, Astronomical research, Astronomy, Cosmology, History of astronomy, History of medicine, History of physics, History of science, Journalism, Mars exploration, Mars rovers, New York Times, Physics, Science, Science journalism, Science writing, Space exploration, Space science","Aids and devices,Astronomical models,Astronomy,Cosmology,International Year of Astronomy, 2009,Medical history taking,History in mathematics education,Discoveries in science,Journalism,Mars probes,Project Rover,Press releases,Physics,Science,Science journalism,Science writers,Exploration,Space sciences",0.00,0.00,0.00,0.39,19.00
ambartsumian's legacy and active universe,"this book is devoted to the scientific legacy of professor victor ambartsumian -- one of the distinguished scientists of the last century he obtained very essential results not only in astrophysics, but also in mathematics and theoretical physics one can recall his fundamental results concerning the sturm-liouville inverse problem, quantum field theory, structure of atomic nuclei etc nevertheless, his revolutionary ideas in astrophysics and corresponding results are known more widely and have predetermined the further development of this science the concept about the activity phenomena and object's evolution, particularly, determination of the age of our galaxy, ideas about the stars' formation nowadays in stellar associations, the activity of galactic nuclei appeared to be exceptionally fruitful these directions are being elaborated at many astronomical centers all over the world",astrophysics,2,"Ambartsumian, Astronomy, Astrophysics, Cosmology, Galactic nuclei, Galaxy evolution, Mathematics, Nuclear structure, Physics, Star formation, Stellar associations, Theoretical physics, Victor Hambardzumovich.","Inishmaan,Astronomy,Astrophysics,Cosmology,Galactic nuclei,Galaxies,Mathematics,Nuclear structure,Physics,Multiple stars,Stellar associations,Mathematical physics,Herman Skolnik Award",1.00,0.08,0.43,0.47,13.00
immunomic discovery of adjuvants and candidate subunit vaccines,"this book seeks to expand the horizons of vaccine design and discovery by highlighting cutting edge work in three areas of vaccinology: the rational discovery of subunit vaccines, the identification of adjuvants, and the delivery of vaccines via state-of-the-art nanotechnology",vaccines; immunological adjuvants; antigens; vaccines,3,"Adjuvants, Biomedical engineering, Immunogenicity, Immunological, Immunology, Molecular immunology, Nanoparticles, Nanotechnology applications in medicine, Protein engineering, Subunit vaccines, Vaccine delivery systems, Vaccine design., Vaccine development, Vaccine formulation, Vaccine research.","Adjuvants,Biomedical engineering,Immunization,Immunology,Immunology,Molecular immunology,Nanoparticles,Nanomedicine,Protein engineering,Combined vaccines,Combined vaccines,Vaccines,Vaccines,Synthetic vaccines,Vaccines",0.33,0.09,0.32,0.58,11.00
willful ignorance : the mismeasure of uncertainty,"""an original account of willful ignorance and how this principle relates to modern probability and statistical methods through a series of colorful stories about great thinkers and the problems they chose to solve, the author traces the historical evolution of probability and explains how statistical methods have helped to propel scientific research however, the past success of statistics has depended on vast, deliberate simplifications amounting to willful ignorance, and this very success now threatens future advances in medicine, the social sciences, and other fields limitations of existing methods result in frequent reversals of scientific findings and recommendations, to the consternation of both scientists and the lay publicwillful ignorance: the mismeasure of uncertainty exposes the fallacy of regarding probability as the full measure of our uncertainty the book explains how statistical methodology, though enormously productive and influential over the past century, is approaching a crisis the deep and troubling divide between qualitative and quantitative modes of research, and between research and practice, are reflections of this underlying problem the author outlines a path toward the re-engineering of data analysis to help close these gaps and accelerate scientific discovery willful ignorance: the mismeasure of uncertainty presents essential information and novel ideas that should be of interest to anyone concerned about the future of scientific research the book is especially pertinent for professionals in statistics and related fields, including practicing and research clinicians, biomedical and social science researchers, business leaders, and policy-makers""-- provided by publisher ""this provocative new book posits how the tacit principle of ""willful ignorance"" has led to a deep divide between qualitative and quantitative modes of research that will increasingly constrain scientific progress unless bridged by a broadened conception of statistical methodology""-- provided by publisher",research; probabilities; research,2,"Epistemology, Philosophy of science, Probability theory, Research methodology, Scientific method, Statistics, Uncertainty (Information theory)","Epistemics,Philosophy and science,Probabilities,Methodology,Observation (Scientific method),Statistics,Uncertainty (Information theory)",0.50,0.14,0.50,0.50,7.00
ferrets : cool pets!,young readers learn basic information about ferrets and keeping them as pets,ferret; ferrets as pets,2,"Animal behavior, Domestication, Ferrets as pets, Mammals as pets, Pet care, Rodents as pets, Small mammals as pets","Animal behavior,Domestication,Ferrets as pets,Mammals,Pet cleanup,Rodents as pets,Mammals",0.50,0.17,0.50,0.52,6.00
chromium,"learn about chromium, its importance, and its characteristics",chromium,2,"Chemistry, Chromium, Chromium compounds, Environmental science, Heavy metals, Metallurgy, Nutrition, Toxicology","Chemistry,Chromium,Chromium compounds,Environmental sciences,Heavy metals,Metallurgy,Nutrition,Toxicology",1.00,0.12,1.00,0.41,8.00
dna helicases and dna motor proteins,"""the objective of this book is to provide the first systematic overview of structure, function and regulation of dna helicases and related molecular motors by integrating the knowledge obtained through the diverse technical approaches ranging from single-molecule biophysics to cellular and molecular biological studies the editors aim to provide a unified view on how helicases function in the cell, are regulated in response to different cellular stresses and are integrated into large macromolecular assemblies to form a complex and adaptive living system""--publisher",dna helicases; dna-protein interactions,2,"Biochemistry, Biophysics, Cell stress response, Cellular biology, Cellular regulation, DNA helicases, Molecular motors, Protein structure, Single-molecule biophysics","Biochemistry,Biophysics,Cell separation,Cellular control mechanisms,Cellular control mechanisms,DNA helicases,Molecular machinery,Protein precursors,Molecular dynamics",0.50,0.12,1.00,0.43,8.00
fun and games : food shapes,"""look on your plate look around the kitchen what shapes do you see? food comes in many shapes it can be fun to learn about shapes using food!""-- provided by publisher",shapes; food,2,"Children's activities, Children's cookbooks, Food culture, Food in art, Food presentation, Nutrition education for children, Shape recognition in children, Visual perception in children","Out-of-school activities,Cookbooks,Food in popular culture,Food in art,Food presentation,Expanded Food and Nutrition Education Program,Visual perception in children,Visual perception in children",0.00,0.00,0.00,0.44,7.00
"light elements in the universe : proceedings of the 268th symposium of the international astronomical union held in geneva, switzerland, november 9-13, 2009","iau symposium 268 presents an overview of the most recent observational and theoretical research on the formation and evolution of light elements in the universe: h, he, li, be, b, and their isotopes astrophysicists from a variety of subfields discuss recent developments that will improve our understanding of the light elements and provide important clues to stellar and galactic evolution, big bang nucleosynthesis, and cosmology striking observational progress has been achieved recently through the advent of next generation ground- and space-based telescopes, such as the cosmic microwave background experiments that allow the accurate determination of the baryon density of the universe new theoretical breakthroughs in describing stellar interiors and the chemical evolution of complex systems and the remaining challenges in this field are also addressed this critical review is a useful resource for all those interested in the chemical evolution of the universe",astrophysics; galaxies; stars,3,"Astrophysics, Baryon Density, Beryllium, Big Bang Theory, Boron, Chemical Evolution, Cosmic Microwave Background, Cosmology, Galactic Evolution, Helium, Hydrogen, Isotopes, Lithium, Nuclear Astrophysics, Nucleosynthesis, Stars, Stellar Evolution","Astrophysics,Baryon resonance,Beryllium,Big bang theory,Boron,Chemical biology,Cosmic background radiation,Cosmology,Galactic dynamics,Helium,Hydrogen,Isotopes,Lithium,Nuclear astrophysics,Nucleosynthesis,Stars,Stellar dynamics",0.67,0.12,0.39,0.47,17.00
beetles,"""this photo-illustrated book for early readers tells how to identify beetles and gives examples of different species includes picture glossary""--provided by publisher",beetles; beetles,2,"Beetles, Beetles., Children's books, Children's nonfiction, Classification, Entomology, Identification, Insect classification, Insect identification, Insects, Juvenile literature, Science for children, Taxonomy","Beetles,Beetles,Children's books,Young adult fiction in libraries,Classification,Entomology,Identification,Introduced insects,Large white (Insect),Insects,Juvenile literature,Analogy in science education,Taxonomists",1.00,0.08,0.33,0.40,12.00
optical thin films and coatings : from materials to applications,"optical coatings, including mirrors, anti-reflection coatings, beam splitters, and filters, are an integral part of most modern optical systems this book provides an overview of thin film materials, the properties, design and manufacture of optical coatings and their use across a variety of application areas",optical films; optical coatings; thin films,3,"Coatings, Glass coatings, Laser technology, Materials science, Optical coatings, Optical engineering, Optical materials, Photonics, Surface chemistry, Thin film technology, Thin films","Coatings,Glass coatings,Laser use in,Materials science,Optical coatings,Optical engineering,Optical materials,Photonics,Surface chemistry,Thin film devices,Thin films",0.67,0.18,0.45,0.70,11.00
ocean food chains,"""this book explores the food chains and webs that exist in an ocean habitat it equips readers with crucial vocabulary, using examples from that habitat to explain the roles of producers, consumers and decomposers, and illustrates how living things depend upon each other readers learn how fragile food chains can be, how they can be broken, and what we can do to prevent this""-- provided by publisher",marine ecology; food chains (ecology); marine animals; wildlife conservation,3,"Biodiversity conservation, Ecological balance, Ecosystem disruption, Ecosystem services, Food webs, Marine animals, Marine ecology, Marine ecosystems, Nutrient cycling, Ocean food chains, Ocean habitat, Predator-prey relationships","Biodiversity conservation,Ecological disturbances,Ecosystem health,Ecosystem services,Browse (Animal food),Marine animals,Marine ecology,Marine ecosystem management,Nutrient cycles,Pacific herring fisheries,Ocean bottom ecology,Predators of",0.50,0.17,0.69,0.64,12.00
biomes of the world,"in nine volumes, explores each of the earth's major ecological regions, defining important features, animals, and environmental issues",biotic communities; life zones; ecology,2,"Conservation biology, Ecology, Ecosystems, Environmental science, Geography, Nature, Zoology","Conservation biology,Ecology,Ecosystem management,Environmental sciences,Geography,Nature,Zoology",0.33,0.14,1.00,0.65,7.00
spider monkeys,"""this book details the life and habits of spider monkeys""-- provided by publisher",spider monkeys,2,"Central American monkeys, Mammals, Primate behavior, Primates, South American monkeys, Spider monkeys, Tropical forest ecology, Tropical rainforest animals","Central American spider monkey,Mammals,Primates,Primates,Capuchin monkeys,Spider monkeys,Tropical dry forests,Tropical dry forests",1.00,0.17,0.39,0.62,6.00
animals are delicious : 3 foldout food chain books,"""three of the longest food chains of the animal kingdom are depicted in three accordion-foldout volumes, complete with stunning dimensional art and sparse read-aloud text young children will experience the factual, specific, and possibly surprising information via bright visuals, pleasingly repetitive text, and a physical folding-out of the chain itself the food chains are themed as terrestrial, avian, and aquatic, respectively, fully researched and vetted by a professional the information effectively expands upon the familiar experience of eating by portraying the parallel experience within the animal kingdom; it also creates a basis upon which to discuss the carnivorous tendencies of humans!""--amazon",toy and movable books; food chains (ecology); animals,3,"Animals as food, Carnivorous mammals, Children's literature, Children's nonfiction, Children's nonfiction books, Ecological conservation, Food chains (Ecology), Meat consumption, Omnivores, Zoology","Food animals,Carnivorous animals,Children's literature,Young adult fiction in libraries,Children's books,Biodiversity conservation,Food chains (Ecology),Meat hygiene,Omnivores,Zoology",0.33,0.10,1.00,0.59,10.00
the father of geometry : euclid and his 3-d world,"""a biography of ancient greek mathematician euclid, known as the father of geometry and author of the mathematics textbook elements""--provided by publisher","mathematicians; mathematics, greek; geometry",2,"Ancient Greek Mathematicians, Ancient Greek mathematicians, Euclid, Geometry, History of Geometry, Mathematicians, Mathematics, Mathematics Education, Textbooks, active 300 B.C.","Mathematics, Greek,Mathematics, Greek,Euclid's Elements,Geometry,Geometry, Modern,Mathematicians,Mathematics,Mathematics and physical education,Textbooks,510-30 B.C",1.00,0.44,0.61,0.65,9.00
charles wilkes and the exploration of inland washington waters : journals from the expedition of 1841,"""follows the wilkes expedition in 1841 includes the journals of charles wilkes and ten of his crewmen, eighteen of the wilkes expedition's charts (the quality of which reflects the crew's careful attention to accuracy), and a complete muster list of the officers and crewmen (name, title, and a brief synopsis of his activity within the expedition""--provided by publisher",scientific expeditions; ethnological expeditions; voyages around the world; explorers; sailors; seafaring life,2,"American History, Cartography, Explorers, Geography, Hydrography, Pacific Northwest, United States, Washington (State)","American essays,Cartography,Explorers,Geography,Hydrography,Northwest, Pacific,United States,Washington (State)",0.17,0.11,0.33,0.38,9.00
"trust, computing, and society","""do new forms of connection need more regulation and control? these fascinating essays explore the question from technical, socio-philosophical, and design perspectives""-- provided by publisher",computers; internet; trust; computer security; computer networks; computer networks; information technology,3,"Computer Ethics, Computer Network Security, Computer Networks, Digital Divide, Information Society, Internet Governance, Privacy, Social Impact of Technology, Surveillance, Trust in Technology","Online manipulation,Computer security,Computer networks,Digital divide,Information society,Internet governance,Privacy,Effect of technological innovations on,Surveillance of,Technological complexity",0.33,0.20,0.82,0.58,10.00
"singularity rising : surviving and thriving in a smarter, richer, and more dangerous world",singularity rising offers predictions about the economic implications for a future of widely expanding intelligence and practical career and investment advice on flourishing on the way to the singularity,artificial intelligence; singularities (artificial intelligence); robotics; brain; human evolution; genetics,4,"Artificial intelligence, Business planning, Cognitive science, Cybernetics, Data mining, Economic forecasting, Emerging technologies, Future, Futurism, Information technology, Innovation management, Machine learning, Predictive analytics, Robotics, Science fiction, Technological change, Technological innovations, Workforce development., possibilities and predictions","Artificial intelligence,Business planning,Cognitive science,Cybernetics,Data mining,Economic forecasting,Appropriate technology,Future, The,Futurism,Information technology,Maintenance and repair,Machine learning,Predictive analytics,Robotics,Science fiction,Technological innovations,Technological innovations,Employability,Possibility",0.33,0.11,0.32,0.47,19.00
general chemistry,"""the eleventh edition was carefully reviewed with an eye toward strengthening the content available in owlv2, end-of-chapter questions, and updating the presentation nomenclature changes and the adoption of iupac periodic table conventions are highlights of the narrative revisions, along with changes to the discussion of d orbitals in-text examples have been reformatted to facilitate learning, and the accompanying interactive examples in owlv2 have been redesigned to better parallel the problem-solving approach in the narrative new capstone problems have been added to a number of chapters""-- publisher's website",chemistry,2,"Atomic orbitals, Chemical nomenclature, Chemistry, Chemistry study and teaching, General chemistry, Periodic table., Science education, Science textbooks, Textbook revisions, Textbooks","Atomic orbitals,Toluene diisocyanate,Chemistry,Chemistry teachers,Chemistry,Periodic table of the elements,Science teachers,College textbooks,Split-page books,Textbooks",1.00,0.11,1.00,0.40,9.00
triceratops,"learn about the triceratops, what it ate and where it was found-- source other than library of congress",triceratops; dinosaurs,2,"Ceratopsia, Cretaceous, Cretaceous period, Dinosaurs, Fossil, Fossil mammals, Herbivores, Late Cretaceous, Mammal-like reptiles, North America, Vertebrates, Western Interior Seaway","Cecropia,Cretaceous,Cretaceous-Paleogene Extinction,Dinosaurs,Fossils,Mammals, Fossil,Herbivores,Cretaceous,Introduced reptiles,North America,Vertebrates,Western Interior Seaway",0.50,0.08,0.28,0.51,12.00
"albertus magnus, on animals : a medieval summa zoologica","""english translation and annotation of albertus magnus's mid-thirteenth-century study of animals, de animalibus""-- provided by publisher","zoology; physiology; veterinary medicine; science, medieval",2,"1200-1280, 1206-1280, Albertus, Albertus Magnus, Animal Behavior, Animals, Magnus, Medieval, Medieval Philosophy, Natural History, Philosophy, Zoology","500-1400,1194-1282,Albert (Monkey),Magnus effect,Animal behavior,Animals,Magnus effect,Middle Ages,Philosophy, Medieval,Natural history,Philosophy,Zoology",0.40,0.18,0.83,0.52,11.00
fundamentals of condensed matter and crystalline physics : an introduction for students of physics and materials science,"""this undergraduate textbook merges traditional solid state physics with contemporary condensed matter physics, providing an up-to-date introduction to the major concepts that form the foundations of condensed materials the main foundational principles are emphasized, providing students with the knowledge beginners in the field should understand the book is structured in four parts and allows students to appreciate how the concepts in this broad area build upon each other to produce a cohesive whole as they work through the chapters illustrations work closely with the text to convey concepts and ideas visually, enhancing student understanding of difficult material, and end-of-chapter exercises varying in difficulty allow students to put into practice the theory they have covered in each chapter and reinforce new concepts""-- provided by publisher",condensed matter; crystals,2,"Condensed Matter Physics, Crystalline Physics, Materials Science, Physics, Quantum Mechanics, Solid State Physics","Condensed matter,Annealing of crystals,Materials science,Physics,Quantum theory,Solid state physics",0.50,0.17,1.00,0.57,6.00
pandas,"""a kindergarten-level introduction to pandas, covering their growth process, behaviors, the forests they call home, and such defining features as their black-and-white fur""-- provided by publisher",giant panda; adaptation (biology),2,"Animals of China, Bears, Black-and-white animals, China, Endangered species, Giant pandas as pets, Mammals, Mammals of Asia, Wildlife conservation","Pekingese dog,Bears,Introduced animals,China,Endangered species,Giant panda,Mammals,Rare mammals,Wildlife conservation",0.50,0.11,0.63,0.41,9.00
