title,abstract,lcsh_subject_headings,Predicted_Label_Count,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
general chemistry,"""the eleventh edition was carefully reviewed with an eye toward strengthening the content available in owlv2, end-of-chapter questions, and updating the presentation nomenclature changes and the adoption of iupac periodic table conventions are highlights of the narrative revisions, along with changes to the discussion of d orbitals in-text examples have been reformatted to facilitate learning, and the accompanying interactive examples in owlv2 have been redesigned to better parallel the problem-solving approach in the narrative new capstone problems have been added to a number of chapters""-- publisher's website",chemistry,2,"Academic, Atomic structure, Chemical analysis, Chemical bonding, Chemical engineering, Chemical nomenclature, Chemical properties, Chemical reactions, Chemical synthesis, Chemistry, Chemistry education, Chemistry research, College textbooks, Education, General Chemistry, Higher education, IUPAC, Inorganic chemistry, Laboratory experiments, Laboratory manuals, Molecules, Organic chemistry, Periodic table, Physical chemistry., Science, Science education, Textbooks, University studies","Degrees, Academic,Atomic structure,Chemical processes,Chemical bonds,Chemical engineering,Toluene diisocyanate,Chemical models,Chemical reactions,Synthesis,Chemistry,Chemistry teachers,Chemical processes,College textbooks,Education,Chemistry,Education (Higher),Sumac,Physical inorganic chemistry,Laboratory blanks,Laboratory manuals,Molecules,Chemistry, Organic,Periodic table of the elements,Chemistry,Science,Science teachers,Textbooks,Universities and colleges",1.00,0.04,0.21,0.48,26.00
triceratops,"learn about the triceratops, what it ate and where it was found-- source other than library of congress",triceratops; dinosaurs,2,"Ancient ecosystems., Biodiversity, Ceratopsia, Cretaceous Paleontology, Cretaceous period, Cretaceous terrestrial animals, Dinosaurs, Evolutionary biology, Fossil, Fossil mammals, Fossil sites, Herbivores, Horned dinosaurs, Late Cretaceous, Mammal remains, Mesozoic Era, North America, North American fossil sites, Paleontology, Prehistoric animals, Vertebrate paleontology, Vertebrates","Archeological . . .,Biodiversity,Cecropia,Cretaceous-Paleogene Extinction,Cretaceous-Paleogene Extinction,Anatidae, Fossil,Dinosaurs,Evolution (Biology),Fossils,Mammals, Fossil,Pinnipedia, Fossil,Herbivores,Dinosaurs,Cretaceous,Mammal remains (Archaeology),Mesozoic,North America,Rockpile American Viticultural Area,Paleontology,Extinct animals,Vertebrates, Fossil,Vertebrates",0.50,0.05,0.25,0.47,20.00
"albertus magnus, on animals : a medieval summa zoologica","""english translation and annotation of albertus magnus's mid-thirteenth-century study of animals, de animalibus""-- provided by publisher","zoology; physiology; veterinary medicine; science, medieval",2,"1206-1280, 13th century, 500-1500, Albertus Magnus, Animal behavior, Animal studies, Animals, Biology, Biology in the Middle Ages, Classification, Europe, Historical zoology, Latin literature, Latin texts, Medieval culture, Medieval intellectual history, Medieval knowledge systems., Medieval literature, Medieval natural history, Medieval philosophy, Medieval scholars, Medieval science, Medieval scientific thought, Medieval zoology, Natural history, Natural philosophy, Nature, Saint, Scientific knowledge transmission, Species, Taxonomy, Zoological classification, Zoology","1194-1282,13th century,500-1500,Magnus effect,Animal behavior,Animal scientists,Animals,Biology,Science, Medieval,Classification,Europe,Zoology,Latin literature,Reference books, Latin,Medieval influences,Scholars, Medieval,Mathematics, Medieval,Literature, Medieval,Medieval civilization,Philosophy, Medieval,Scholars, Medieval,Science, Medieval,Science, Medieval,Die-off (Zoology),Natural history,Other (Philosophy),Nature,Saints,Scientific applications,Species,Taxonomists,Zoological surveys,Zoology",0.60,0.10,0.31,0.53,31.00
fundamentals of condensed matter and crystalline physics : an introduction for students of physics and materials science,"""this undergraduate textbook merges traditional solid state physics with contemporary condensed matter physics, providing an up-to-date introduction to the major concepts that form the foundations of condensed materials the main foundational principles are emphasized, providing students with the knowledge beginners in the field should understand the book is structured in four parts and allows students to appreciate how the concepts in this broad area build upon each other to produce a cohesive whole as they work through the chapters illustrations work closely with the text to convey concepts and ideas visually, enhancing student understanding of difficult material, and end-of-chapter exercises varying in difficulty allow students to put into practice the theory they have covered in each chapter and reinforce new concepts""-- provided by publisher",condensed matter; crystals,2,"Atomic and Molecular Physics, Condensed Matter Physics, Critical Phenomena, Crystal Defects, Crystal Structure, Crystalline Physics, Crystalline Solids, Crystallography, Electron Microscopy, Electronic Band, Lattice Vibrations, Magnetism, Materials Science, Materials Science Education, Nanomaterials, Nanotechnology, Neutron Diffraction, Phase Transitions, Phonons, Physics, Physics Education, Physics Study and Teaching, Quantum Mechanics, Scanning Electron Microscopy, Semiconductors, Solid State Physics, Statistical Mechanics, Superconductivity, Textbooks, Thermodynamics, Transmission Electron Microscopy, Undergraduate Education, X-ray Crystallography, X-ray Diffraction","Hot-atom chemistry,Condensed matter,Critical phenomena (Physics),Crystal growth,Crystallography,Annealing of crystals,Crystalline interfaces,Crystallography,Electron microscopy,Electronic music,Lattice dynamics,Magnetism,Materials science,Materials science,Nanogenerators,Nanotechnology,Neutron resonance,Two-phase,Phonons,Physics,Physics teachers,Physics teachers,Quantum theory,Scanning electron microscopy,Semiconductors,Solid state physics,Statistical mechanics,Superconductivity,Textbooks,Thermodynamics,Transmission electron microscopy,Undergraduates,X-ray crystallography,X-ray diffraction imaging",0.50,0.03,0.21,0.41,31.00
pandas,"""a kindergarten-level introduction to pandas, covering their growth process, behaviors, the forests they call home, and such defining features as their black-and-white fur""-- provided by publisher",giant panda; adaptation (biology),2,"Animal behavior, Animal welfare, Animals, Asia, Bears, Biology, China, China geography, China natural history., Chinese culture, Conservation biology, Endangered species, Fauna, Forests, Giant pandas, Habitat preservation, Iconic animals, Mammals, Sichuan Province, Symbolism, Wild animals, Wildlife conservation, Zoology","Animal behavior,Animal welfare,Animals,Asia,Bears,Biology,China,Chinese autonomous regions,Chronology, Chinese,Chinese in popular culture,Conservation biology,Endangered species,Extinct invertebrates,Small forests,Giant panda,Habitat conservation,Famous animals,Mammals,Sichuan style,Symbolism,Wild animals as pets,Wildlife conservation,Zoology",0.50,0.04,0.29,0.34,24.00
galaxies,"""an examination of the science behind the astronomical phenomena known as galaxies, including relevant theories and history-making discoveries as well as topics of current and future research""-- provided by publisher",galaxies,1,"Active galactic nuclei, Astronomical observations, Astronomy, Astrophysical processes, Astrophysics, Big Bang theory, Black holes, Cosmological models, Cosmological parameters, Cosmology, Dark energy, Dark matter, Galactic structure, Galaxies., Galaxy classification, Galaxy evolution, Galaxy formation, Galaxy interactions, Galaxy mergers, Galaxy morphology, Galaxy rotation curves, Galaxy surveys, Gravitational waves, Hubble constant, Interstellar medium, Large-scale structure of the universe, Nebulae, Observational cosmology, Physical cosmology, Quasars, Radio galaxies, Space missions, Star clusters, Stellar populations, Telescopes, Theoretical cosmology","Active galactic nuclei,Astronomical surveys,Astronomy,Mass loss (Astrophysics),Astrophysics,Big bang theory,Black holes (Astronomy),Cosmology,Cosmological constants,Cosmology,Dark energy (Astronomy),Dark matter (Astronomy),Galactic dynamics,Galaxies,Active galaxies,Galaxies,Galaxies,Galactic dynamics,Galaxy mergers,M81 (Galaxy),Samsung Galaxy S (Smartphone),Ratings and rankings,Gravitational waves,Hubble Deep Field,Interstellar communication,Cosmological distances,Nebulae,Cosmology,Cosmology,Quasars,Radio galaxies,Missions,Clusters,Low mass stars,Telescopes,Cosmology",1.00,0.03,0.50,0.52,29.00
pseudomonas : methods and protocols,"""in pseudomonas aeruginosa, expert researchers in the field detail many of the methods which are now commonly used to study this fascinating microorganism chapters include microbiological methods to high-throughput molecular techniques that have been developed over the last decade written in the highly successful methods in molecular biology series format, chapters include introductions to their respective topics, lists of the necessary materials and reagents, step-by-step, readily reproducible laboratory protocols, and key tips on troubleshooting and avoiding known pitfalls authoritative and practical, pseudomonas aeruginosa aids in the continuing study of new and cutting edge findings""-- back cover",pseudomonas aeruginosa,2,"Bacterial genetics, Bacterial genetics protocols, Bacterial genetics research, Bacterial pathogens, Bacterial physiology, Biotechnology, Gene expression, Genetic engineering, Genomics, High-throughput screening, Infectious disease research, Infectious diseases, Laboratory protocols, Laboratory techniques, Microbial genetics, Microbial genetics protocols, Microbial genetics research, Microbial research, Microbiology, Molecular biology, Molecular biology protocols, Molecular biology research, Molecular diagnostics, Molecular research, Pathogenic bacteria, Pseudomonas aeruginosa, Pseudomonas infections, Pseudomonas protocols, Pseudomonas research, Research design, Research methods","Bacterial genetics,Bacterial genetics,Bacterial genetics,Pathogenic bacteria,Bacterial transformation,Biotechnology,Gene expression,Genetic engineering,Genomics,High throughput screening (Drug development),Emerging infectious diseases,Emerging infectious diseases,Testing laboratories,Laboratory blanks,Microbial genetics,Microbial genetics,Microbial genetics,Microbial biotechnology,Microbiology,Molecular biology,Molecular biology,Molecular biology,Molecular diagnosis,Molecular biology,Pathogenic bacteria,Pseudomonas aeruginosa,Pseudomonas infections,Pseudomonas putrefaciens,Pseudomonas putrefaciens,Group work in research,Single subject research",1.00,0.05,0.39,0.36,21.00
can you solve these animal mysteries?,"""this fun book will motivate children to discuss, explain, and give creative interpretations about animal mysteries photographs present animals in some real and not-so-real ways students are challenged to remember what they have learned about the animal to determine if butterflies really do migrate; if human babies really are covered in feathers; and whether elephants do hatch from eggs realistic, entertaining photographs will require children to solve the problem using critical thinking""-- provided by publisher",animals; animal behavior; children's questions and answers,2,"Animal behavior, Children's learning, Children's science, Children's stories, Cognitive development in children, Critical thinking in children, Critical thinking in children., Critical thinking skills, Educational activities for children., Educational photography, Juvenile literature, Learning through observation, Nature study, Observation skills in children, Photography in education, Problem solving in children, Science and art, Science education for children, Science inquiry, Science literacy, Visual literacy, Wildlife photography","Animal behavior,Slow learning children,Analogy in science education,Children's stories,Cognition in children,Critical thinking in children,Critical thinking in children,Critical thinking,Out-of-school activities,Photography in education,Juvenile literature,Self-evaluation,Nature study,Ability in children,Photography in education,Problem solving in children,Art and science,Next Generation Science Standards (Education),Experiments,Science teachers,Visual literacy,Wildlife photography",0.33,0.05,0.23,0.39,20.00
the senses,"""discusses the parts that make up the human senses, what can go wrong, how to treat those illnesses and diseases, and how to stay healthy""--provided by publisher",senses and sensation; senses and sensation,2,"Auditory processing, Balance disorders, Brain function, Concussion, Ear disorders, Eye disorders, Head trauma, Hearing loss, Human senses, Neurodegenerative diseases, Neurological diseases, Neurological disorders, Neurological rehabilitation, Neuroplasticity, Neuroprotection, Neuroregeneration, Neurosensory rehabilitation, Occupational therapy, Olfactory disorders, Olfactory perception, Physical therapy, Sense disorders, Sense impairment, Sensory deprivation, Sensory integration, Sensory overload, Sensory processing disorders, Speech therapy, Stroke, Taste disorders, Taste perception, Tinnitus, Traumatic brain injury, Vestibular disorders, Visual impairment, Visual perception","Auditory perception,Adjustment disorders,Minimal brain dysfunction,Concussion,Hearing disorders,Vision disorders,Traumatic shock,Sudden hearing loss,Senses and sensation,Neuroses in old age,Neurological errors,Neurological errors,Rehabilitation,Neuroplasticity,Neuroprotective agents,Traumatic neuroses,Communication in rehabilitation,Occupational therapy,Smell disorders,Olfactory effects,Physical therapy,Time perception disorders,Sensory integration dysfunction,Sensory deprivation,Sensory evaluation,Sensory evaluation,Sensory disorders,Speech therapy,Two-handed strokes,Taste disorders,Bitterness (Taste),Tinnitus,Traumatic shock,Vestibulo-ocular reflex,Vision disorders in old age,Visual perception",1.00,0.03,0.22,0.35,33.00
light and photosynthesis in aquatic ecosystems,"""beginning systematically with the fundamentals, the fully-updated third edition of this popular graduate textbook provides an understanding of all the essential elements of marine optics it explains the key role of light as a major factor in determining the operation and biological composition of aquatic ecosystems, and its scope ranges from the physics of light transmission within water, through the biochemistry and physiology of aquatic photosynthesis, to the ecological relationships that depend on the underwater light climate this book also provides a valuable introduction to the remote sensing of the ocean from space, which is now recognized to be of great environmental significance due to its direct relevance to global warming an important resource for graduate courses on marine optics, aquatic photosynthesis, or ocean remote sensing; and for aquatic scientists, both oceanographers and limnologists""-- provided by publisher",photosynthesis; plants; aquatic plants; underwater light,3,"Aquatic ecology, Aquatic ecosystems, Aquatic food webs, Aquatic organisms, Aquatic plants, Atmospheric science, Biochemistry, Biological productivity, Biooptics, Chlorophyll, Climate change, Ecological balance, Ecosystems, Environmental monitoring, Global warming, Light transmission, Limnological research, Limnology, Marine biology, Marine chemistry, Marine optics, Marine research, Nutrient cycling., Ocean color, Ocean optics, Ocean remote sensing, Ocean-atmosphere interactions, Oceanic processes, Oceanography, Optical properties of water, Photosynthesis, Phytoplankton, Radiative transfer, Remote sensing of water, Salinity, Satellite imaging, Underwater light climate, Water quality, Water temperature","Aquatic ecology,Aquatic ecology,Introduced aquatic organisms,Aquatic organisms,Aquatic plants,Atmospheric science,Biochemistry,Biological productivity,Biomimicry,Chlorophyll,Global warming,Ecological disturbances,Ecosystem management,Environmental monitoring,Global warming,Power transmission,Limnology,Limnology,Marine biology,Marine metabolites,Marine photography,Marine sciences,Nutrient cycles,Ocean color,Optical oceanography,Global Ocean Observing System,Ocean-atmosphere interaction,Oceanic mixing,Oceanography,Absorption of water,Photosynthesis,Phytoplankton,Radiative transfer,Water activity,Salinity,Satellite image maps,Effect of underwater light on,Water quality,Water temperature",0.50,0.06,0.25,0.46,36.00
physics i practice problems for dummies®,"this handy guide contains hundreds of practice problems with step-by-step solutions whether you want extra practice for your class, a quick refresher for work, or are simply curious about the way the universe works, you'll get the foundation you need includes tools to help you track your progress, and reinforce the areas you need the most work",physics,2,"Academic success, Academic support, College physics, Critical thinking, Dynamics, Educational resources, Electromagnetism, Exam preparation, Experimental physics, High school physics, High school students, Homework help, Kinematics, Lab experiments, Mechanics, Online learning, Optics, Physics, Physics competitions, Physics exercises, Physics laboratory, Physics problems, Physics projects, Physics review, Physics study guide, Physics study tips, Physics textbooks, Physics tutorials, Practice tests, Problem solving, Problem-solving, Quantum mechanics, Relativity, Science, Science education, Science homework, Science homework help, Science projects, Statics, Study aids, Study and teaching, Study guides, Study skills, Thermodynamics, Time, University physics, Video lectures, solutions","Academic achievement,Scholarships,Mathematical physics,Critical thinking,Dynamics,Open educational resources,Electromagnetism,Comprehensive examinations,Experimental mathematics,Mathematical physics,High school students,Homework,Kinematics,Experimental methods,Mechanics,Educational evaluation,Optics,Physics,Physics projects,Exercises,Physical laboratories,Mathematical physics,Physics projects,Mathematical physics,Ultratrace analysis,Mathematical physics,College textbooks,Physics projects,Test-taking skills,Problem solving,Problem solving,Quantum theory,Relativity,Science,Science teachers,Errors, Scientific,Low pressure (Science),Science projects,Statics,Aids and devices,Study and teaching,Study guides,Study skills,Thermodynamics,Time,Mathematical physics,Internet videos,Solutions, Solid",1.00,0.02,0.21,0.39,42.00
metamorphic rocks,describes some of the properties and uses of metamorphic rocks,metamorphic rocks,2,"Amphibolite, Basalt, Building stones, Construction materials, Contact metamorphism, Decorative stone, Dimension stone, Earth's crust, Eclogite, Erosion, Faults, Folds, Geological engineering, Geological processes, Geology, Gneiss, Granite, High pressure metamorphism, Igneous rocks, L, Low temperature metamorphism, Marble, Metamorphic rocks, Metamorphism, Minerals, Petrology, Plate tectonics, Quartzite, Regional metamorphism, Rock cycle, Rocks, Schist, Sculpture materials, Sedimentary rocks, Slate, Structural geology, Weathering","Amphibolite,Basalt,Building stones,Building materials,Contact metamorphism,Stone in interior decoration,Boundary stones,Crust,Eclogite,Erosion,Failures,Folds (Form),Engineering geology,Physical geology,Geology,Gneiss,Granite,Low pressure (Science),Igneous rocks,Tol,Contact metamorphism,Marble,Metamorphic rocks,Contact metamorphism,Minerals,Petrology,Plate tectonics,Quartzite,Contact metamorphism,Balanced Rock,Rocks,Schists,Sculpture materials,Sedimentary rocks,Slate,Geology, Structural,Weathering",1.00,0.03,0.21,0.38,34.00
engineering dependable software systems,"""because almost all technical systems are more or less interfaced with software these days, attacks against computer systems can cause considerable economic and physical damage for this reason, understanding the dependability of such systems, as well as the improvement of cyber security and its development process, are amongst the most challenging and crucial issues in current computer science research this book contains the lectures from the nato advanced study institute (asi) summer school entitled engineering dependable software systems, held in marktoberdorf, germany in july and august 2012 this tow week course for young computer scientists and mathematicians working in the field of formal software and systems was designed to give an in-depth presentation of state-of-the-art topics in the field, as well as promoting international contacts and collaboration and the teaming up of leading researchers and young scientists the 12 lectures delivered at the school and presented here cover subjects including: model-based testing, formal modeling and verification, decudtively verified software, model checking, performance anlysis, integrating risk analysis, embedded systems and model checking, among others the book will be of interest to all those whose work involves the development of large-scale, reliable and secure software systems""-- back cover",computer security; computer software; computer networks; cyber intelligence (computer security); computer software; computer systems,2,"Computer science, Computer security, Cyber security, Dependability engineering, Dependable computing, Embedded systems, Fault-tolerant systems, Formal methods, Formal software verification, Model checking, Model-based testing, Performance analysis, Reliability engineering, Risk analysis, Safety-critical systems, Secure coding, Secure software, Software engineering, Software reliability, Software safety., Software verification, System reliability, System security, Testing and evaluation, Trustworthy computing","Computer science,Computer security,Computer security,Maintainability (Engineering),Adaptive computing systems,Embedded computer systems,Fault-tolerant computing,Formal methods (Computer science),Software protection,Model-based reasoning,Model-based reasoning,Use attainability analysis,Reliability (Engineering),Risk assessment,System safety,Computer security,Software protection,Software engineering,Software failures,Software protection,Software measurement,Systems availability,System safety,Evaluation,Fault-tolerant computing",0.20,0.06,0.63,0.50,18.00
torosaurus and other dinosaurs of the badlands digs in montana,"discusses the dinosaurs that lived in montana's badlands and the traits they had in common with animals of today ""bone-headed, duck-billed, armored- what a display of dinosaurs types! these animals lived in forests that are now the dry plains of montana dig up facts about how these animals lived in prehistoric times""--p [4] of cover",torosaurus; dinosaurs; paleontology; badlands,3,"Ankylosaurus, Badlands (Mont.), Badlands (Montana), Badlands region, Ceratopsia, Ceratopsidae, Cretaceous geologic period, Cretaceous geological period, Cretaceous period, Din, Dinosaurs, Fossil beds, Fossil collecting, Fossil record, Geologic history, Geological surveys, Geological time scale, Geology, Hadrosauridae, Hadrosaurus, Mammals, Montana, North America, Paleobotany, Paleoclimatology, Paleontological research, Paleontology, Prehistoric animals, Reptiles, Torosaurus, Tyrannosaurus, Vertebrates","Ankylosaurus,Badlands (N.D.),Badlands (N.D.),Badlands (N.D.),Cecropia,Ceratopsidae,Cretaceous-Paleogene Extinction,Cretaceous-Paleogene Extinction,Cretaceous-Paleogene Extinction,DIN type,Dinosaurs,Fossils,Fossils,Fossils,Historical geology,Geological surveys,Geological modeling,Geology,Hadrosauridae,Plesiosaurus,Mammals,Montana,North America,Paleobotany,Paleoclimatology,Paleontological modeling,Paleontology,Extinct animals,Reptiles,Torosaurus,Tyrannosaurus,Vertebrates",0.75,0.12,0.55,0.59,26.00
iphone,"ios 10 for the iphone includes a host of exciting new features including an all-new messages app, updates to maps, search, 3d touch, and widgets and the iphone 7 and 7 plus have new, more advanced cameras, and you can do more with siri and third-party apps than ever before what's the best way to learn all of these features? iphone: the missing manual is a funny, gorgeously illustrated guide to the tips, shortcuts, and workarounds that will turn you, too, into an iphone master this easy-to-use book will help you accomplish everything from web browsing to watching videos so you can get the most out of your iphone",iphone (smartphone); smartphones; mobile computing; cell phones,2,"Apple Inc., Apple iOS, Communication, Computer User Training, Computer networks, Computer science, Digital media, Electronic devices, Handheld computers, Information technology, Internet, Mobile applications, Mobile communication, Mobile computing, Mobile devices, Mobile operating systems, Mobile phones, Operating system updates, Productivity, Smartphones, Software updates, Technology, User experience, User interface design, Wireless communication., iOS (Operating system), iPhone (Smartphone)","Apple industry,Apple III (Computer),Communication,End-user computing,Computer networks,Computer science,Digital media,Electronics,Computers, Special purpose,Information technology,Internet,Mobile apps,Mobile communication systems,Mobile computing,Smartphones,Distributed operating systems (Computers),Smartphones,Distributed operating systems (Computers),Productivity,Smartphones,Software failures,Technology,Experience,User interfaces (Computer systems),Wireless communication systems,PRECIS (Indexing system),iPhone (Smartphone)",0.75,0.12,0.42,0.48,25.00
zirconium,"an introduction to the element zirconium with information about its atomic structure, and various uses",zirconium; periodic table of the elements; chemical elements,2,"Aerospace engineering, Alloy, Atomic structure, Ceramics, Chemical elements, Chemical engineering, Chemical properties, Chemistry, Crystal structure, Electron configuration, Energy storage, Environmental science, Fuel cells, High-temperature materials, Industrial applications, Isotopes, Materials properties, Materials science, Mechanical properties, Medical imaging, Metals, Nuclear energy, Nuclear fuels, Nuclear medicine, Nuclear physics, Nuclear reactors, Nuclear safety, Nuclear waste management, Particle physics, Phase transitions, Physical properties, Pollution control, Pyrometallurgy, Radiation detection, Radiation protection, Radiation therapy, Radioactive decay, Radiochemistry, Rare earth metals, Refractory materials, Zirconium","Aerospace engineering,Alloys,Atomic structure,Ceramics,Chemical elements,Chemical engineering,Chemical models,Chemistry,Crystallography,Electron configuration,Energy storage,Environmental sciences,Fuel cells,Materials at high temperatures,Industrial applications,Isotopes,Strength of materials,Materials science,Mechanical properties,Diagnostic imaging,Metals,Nuclear energy,Nuclear fuels,Nuclear medicine,Nuclear physics,Nuclear reactors,Nuclear accidents,Radioactive waste disposal,Particle dynamics,Two-phase,Properties,Pollution prevention,Pyrometallurgy,Radiation warning systems,Radiation warning systems,Radiotherapy,Radioactive decay,Radiochemistry,Rare earth metals,Refractory materials,Zirconium",0.67,0.05,0.34,0.38,40.00
prehistoric life : [the definitive visual history of life on earth],"with an extensive catalog at its heart, ""prehistoric life"" profiles hundreds of fascinating species in incredible detail; features breathtaking, state-of-the-art images; explores the concept of geological time; and explains the classification of species and how the evidence for their evolution is preserved and can be deciphered","fossils; fossils; animals, fossil; animals, fossil; plants, fossil; plants, fossil; fossil hominids; fossil hominids; paleobiology",2,"Ancient Environments, Ancient Life, Archaeopteryx, Biodiversity, Biological Classification, Cenozoic Era, Cretaceous Period, Dinosaurs, Earth History, Earth Sciences, Earth's Past, Evolution (Biology), Evolutionary Biology, Evolutionary History, Evolutionary Processes, Extinction Events, Fossil Evidence, Fossil Record, Fossilized Remains, Fossils, Geologic Time Scale, Geological History, Jurassic Period, Life on Earth, Mesozoic Era, Natural History, Paleont, Paleontology, Paleozoic Era, Precambrian Era, Prehistoric Animals, Prehistoric Era, Prehistoric life, Species, Taxonomy, Triassic Period","Archeological . . .,History, Ancient,Archaeopteryx,Biodiversity,Biological systems,Gerontocracy,Cretaceous-Paleogene Extinction,Dinosaurs,Earth resistance in archaeology,Earth sciences,Earth Day,Evolution (Biology),Evolution (Biology),Evolutionary genetics,Evolutionary psychology,Mass extinctions,Living fossils,Fossils,Fossilization,Fossils,Geological modeling,Historical geology,Jurassic,Life on other planets,Mesozoic,Natural history,Paleoweathering,Paleontology,Paleozoic,Precambrian,Extinct animals,Prehistoric peoples,Children, Prehistoric,Species,Taxonomists,Triassic",0.17,0.03,0.21,0.53,36.00
outback food chains,"""this photo-illustrated book introduces early fluent readers to the relationship between predator and prey in the outback environment includes glossary and index""-- provided by publisher",food chains (ecology),3,"Animal behavior, Animal interactions, Australia, Australian Outback, Australian Outback ecology, Australian Outback environment, Australian animal behavior, Australian animals, Australian desert conservation, Australian desert ecosystem, Australian wildlife, Australian wildlife conservation., Biodiversity, Conservation biology, Desert animals, Desert ecology, Ecology, Ecosystem services, Ecosystems, Environmental impact, Environmental science, Food chains, Habitat destruction, Natural history, Outback wildlife, Predation, Predator-prey relationships, Terrestrial ecosystems, Zoology","Animal behavior,Animal behavior,Australia,Western Australia,Habitat selection,East Australian Current,Kangaroos as pets,Australian cattle dog,Desert conservation,Desert ecology,Australian cattle dog,Wildlife replacement,Biodiversity,Conservation biology,Desert animals,Desert ecology,Ecology,Ecosystem services,Ecosystem management,Environmental impact analysis,Environmental sciences,Food chains (Ecology),Habitat conservation,Natural history,Wildlife recovery,Effect of predation on,Predators of,Niche (Ecology),Zoology",1.00,0.04,0.26,0.36,26.00
beginning android programming with android studio,"""as the fastest-growing mobile platform today, the android os is a powerful and flexible platform for mobile devices and the new android 5 release boasts significant new features and enhancements for both smartphone and tablet applications this full-color resource takes a hands-on approach to teaching you how to create android applications for the latest os and the newest devices, including both smartphones and tablets"" -- publisher annotation",application software; smartphones; tablet computers,2,"Android, Android (Operating system), Android Studio, Application programming interfaces, Computer programming, Java (computer program), Mobile applications, Mobile computers., Mobile device management, Mobile internet, Mobile networks, Mobile software development., Operating systems (Computers), Programming, Programming languages, Smartphones, Software development, Tablets, User interfaces (Computer systems)","Androids,Androids,Androids,Application program interfaces (Computer software),Computer programming,Java (Computer program language),Mobile apps,Mobile computing,Voting advice applications (Application software),Mobile apps,Mobile communication systems,Mobile apps,Operating systems (Computers),Programming,High-level programming languages,Smartphones,Software engineering,Tablets (Medicine),User interfaces (Computer systems)",0.33,0.07,0.43,0.59,15.00
lemurs,"""developed by literacy experts for students in kindergarten through grade three, this book introduces lemurs to young readers through leveled text and related photos""-- provided by publisher",lemurs,2,"Animal adaptation, Animal behavior, Animal habitats, Animal social behavior., Animals, Biodiversity, Children's literature, Children's nonfiction books, Conservation biology, Ecosystems, Elementary education, Endangered species, Food chain, Grade one, Grade three, Grade two, Habitat, Kindergarten, Lemur behavior, Lemurs, Lemurs of Madagascar, Madagascar, Madagascar's wildlife, Mammals, Picture books, Primate behavior, Primates, Primates of Madagascar, Tropical forests, Wildlife conservation, Zoology","Decision making in animals,Animal behavior,Habitat selection,Social behavior in animals,Animals,Biodiversity,Children's literature,Children's books,Conservation biology,Ecosystem management,Education (Elementary),Endangered species,Food chains (Ecology),Months,Months,Early,Habitat,Kindergarten,Black lemur,Lemurs,Lemuridae,Madagascar,Ranomafana National Park (Madagascar),Mammals,Picture books,Primates,Primates,Primates,Tropical dry forests,Wildlife conservation,Zoology",1.00,0.04,0.30,0.36,28.00
numbers,"""a graphic nonfiction volume that introduces the history of numbers and number systems""-- provided by publisher","number concept; numbers, natural; number concept; numbers, natural",2,"Algebra, Ancient civilizations, Arithmetic, Babylonian mathematics, Base systems, Binary system, Cognitive development, Counting, Cultural history, Decimal system, Educational psychology, Egyptian mathematics, Epistemology, Geometry, Greek mathematics, Hexadecimal system, Hindu-Arabic numeral system, History of mathematics, History of numerals, History of science, Mathematical literacy, Mathematical modeling, Mathematical notation, Mathematical philosophy, Mathematics, Mathematics education, Mayan mathematics, Measurement, Number systems, Number theory, Numeracy, Numerals, Octal system, Philosophy of mathematics., Quantification, Roman numerals, STEM education, Social history, Symbolic representation","Algebra,Civilization, Ancient,Arithmetic,Mathematics, Babylonian,Bases (Architecture),Binary system (Mathematics),Cognitive balance,Counting,History in popular culture,Decimal system,Educational psychology,Mathematics, Egyptian,Epistemics,Geometry,Mathematics, Greek,Duodecimal system,Numeration, Arabic,History in mathematics education,Numerals, Writing of,Discoveries in science,Mathematical fluency,Mathematical models,Mathematical notation,Theory (Philosophy),Mathematics,Mathematics and physical education,Influence on Maya,Measurement,s-numbers,Number theory,Numeracy,Numerals,Octal system,Theory (Philosophy),Uncertainty,Roman numerals,General education,Social history,Symbolic representation",0.00,0.00,0.00,0.35,40.00
totality : the great american eclipses of 2017 and 2024,"a complete guide to solar eclipses for the general public with detailed coverage of the 2017 and 2024 total eclipses over the us well timed for the august 2017 eclipse over north america, it shows how, when, and where to see the coming total solar eclipses, how to photograph and video record them, and how to do so safely-- source other than library of congress",solar eclipses,2,"2017, 2024, American Astr, April 2024, Astronomical observations, Astronomy, August 2017, Celestial events, Celestial photography, Eclipse path, Eclipse prediction, Eclipse viewing, Eclipses, Geographic location, NASA, National Aeronautics and Space Administration, North America, Photography, Pinhole projection, Public outreach, Safety precautions, Science education, Solar eclipses, Solar viewing glasses, Sun, Time and date, Total solar eclipse of April 8, Total solar eclipse of August 21, Total solar eclipses, Tourism, Travel, United States, Video recording","2017-,2020-,American,January,Astronomical surveys,Astronomy,October,Celestial mechanics,Astronomical photography,Total solar eclipses,Eclipses,Total solar eclipses,Eclipses,Geographical distribution,Space sciences,Aeronautics, Military,North America,Photography,Photography, Pinhole,Public meetings,Safety measures,Science teachers,Solar eclipses,Solar window films,Sun,Date of,Total solar eclipses,Total solar eclipses,Total solar eclipses,Tourism,Travel,United States,Video recording",1.00,0.03,0.43,0.28,29.00
