title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
early indian poetry in english : an anthology: 1829-1947,"collection of poems by various poets, with their short biographies",indic poetry (english); indic poetry (english),"Indian poetry (English), English poetry—Indian authors, Poets, Indian—Biography, Anthologies, Literature and society—India, India—Intellectual life—19th century, India—Intellectual life—20th century","Indian poetry,Anglo-Indian poetry,Poets,Indian authors,Anthologies,Indian literature,Indian intellectuals,Indian intellectuals",0.00,0.00,0.00,0.43,7.00
"age of shojo : the emergence, evolution, and power of japanese girls' magazine fiction","""hiromi tsuchiya dollase examines the role that magazines have played in the creation and development of the concept of shōjo, the modern cultural identity of adolescent japanese girls cloaked in the pages of girls' magazines, writers could effectively express their desires for freedom from and resistance against oppressive cultural conventions shōjo characters' ""immature"" qualities and social marginality gave authors the power to express their thoughts without worrying about the reaction of authorities age of shōjo details the transformation of japanese girls' fiction from the 1900s to the 1980s, including the adaptation of western stories such as louis may alcott's little women in the meiji period; the emergence of young female writers in the 1910s and the flourishing girls' fiction era of the 1920s and 1930s; the changes wrought by state interference during the war; and a new era of empowered post-war fiction the book highlights seminal author yoshiya nobuko's dreamy fantasies and kitagawa chiyo's social realism, morita tama's autobiographical feminism, the contributions of nobel prize winning author kawabata yasunari, and the humorous modern fiction of himuro saeko and tanabe seiko these authors address social topics such as education, same-sex love, feminism, and socialism using girls' perspectives the age of shōjo, which began at the turn of the twentieth century, continues to nurture new generations of writers and entice audiences beyond age, gender, and nationality""-- provided by publisher","children's periodicals, japanese; girls; japanese literature; japanese literature; girls in literature","Japanese literature--20th century--History and criticism, Girls in literature, Girls' periodicals--Japan--History, Japanese fiction--20th century--History and criticism, Women authors, Japanese--20th century, Feminism in literature, Social realism in literature, Bildungsromans, Japanese, Shōjo (The concept) in literature, Gender identity in literature, Adolescence in literature, Women and literature--Japan--History--20th century, Japanese periodicals--History--20th century, Cultural identity in literature, Social change in literature, Postwar literature--Japan--History and criticism, Women in literature, Japanese fiction--Women authors--History and criticism, Literature and society--Japan--History--20th century","Japanese literature,Girls in literature,Women's periodicals, Japanese,Historical fiction, Japanese,Women authors,Chronology, Japanese,Feminism in literature,Social realism in literature,Bildungsromans,Japanese,Shor literature,Gender identity in literature,Adolescence in literature,Historical fiction, Japanese,Japanese periodicals,Cultural awareness in literature,Social change in literature,Historical poetry, Japanese,Women in literature,Women novelists, Japanese,Historical fiction, Japanese",0.60,0.16,0.57,0.64,19.00
british writers supplement xxi,"""biographical and critical essays on 17 british writers""-- provided by publisher","english literature; english literature; commonwealth literature (english); commonwealth literature (english); authors, english; authors, commonwealth","Authors, English, English literature—History and criticism, English literature—Bio-bibliography, Biography, Criticism, interpretation, etc.","Authors,English,Speculative poetry, English,Biographical fiction, English,Biography,Criticism,Interpretation,Shorts (Clothing)",0.40,0.25,0.88,0.56,8.00
language diversity in the usa,"""what are the most widely spoken non-english languages in the usa? how did they reach the usa? who speaks them, to whom, and for what purposes? what changes do these languages undergo as they come into contact with english? this book investigates the linguistic diversity of the usa by profiling the twelve most commonly used languages other than english each chapter paints a portrait of the history, current demographics, community characteristics, economic status, and language maintenance of each language group, and looks ahead to the future of each language the book challenges myths about the 'official' language of the usa, explores the degree to which today's immigrants are learning english and assimilating into the mainstream, and discusses the relationship between linguistic diversity and national unity written in a coherent and structured style, language diversity in the usa is essential reading for advanced students and researchers in sociolinguistics, bilingualism, and education""-- provided by publisher",language and culture; multilingualism; sociolinguistics,"Language and languages—Variation—United States, Multilingualism—United States, Sociolinguistics—United States, Bilingualism—United States, Immigrants—United States—Language, Language maintenance—United States, English language—Influence on foreign languages, Linguistic minorities—United States, Language policy—United States, Education, Bilingual—United States, United States—Languages, Language and culture—United States","American and French, [English and American, African and European, etc.],Multilingualism,Sociolinguistics,Bilingualism,Immigrants' writings, English,Language maintenance,Influence on foreign languages,Linguistic minorities,Language policy,Education,Usan language,Usan language,American and English",0.67,0.12,0.38,0.56,16.00
here bygynneth chaucer's canterbury tales,a retelling in comic strip form of geoffrey chaucer's famous work in which a group of pilgrims in fourteenth-century england tell each other stories as they travel on a pilgrimage to the cathedral at canterbury,"christian pilgrims and pilgrimages; middle ages; children's stories, english","Canterbury tales, Geoffrey Chaucer, Comic books, strips, etc., Pilgrims and pilgrimages, English literature, Middle English, 1100-1500, Storytelling, Medieval literature, England, 14th century, Literary adaptations","Tales, Medieval,Queen conch,Comics,Commercial strips,Shorts (Clothing),Pilgrims and pilgrimages,English literature,Middle English,1300-1500,Storytelling,Literature, Medieval,England,14th century,Possibility in literature",0.00,0.00,0.00,0.52,15.00
poetry speaks to children,a collection of poems that can be read or listened to with the accompanying cd the poems on the cd are read by the poets themselves,"children's poetry, american; children's poetry, english","Children's poetry, Poetry--Collections, Children's audiobooks, Poets--Readings, Audio recordings--Poetry, Literature and music","Children's poetry,List poetry,Children's audiobooks,Poets in literature,Sound poetry,Music and literature",0.33,0.17,1.00,0.69,6.00
anton chekhov : a brother's memoir,"""in a style reminiscent of anton chekhov himself--realistic, intimate, and dynamic--mikhail chekhov shares unparalleled memories and insights, transporting readers into the world of the chekhov family he visits the places where his brother lived and worked and introduces the people he knew and loved, leo tolstoy and piotr tchaikovsky among them as a unique eyewitness to the beloved writer's formative years and his artistic maturity, mikhail chekhov shows here first-hand the events that inspired the plots for the seagull, the black monk, and the steppe, among other enduring works captivating, surprising, and a joy to read, this memoir reveals the remarkable life of one the most masterful storytellers of our time""--provided by publisher","authors, russian","Chekhov, Anton, 1860-1904—Biography, Russian literature—19th century—History and criticism, Authors, Russian—19th century—Biography, Tolstoy, Leo, 1828-1910—Relations with Chekhov, Tchaikovsky, Peter Ilich, 1840-1893—Relations with Chekhov, Literary criticism—Russia—19th century, Memoirs—Russia—19th century, Chekhov family—Biography","Ulit︠s︡a Chekhova, 6 (Moscow, Russia),Antonina,1860-1910,Revolutionary literature, Russian,Authors,Biographical fiction, Russian,Tolstoy family,Leo-Baeck-Preis,Ulit︠s︡a Chekhova, 12 (Moscow, Russia),Russian horn,Kiechlberg,Ulit︠s︡a Chekhova, 12 (Moscow, Russia),Revolutionary literature, Russian,Historical fiction, Russian,Chekhov family",1.00,0.12,0.33,0.49,16.00
cat stories,a collection of stories inspired by cats and their relationships with humans,cats; cats,"Cats—Fiction, Human-animal relationships—Fiction, Short stories, Cats—Behavior—Fiction, Animals in literature","Cats in literature,Human-animal relationships in literature,Short stories,Cats in literature,Animals in literature",0.00,0.00,0.00,0.40,4.00
documentary vanguards in modern theatre,"""practitioners and critics alike often attribute great authenticity to documentary theatre, casting it as a salutary alternative not only to corporate news outlets and official histories but also to the supposed ""self-indulgence"" and ""elitism"" of avant-garde theatre documentary vanguards in modern theatre, by contrast, argues for treating documentarians as vanguardists who (for good or ill) push, remap, or transgress the margins of historical and political visibility, often taking issue with professional discourses that claim a monopoly on authoritative representations of the real this is the first book to situate documentary theatre's development within the larger story of theatrical experimentalism, collage art, collective ritual, and other avant-garde dramaturgical and performance practices of the late 19th and 20th centuries"" -- provided by publisher",historical drama; historical drama; political plays; experimental theater,"Documentary theater, Experimental theater, Avant-garde (Aesthetics), Theater--History--19th century, Theater--History--20th century, Political theater, Performance art, Collage, Ritual in theater, Theater and society","Documentary-style films,Experimental theater,Avant-garde (Aesthetics),Theater and society,Theater historians,Political plays,Performance art,Collage,Ritual in the theater,Theater and society",0.67,0.22,0.57,0.59,9.00
mr evil potato man and the food fight!,"""meet alien dude! he can fly he can morph he can do many, many, many things but can he stop the food fight and put a lid on mr evil potato man's lunchroom spell?""--page [4] of cover","aliens; elementary schools; school lunchrooms, cafeterias, etc","Children's stories, Science fiction, Humorous stories, Food in literature, Aliens in literature, School stories, Heroes in literature, Villains in literature","Children's stories,Science fiction,Humorous stories,Food in literature,Human-alien encounters in literature,Children's stories,Heroes in literature,Villains in literature",0.00,0.00,0.00,0.38,7.00
your world : exploring aquariums,"""visiting aquariums is fun there are so many fish, birds, and other creatures to see dive into the aquarium and subtraction to learn about the animals that live there""-- provided by publisher",public aquariums,"Aquariums, Marine animals, Aquatic animals, Zoology, Marine biology, Public aquariums, Wildlife observation, Animal behavior, Marine ecology, Environmental education","Aquariums,Marine animals,Aquatic animals,Zoology,Marine biology,Public aquariums,Wildlife monitoring,Animal behavior,Marine ecology,Environmental education",1.00,0.10,0.30,0.49,10.00
adding parents to the equation : understanding your child's elementary school math,"""the book describes how children are learning mathematics today""-- provided by publisher",mathematics; education,"Mathematics—Study and teaching (Elementary), Parent and child, Education—Parent participation, Mathematics—Study and teaching—Parent participation, Elementary education, Mathematics education, Parent-teacher relationships, Child development, Learning, Psychology of, Educational psychology","Magic tricks in mathematics education,Parent and child,Parent participation,Study and teaching (Preschool),Education (Elementary),Magic tricks in mathematics education,Parent-teacher relationships,Child development,Learning,Psychology,Educational psychology",0.00,0.00,0.00,0.52,10.00
be a wizard with numbers : 101 ways to count yourself smart,"can you multiply and divide by 2 or 10 without pencil and paper? believe it or not, with just those two skills and a few simple tricks you can perform just about any everyday calculation in your head! that's just a small sample of the kind of number wizardry readers will learn to master",mathematics; mathematical recreations,"Mathematics, Mental arithmetic, Number theory, Problem solving, Mathematical recreations, Mental calculation, Arithmetic, Mathematical ability, Self-instruction, Mathematical games","Mathematics,Mental arithmetic,Number theory,Problem solving,Mathematical recreations,Mental arithmetic,Arithmetic,Mathematical ability,Self-instruction,Games of chance (Mathematics)",1.00,0.22,0.42,0.64,9.00
the new york times book of science : more than 150 years of groundbreaking scientific coverage,"collects over 150 years of science articles from the new york times, including stories on einstein, the aids crisis, and the curiosity rover",science news,"Science journalism, Science--History, New York Times, Science in popular culture, Science--Social aspects, Discoveries in science, Science--Press coverage, Science--Public opinion, Science--Anecdotes, Science--Miscellanea","Science journalism,Historians of science,American newspapers,Science in popular culture,Functionalism (Social sciences),Discoveries in science,Science news,Social scientific criticism,Sexism in science,Sciara ocellaris",1.00,0.10,0.39,0.53,10.00
ambartsumian's legacy and active universe,"this book is devoted to the scientific legacy of professor victor ambartsumian -- one of the distinguished scientists of the last century he obtained very essential results not only in astrophysics, but also in mathematics and theoretical physics one can recall his fundamental results concerning the sturm-liouville inverse problem, quantum field theory, structure of atomic nuclei etc nevertheless, his revolutionary ideas in astrophysics and corresponding results are known more widely and have predetermined the further development of this science the concept about the activity phenomena and object's evolution, particularly, determination of the age of our galaxy, ideas about the stars' formation nowadays in stellar associations, the activity of galactic nuclei appeared to be exceptionally fruitful these directions are being elaborated at many astronomical centers all over the world",astrophysics,"Astrophysics, Astronomy, Stellar evolution, Galactic nuclei, Quantum field theory, Sturm-Liouville equation, Theoretical physics, Mathematics, Victor Ambartsumian, Scientific legacy, Stellar associations, Galaxy age determination, Active galaxies, Astronomical research, History of science.","Astrophysics,Astronomy,Stellar dynamics,Galactic nuclei,Quantum field theory,Sturm-Liouville equation,Mathematical physics,Mathematics,Stambali,Historians of science,Stellar associations,Astronomical models,Active galaxies,Astronomical models,Historians of science",1.00,0.08,0.36,0.47,13.00
immunomic discovery of adjuvants and candidate subunit vaccines,"this book seeks to expand the horizons of vaccine design and discovery by highlighting cutting edge work in three areas of vaccinology: the rational discovery of subunit vaccines, the identification of adjuvants, and the delivery of vaccines via state-of-the-art nanotechnology",vaccines; immunological adjuvants; antigens; vaccines,"Vaccines—Research, Adjuvants, Immunologic, Subunit vaccines, Nanotechnology, Vaccine development, Immunomics, Drug delivery systems","DNA vaccines,Adjuvants,Immunology,Combined vaccines,Nanotechnology,DNA vaccines,Immunoinformatics,Drug delivery systems",0.00,0.00,0.00,0.57,7.00
willful ignorance : the mismeasure of uncertainty,"""an original account of willful ignorance and how this principle relates to modern probability and statistical methods through a series of colorful stories about great thinkers and the problems they chose to solve, the author traces the historical evolution of probability and explains how statistical methods have helped to propel scientific research however, the past success of statistics has depended on vast, deliberate simplifications amounting to willful ignorance, and this very success now threatens future advances in medicine, the social sciences, and other fields limitations of existing methods result in frequent reversals of scientific findings and recommendations, to the consternation of both scientists and the lay publicwillful ignorance: the mismeasure of uncertainty exposes the fallacy of regarding probability as the full measure of our uncertainty the book explains how statistical methodology, though enormously productive and influential over the past century, is approaching a crisis the deep and troubling divide between qualitative and quantitative modes of research, and between research and practice, are reflections of this underlying problem the author outlines a path toward the re-engineering of data analysis to help close these gaps and accelerate scientific discovery willful ignorance: the mismeasure of uncertainty presents essential information and novel ideas that should be of interest to anyone concerned about the future of scientific research the book is especially pertinent for professionals in statistics and related fields, including practicing and research clinicians, biomedical and social science researchers, business leaders, and policy-makers""-- provided by publisher ""this provocative new book posits how the tacit principle of ""willful ignorance"" has led to a deep divide between qualitative and quantitative modes of research that will increasingly constrain scientific progress unless bridged by a broadened conception of statistical methodology""-- provided by publisher",research; probabilities; research,"Uncertainty, Probability, Statistics, Scientific research, Statistical methods, Willful ignorance, Data analysis, Research methodology, Quantitative research, Qualitative research, Scientific progress, Medicine, Social sciences, Research reversals, Scientific discovery, Research practice gap, Statistical crisis, Probability theory, Research limitations, Policy-making, Biomedical research, Business decision-making, Clinicians, Research ethics, Scientific methodology.","Uncertainty,Probabilities,Statistics,Research,Statistical methods,Good and evil,Analysis,Methodology,Quantitative research,Qualitative research,Errors, Scientific,Medicine,Social sciences,Reproducible research,Discoveries in science,Independent study,Statistical decision,Probabilities,Drawbacks,Policies,Biomedical engineering,Business planning,Gynecologists,Applied ethics,Methodology",1.00,0.08,0.43,0.47,24.00
ferrets : cool pets!,young readers learn basic information about ferrets and keeping them as pets,ferret; ferrets as pets,"Ferrets—Juvenile literature, Ferrets as pets—Juvenile literature, Pets—Juvenile literature, Animal care—Juvenile literature, Domestic animals—Juvenile literature","Ferrette, Counts of,Ferrets as pets,Pets in literature,Animal welfare in literature,Domestic animals in literature",0.50,0.17,0.43,0.54,6.00
chromium,"learn about chromium, its importance, and its characteristics",chromium,"Chromium, Chromium—Properties, Chromium—Analysis, Chromium—Environmental aspects, Chromium—Toxicology, Metals—Analysis, Metals—Environmental aspects, Metals—Toxicology, Chemical elements, Chemistry, Inorganic, Environmental chemistry, Toxicology, Industrial chemistry, Metallurgy","Chromium,Chromium compounds,Chromium removal,Chromium in human nutrition,Chromium in the body,Effect of metals on,Effect of heavy metals on,Metals in the body,Chemical elements,Chemistry,Chemistry, Inorganic,Environmental chemistry,Toxicology,Electrochemistry, Industrial,Metallurgy",1.00,0.06,1.00,0.43,16.00
dna helicases and dna motor proteins,"""the objective of this book is to provide the first systematic overview of structure, function and regulation of dna helicases and related molecular motors by integrating the knowledge obtained through the diverse technical approaches ranging from single-molecule biophysics to cellular and molecular biological studies the editors aim to provide a unified view on how helicases function in the cell, are regulated in response to different cellular stresses and are integrated into large macromolecular assemblies to form a complex and adaptive living system""--publisher",dna helicases; dna-protein interactions,"DNA helicases, DNA motor proteins, Molecular motors, Molecular biology, Biophysics, Cellular biology, DNA replication, DNA repair, Enzymes, Macromolecular assemblies, Stress response, Single-molecule studies, Molecular regulation, Protein structure, Protein function","DNA helicases,DNA-binding proteins,Molecular machinery,Molecular biology,Biophysics,Cellular control mechanisms,DNA replication,DNA repair,Enzymes,Macromolecules,Effect of stress on,Molecular spectra,Molecular cloning,Protein folding,Protein binding",0.50,0.07,0.36,0.46,15.00
fun and games : food shapes,"""look on your plate look around the kitchen what shapes do you see? food comes in many shapes it can be fun to learn about shapes using food!""-- provided by publisher",shapes; food,"Shapes, Food, Learning, Children's literature, Educational games, Visual perception, Kitchen, Play, Early childhood education","Shapes,Food,Learning,Children's literature,Educational games,Visual perception,Kitchens,Play,Early childhood education",1.00,0.22,0.42,0.48,9.00
"light elements in the universe : proceedings of the 268th symposium of the international astronomical union held in geneva, switzerland, november 9-13, 2009","iau symposium 268 presents an overview of the most recent observational and theoretical research on the formation and evolution of light elements in the universe: h, he, li, be, b, and their isotopes astrophysicists from a variety of subfields discuss recent developments that will improve our understanding of the light elements and provide important clues to stellar and galactic evolution, big bang nucleosynthesis, and cosmology striking observational progress has been achieved recently through the advent of next generation ground- and space-based telescopes, such as the cosmic microwave background experiments that allow the accurate determination of the baryon density of the universe new theoretical breakthroughs in describing stellar interiors and the chemical evolution of complex systems and the remaining challenges in this field are also addressed this critical review is a useful resource for all those interested in the chemical evolution of the universe",astrophysics; galaxies; stars,"Astronomy—Congresses, Cosmochemistry, Nucleosynthesis, Chemical elements, Stellar evolution, Galactic evolution, Big Bang theory, Cosmic microwave background, Astrophysics—Research, Telescopes—Technological innovations","Congresses and conventions,Cosmochemistry,Nucleosynthesis,Chemical elements,Stellar dynamics,Galactic dynamics,Big bang theory,Cosmic background radiation,Astrophysics,Telescope makers",0.33,0.10,0.43,0.48,10.00
beetles,"""this photo-illustrated book for early readers tells how to identify beetles and gives examples of different species includes picture glossary""--provided by publisher",beetles; beetles,"Beetles, Insects—Identification, Insects—Pictorial works, Insects—Juvenile literature, Picture books for children, Early readers, Animal species, Glossaries, Children's literature","Beetles,Large white (Insect),Insects in art,Insects in literature,Picture books for children,Readers (Middle school),Animal species,Glossaries, etc,Children's literature",1.00,0.10,0.30,0.40,10.00
optical thin films and coatings : from materials to applications,"optical coatings, including mirrors, anti-reflection coatings, beam splitters, and filters, are an integral part of most modern optical systems this book provides an overview of thin film materials, the properties, design and manufacture of optical coatings and their use across a variety of application areas",optical films; optical coatings; thin films,"Optical films, Thin films, Optical coatings, Mirrors, Anti-reflective coatings, Beam splitters, Optical filters, Optical materials, Optical engineering, Thin film devices, Optical instruments, Materials science, Applied optics, Optical systems, Thin film technology","Optical films,Thin films,Optical coatings,Mirrors,Anti-reflective coatings,Beam splitters,Light filters,Optical materials,Optical engineering,Thin film devices,Optical instruments,Materials science,Physical optics,Optical communication systems,Thin film devices",1.00,0.21,0.72,0.66,14.00
ocean food chains,"""this book explores the food chains and webs that exist in an ocean habitat it equips readers with crucial vocabulary, using examples from that habitat to explain the roles of producers, consumers and decomposers, and illustrates how living things depend upon each other readers learn how fragile food chains can be, how they can be broken, and what we can do to prevent this""-- provided by publisher",marine ecology; food chains (ecology); marine animals; wildlife conservation,"Marine ecology, Food chains (Ecology), Oceanography, Marine biodiversity, Marine organisms, Ecological balance, Marine conservation, Marine habitats, Marine biology, Environmental protection","Marine ecology,Food chains (Ecology),Oceanography,Marine biodiversity,Marine organisms,Ecological carrying capacity,Marine biodiversity conservation,Marine habitats,Marine biology,Environmental protection",0.50,0.20,0.92,0.75,10.00
biomes of the world,"in nine volumes, explores each of the earth's major ecological regions, defining important features, animals, and environmental issues",biotic communities; life zones; ecology,"Biogeography, Ecology, Biomes, Environmental sciences, Earth sciences, Biodiversity, Conservation of natural resources, Habitat (Ecology), Environmental issues, Zoogeography","Biogeography,Ecology,BioMEMS,Environmental sciences,Earth sciences,Biodiversity,Conservation of natural resources,Habitat (Ecology),Environmentally sensitive areas,Zoogeography",0.33,0.10,0.33,0.60,10.00
spider monkeys,"""this book details the life and habits of spider monkeys""-- provided by publisher",spider monkeys,"Spider monkeys, Primates, Animal behavior, Animal ecology, Wildlife conservation, Mammalogy, Zoology, Animal life cycles, Animal habitats, Tropical rainforests","Spider monkeys,Primates,Animal behavior,Animal ecology,Wildlife conservation,Mammalogy,Zoology,Animal life cycles,Habitat selection,Tropical dry forests",1.00,0.10,0.50,0.40,10.00
animals are delicious : 3 foldout food chain books,"""three of the longest food chains of the animal kingdom are depicted in three accordion-foldout volumes, complete with stunning dimensional art and sparse read-aloud text young children will experience the factual, specific, and possibly surprising information via bright visuals, pleasingly repetitive text, and a physical folding-out of the chain itself the food chains are themed as terrestrial, avian, and aquatic, respectively, fully researched and vetted by a professional the information effectively expands upon the familiar experience of eating by portraying the parallel experience within the animal kingdom; it also creates a basis upon which to discuss the carnivorous tendencies of humans!""--amazon",toy and movable books; food chains (ecology); animals,"Food chains (Ecology), Animal ecology, Predation (Biology), Carnivora, Children's literature, Illustrated books, Animal behavior, Ecology, Wildlife conservation, Biology","Food chains (Ecology),Animal ecology,Predation (Biology),Carnivora,Children's literature,Illustrated books,Animal behavior,Ecology,Wildlife conservation,Biology",0.33,0.10,0.50,0.61,10.00
the father of geometry : euclid and his 3-d world,"""a biography of ancient greek mathematician euclid, known as the father of geometry and author of the mathematics textbook elements""--provided by publisher","mathematicians; mathematics, greek; geometry","Euclid, Geometry, Mathematics--History, Mathematicians--Biography, Mathematics--Textbooks, Ancient Greek mathematics, Elements (Euclid)","Euclid's Elements,Geometry,History in mathematics education,Mathematics historians,Textbooks,Mathematics, Greek,Euclid's Elements",0.75,0.43,0.62,0.76,7.00
charles wilkes and the exploration of inland washington waters : journals from the expedition of 1841,"""follows the wilkes expedition in 1841 includes the journals of charles wilkes and ten of his crewmen, eighteen of the wilkes expedition's charts (the quality of which reflects the crew's careful attention to accuracy), and a complete muster list of the officers and crewmen (name, title, and a brief synopsis of his activity within the expedition""--provided by publisher",scientific expeditions; ethnological expeditions; voyages around the world; explorers; sailors; seafaring life,"Explorers—United States—Diaries, United States Exploring Expedition (1838-1842), Washington (State)—Discovery and exploration, Hydrographic surveying—Washington (State), Nautical charts—Washington (State), Wilkes, Charles, 1798-1877—Diaries, Scientific expeditions—Washington (State), Oceanography—Washington (State)—History—19th century, Naval history—United States—19th century.","Explorers in literature,Northern Expedition, 1926-1928,Washington State Route 101,Hydrographic surveying,Nautical charts,Wilkes Land,Charles (Name),To 1880,Palen-McCoy Wilderness (Calif.),Oceanography and state,Naval history, Modern",0.00,0.00,0.00,0.40,13.00
"trust, computing, and society","""do new forms of connection need more regulation and control? these fascinating essays explore the question from technical, socio-philosophical, and design perspectives""-- provided by publisher",computers; internet; trust; computer security; computer networks; computer networks; information technology,"Trust, Computing, and Society, Social aspects of computing, Computer networks--Social aspects, Internet--Social aspects, Trust--Social aspects, Regulation of technology, Philosophy of technology, Design--Social aspects, Information technology--Social aspects, Ethics of technology, Human-computer interaction, Social responsibility of business, Privacy, Data protection, Cybersecurity, Digital communication, Technology and society, Information society, Social media--Social aspects, Online social networks, Digital divide, Technological innovations--Social aspects, Information technology--Moral and ethical aspects, Computer security, Internet governance, Digital rights, Technology--Philosophy, Social control, Technology and state, Technology and law, Technology--Social aspects, Information technology--Political aspects, Technology--Moral and ethical aspects, Technology--Psychological aspects, Technology--Economic aspects, Technology--Environmental aspects, Technology--Health aspects, Technology--Religious aspects, Technology--Cultural aspects, Technology--Educational aspects, Technology--Historical aspects, Technology--International cooperation, Technology--Management, Technology--Research, Technology--Study and teaching, Technology--Vocational guidance, Technology--Women, Technology--Youth, Technology--Developing countries, Technology--Industrial applications, Technology--Military aspects, Technology--Political aspects, Technology--Public opinion, Technology--Religious aspects, Technology","Trust,Human computation,Internet and the poor,Social interaction,Social networks,Social aspects,Attitudes,Technology transfer,Technological complexity,Social aspects,Communication and technology,Patent practice,Human-computer interaction,Social responsibility of business,Privacy,Data protection,Behavioral cybersecurity,Digital communications,Technology and older people,Information society,Social aspects,Online social networks,Digital divide,Effect of technological innovations on,Ethical problems,Computer security,Internet governance,Digital rights management,Technological complexity,Social control,Technology and state,Technology and law,Technology and older people,Political indicators,Ethical problems,Adaptability (Psychology) in old age,Effect of technological innovations on,Environmental aspects,Health aspects,Religious invention,Cultural awareness,Educational aspects,Errors, inventions, etc,Technology and international relations,Information technology,Technology assessment,Educational technology,Vocational guidance,Technology and women,Technology and youth,Developing countries,Industrial applications,Military aspects,Politics, Practical,Disruptive technologies,Religious invention,Technology",0.50,0.06,0.40,0.47,53.00
"singularity rising : surviving and thriving in a smarter, richer, and more dangerous world",singularity rising offers predictions about the economic implications for a future of widely expanding intelligence and practical career and investment advice on flourishing on the way to the singularity,artificial intelligence; singularities (artificial intelligence); robotics; brain; human evolution; genetics,"Artificial intelligence, Technological forecasting, Economic forecasting, Singularity (Technology), Technological innovations—Economic aspects, Investments, Career development, Future, The, Intelligence levels, Technological innovations—Social aspects","Artificial intelligence,Technological forecasting,Economic forecasting,Singularities (Artificial intelligence),Effect of technological innovations on,Investments,Career development,Future, The,Change,Intelligence levels,Technological innovations",0.33,0.17,0.69,0.45,12.00
general chemistry,"""the eleventh edition was carefully reviewed with an eye toward strengthening the content available in owlv2, end-of-chapter questions, and updating the presentation nomenclature changes and the adoption of iupac periodic table conventions are highlights of the narrative revisions, along with changes to the discussion of d orbitals in-text examples have been reformatted to facilitate learning, and the accompanying interactive examples in owlv2 have been redesigned to better parallel the problem-solving approach in the narrative new capstone problems have been added to a number of chapters""-- publisher's website",chemistry,"Chemistry, Textbooks, Periodic table, Chemical elements, Molecular orbitals, Problem solving, IUPAC nomenclature, Educational technology, Chemistry--Study and teaching, Chemistry--Problems, exercises, etc.","Chemistry,Textbooks,Periodic table of the elements,Chemical elements,Molecular orbitals,Problem solving,Nomenclature (Popular),Educational technology,Chemistry teachers,Chemical equations,Exercises,Shorts (Clothing)",1.00,0.08,0.50,0.42,12.00
triceratops,"learn about the triceratops, what it ate and where it was found-- source other than library of congress",triceratops; dinosaurs,"Triceratops, Dinosaurs, Paleontology, Fossil animals, Herbivores, Cretaceous period, Extinct animals, Prehistoric life, Fossils, Paleobiology","Triceratops,Dinosaurs,Paleontology,Animals, Fossil,Herbivores,Cretaceous-Paleogene Extinction,Extinct animals,Hoes, Prehistoric,Fossils,Paleobiology",1.00,0.17,0.41,0.58,12.00
"albertus magnus, on animals : a medieval summa zoologica","""english translation and annotation of albertus magnus's mid-thirteenth-century study of animals, de animalibus""-- provided by publisher","zoology; physiology; veterinary medicine; science, medieval","Albertus Magnus, Zoology—History—To 1500, Animals—Early works to 1800, Natural history—Medieval, 13th century, Latin literature—Translations into English, Scholasticism, Medieval philosophy, Biology—History, Animal behavior—Early works to 1800","Niclausse,Animal paleopathology,Early works to 1870,Archaeology, Medieval,13th century,Latin literature,Scholasticism,Philosophy, Medieval,Death (Biology),Introduced animals",0.20,0.09,0.32,0.50,11.00
fundamentals of condensed matter and crystalline physics : an introduction for students of physics and materials science,"""this undergraduate textbook merges traditional solid state physics with contemporary condensed matter physics, providing an up-to-date introduction to the major concepts that form the foundations of condensed materials the main foundational principles are emphasized, providing students with the knowledge beginners in the field should understand the book is structured in four parts and allows students to appreciate how the concepts in this broad area build upon each other to produce a cohesive whole as they work through the chapters illustrations work closely with the text to convey concepts and ideas visually, enhancing student understanding of difficult material, and end-of-chapter exercises varying in difficulty allow students to put into practice the theory they have covered in each chapter and reinforce new concepts""-- provided by publisher",condensed matter; crystals,"Condensed matter, Crystalline solids, Solid state physics, Materials science, Physics textbooks, Undergraduate education, Crystallography, Physical properties of materials, Quantum theory, Lattice dynamics","Condensed matter,Crystalline interfaces,Solid state physics,Materials science,Physics libraries,Undergraduates,Crystallography,Strength of materials,Quantum theory,Lattice dynamics",0.50,0.10,0.30,0.47,10.00
pandas,"""a kindergarten-level introduction to pandas, covering their growth process, behaviors, the forests they call home, and such defining features as their black-and-white fur""-- provided by publisher",giant panda; adaptation (biology),"Pandas, Giant pandas, Animal behavior, Animal growth, Forests and forestry, Animal fur, Zoology, Wildlife conservation, Endangered species, Children's literature","Pandas,Giant panda,Animal behavior,Animal breeding,Forests and forestry,Rabbit fur,Zoology,Wildlife conservation,Endangered species,Children's literature",0.50,0.10,0.50,0.40,10.00
galaxies,"""an examination of the science behind the astronomical phenomena known as galaxies, including relevant theories and history-making discoveries as well as topics of current and future research""-- provided by publisher",galaxies,"Galaxies, Astronomy, Astronomical phenomena, Astrophysics, Cosmology, History of astronomy, Space sciences, Scientific discoveries, Astronomical research, Future of astronomy","Galaxies,Astronomy,Astronomical models,Astrophysics,Cosmology,Period of discoveries, 1385-1580,Space sciences,Discoveries in science,Astronomical models,Space astronomy",1.00,0.10,0.30,0.52,10.00
