title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
treating trauma and traumatic grief in children and adolescents,"""this authoritative guide has introduced many tens of thousands of clinicians to trauma-focused cognitive-behavioral therapy (tf-cbt), a leading evidence-based treatment for traumatized children and their parents or caregivers preeminent clinical researchers provide a comprehensive framework for assessing posttraumatic stress disorder (ptsd), other trauma-related symptoms, and traumatic grief in 3- to 18-year-olds; building core coping skills; and directly addressing and making meaning of children's trauma experiences implementation is facilitated by sample scripts, case examples, troubleshooting tips, and reproducible client handouts purchasers get access to a web page where they can download and print the reproducible materials in a convenient 8 1/2"" x 11"" size tf-cbt is listed in samhsa's national registry of evidence-based programs and practices new to this edition *incorporates a decade's worth of advances in tf-cbt research and clinical practice *updated for dsm-5 *chapter on the model's growing evidence base *chapter on group applications *expanded coverage of complex trauma, including ways to adapt tf-cbt for children with severe behavioral or affective dysregulation see also the edited volume trauma-focused cbt for children and adolescents: treatment applications for more information on tailoring tf-cbt to children's varying developmental levels and cultural backgrounds""-- provided by publisher",post-traumatic stress disorder in children; post-traumatic stress disorder in adolescence; psychic trauma in children; psychic trauma in adolescence; grief in children; grief in adolescence; cognitive therapy for children; cognitive therapy for teenagers,"Post-traumatic stress disorder in children,Post-traumatic stress disorder in adolescence,Post-traumatic stress disorder,Diagnostic and statistical manual of mental disorders,Cognitive therapy for teenagers,Mental health services,Grief in children,Cognitive-behavioral therapy,Psychic trauma,Grief in adolescence,Evidence-based psychotherapy,Cognitive therapy for children,Group psychotherapy for children,Traumatic incident reduction (Psychology),Complicated grief,Psychotherapy,Stress disorders in adolescence,Bereavement,Child psychotherapy,Psychotherapists,Complex post-traumatic stress disorder,manuals,Psychic trauma in children,Cultural competence in counseling,Stress disorders in children,Psychic trauma in adolescence,Adolescent psychotherapy,Cross-cultural counseling,Group psychotherapy for teenagers,etc","Post-traumatic stress disorder in children,Post-traumatic stress disorder in adolescence,Post-traumatic stress disorder,Psychiatric rating scales,Cognitive therapy for teenagers,Mental health services,Grief in children,Cognitive therapy,Psychic trauma,Grief in adolescence,Evidence-based psychotherapy,Cognitive therapy for children,Group psychotherapy for children,Traumatic incident reduction,Grief,Psychotherapy,Sleep disorders in adolescence,Bereavement,Child psychotherapy,Psychotherapists,Post-traumatic stress disorder,Technical manuals,Psychic trauma in children,Cross-cultural counseling,Sleep disorders in children,Psychic trauma in adolescence,Adolescent psychotherapy,Cross-cultural counseling,Group psychotherapy for teenagers,Messages",1.00,0.27,0.60,0.68,30.00
"feed your brain, lose your belly : a brain surgeon reveals the weight-loss secrets of the brain-belly connection","outlining the 'brain-belly' connection that describes how sticky fat cells send mixed messages to the brain - and cause us to get fat as a result - larry mccleary offers a unique approach that enables us to get in touch with the signals our bodies generate so that we work with, not against, our innate metabolic machinery",weight loss; brain; metabolism; lipids in human nutrition; reducing diets,"Adipose tissues,Reducing diets,Energy metabolism,Metabolism,Brain,Nutritional Physiology,Gastrointestinal system,Neurogastroenterology,Neurobiology,Body weight,Appetite,Mind and body,Obesity,Weight loss","Adipose tissues,Reducing diets,Energy metabolism,Metabolism,Brain,Nutrition,Gastrointestinal system,Neonatal gastroenterology,Neurobiology,Body weight,Appetite,Mind and body,Obesity,Weight loss",0.80,0.29,0.49,0.66,14.00
therapy animals,"""describes what therapy animals do, where they work, how they are trained, and which kinds of animals are best for certain jobs includes stories about real animals who have provided therapy to people""-- provided by publisher",animals; animals as aids for people with disabilities,"Service animals,Human-animal relationships,Animals in human habitat,Pets,Animal specialists,Animal training,Animal-assisted therapy,Animals in therapeutic use,Animals as therapeutic agents,Working animals","Working animals,Human-animal relationships,Wild animals as pets,Pets,Animal specialists,Animal training,Veterinary physical therapy,Veterinary therapeutics,Veterinary therapeutics,Working animals",0.00,0.00,0.00,0.67,10.00
healers and achievers : physicians who excelled in other fields and the times in which they lived,"""it is not widely known that throughout history physicians have contributed more than just medical care to civilization healers and achievers is a series of biographies of doctors from ancient egypt to the twenty-first century who distinguished themselves with lasting non-medical accomplishments they include the architect of the first egyptian pyramid, a pope, the ""fathers"" of astronomy, geology, magnetism, and taxonomy, american founding fathers, french revolutionaries, a buccaneer, world-class athletes, a spy, and an astronaut their life stories are told in the context of the eras in which they lived, and their fields of medical and non-medial expertise are explained in terms comprehensible to both laymen and physicians""--back cover",physicians; physicians,"Science and civilization,Physicians as scientists,Modern,Physicians in public life,Famous physicians,History,Intellectual life,History of Medicine,Medicine,Science,Physicians in politics,Biography,Ancient,Physicians","Science and civilization,Medical scientists,Post-modern . . .,Government physicians,Physicians,History,Intellectual life,Medical history taking,Medicine,Science,Physicians as politicians,Biography,History, Ancient,Physicians",1.00,0.07,0.33,0.54,14.00
practical management of bipolar disorder,"""bipolar disorder, or manic depression, is characterised by episodes of pathological mood states the two poles are mania (with a predominant elated or irritable mood) and depression (with feelings of sadness, anxiety, guilt or hopelessness) but mixed states frequently occur episodes can last for many months and profoundly affect physical health, relationships and careers since diagnosis and management are difficult, this practical guide provides an overview of the disorder and detailed guidelines for treating the illness throughout its stages, from authors internationally renowned for their work in bipolar disorder also discussed are disease theories, mechanisms and key clinical trials, as well as chapters devoted to psychosocial treatments, substance misuse and insights from 'lived experience' in-depth analyses of selected population groups, including youth, the elderly and women, complement guidelines for clinical approaches in managing bipolar disorder comprehensive and detailed, this guide will prove invaluable to clinicians, general practitioners, psychiatrists and psychologists""--provided by publisher",manic-depressive illness,"Aged,Mental Health Education,Chronic Disease,Psychosocial Factors,Adolescent Psychiatry,Mental Health Services,Self-Help Groups,Comorbidity,Drug Therapy,Quality of Life,Psychiatric Nursing,Substance-Related Disorders,Clinical Trials as Topic,Mental Health Screening,Psychosocial Support Systems,Geriatric Psychiatry,Psychiatrists,Interpersonal Psychotherapy,Mental Health,Drug Monitoring,Mental Health Recovery,Evidence-Based Medicine,Mental Disorders,Patient-Centered Care,Manic-Depressive Illness,Antipsychotic Agents,Psychotherapy,Lithium,Psychopharmacology,Bipolar Disorder,Adolescent,Women,Mood Disorders,Affective Disorders,Cognitive Behavioral Therapy,Patient Care Planning,Depressive Disorder,Women's Health,Caregivers,Disease Management,Mental Health Policy","Old age,Mental health education,Chronic diseases,General factor (Psychology),Adolescent psychiatry,Mental health services,Self-help groups,Comorbidity,Therapeutics,Quality of life,Psychiatric nursing,Substance abuse in pregnancy,Clinical trials,Preventive mental health services,Psychological consultation,Geriatric psychiatry,Psychiatrists,Interpersonal psychotherapy,Mental health,Drug monitoring,Mental health planning,Evidence-based medicine,Mental illness,Patient-centered health care,Bipolar disorder,Antipsychotic drugs,Psychotherapy,Lithium,Psychopharmacology,Bipolar disorder,Adolescence,Women,Affective disorders,Affective disorders,Cognitive therapy,Progressive patient care,Psychotic depression,Obesity in women,Caregivers,Disease management,Mental health policy",1.00,0.02,0.24,0.41,41.00
multiple sclerosis,"""discusses multiple sclerosis and its effects on people and society""--provided by publisher",multiple sclerosis,"Diseases,Multiple sclerosis,People with disabilities,Patients,Chronic diseases","Diseases,Multiple sclerosis,People with disabilities,Patients,Chronic diseases",1.00,0.20,0.39,0.46,5.00
the transformation of academic health centers : meeting the challenges of healthcare's changing landscape,"presents the direct knowledge and vision of accomplished academic leaders whose unique positions as managers of some of the most complex academic and business enterprises make them expert contributors users will find invaluable insights and leadership perspectives on healthcare, health professions education, and bio-medical and clinical research that systematically explores the evolving role of global academic health centers with an eye focused on the transformation necessary to be successful in challenging environments the book is divided into five sections moving from the broad perspective of the role of academic health centers to the role of education, training, and disruptive technologies it then addresses the discovery processes, improving funding models, and research efficiency subsequent sections address the coming changes in healthcare delivery and future perspectives, providing a complete picture of the needs of the growing and influential healthcare sector -- source other than library of congress",academic medical centers,"Health care sector,Research,Medical education,Organizational change,Academic Medical Centers,Clinical medicine,Health occupations,Health planning.,Medical technology,Medical economics,Leadership,Medical care,Health care reform,Biomedical Research,Health services administration","Primary health care,Research,Medical education,Organizational change,Academic medical centers,Clinical medicine,Health occupations students,Health planning,Medical technology,Medical economics,Leadership,Medical care,Health care reform,Biomedical engineering,Health services administration",1.00,0.07,0.43,0.48,15.00
mobile health solutions for biomedical applications,"""this book gives detailed analysis of the technology, applications and uses of mobile technologies in the healthcare sector by using case studies to highlight the successes and concerns of mobile health projects""--provided by publisher",telecommunication in medicine; mobile communication systems; wireless communication systems; cell phones; medical technology,"Mobile apps,Technology assessment,Biomedical technology,Patient monitoring,Medical informatics,Medical technology,Telemedicine,Medical care,Wireless communication systems in medical care,Medical innovations,Biomedical research,Health,Mobile communication systems in medical care,Case studies,Biomedical engineering,Health services administration","Mobile apps,Technology assessment,Biomedical engineering,Patient monitoring,Medical informatics,Medical technology,Telemeter,Medical care,Wireless communication systems in medical care,Medical innovations,Biomedical engineering,Health,Wireless communication systems in medical care,Case studies,Biomedical engineering,Health services administration",0.20,0.06,0.27,0.60,16.00
compendium for the antenatal care of high-risk pregnancies,"""high-risk pregnancies are increasing and form a significant proportion of the pregnant patient population compendium for the antenatal care of high-risk pregnancies takes a unique approach to over 140 conditions, combining 'fact files', 'care pathways', and 'information for patients' in one volume the book is designed to provide a practical and accessible individualised framework of information for doctors in busy clinical environments, and to integrate the specialist care offered to women with high-risk pregnancies for each condition, the book covers vital points on risk reduction, clinical governance, discussion with patients, and required documentation this is important in a litigious environment with high patient expectations, and demonstrates how clinical governance and risk management are interwoven in daily clinical practice the model care pathways are designed as clear, practical templates, ensuring the best care for the patient, while ensuring that visits, staff time, and resources are not wasted the information for patients section is a valuable resource for busy staff, especially as it is increasingly important that patients are informed participants in their care following current rcog and nice guidance, the book is heavily referenced and evidence-based, resulting in a reliable resource for obstetricians of all grades due to its integrated approach, the book is beneficial to midwives, and any specialists from other disciplines involved in the care of patients with high-risk pregnancies""-- publisher's website",pregnancy; pregnancy; prenatal care,"Evidence-based medicine,Perinatology.,Clinical governance,Risk management,Maternal-fetal medicine,Prenatal care,Medical personnel and patient,High-risk pregnancy,Maternal health policy,Obstetrics,Clinical pathways,Medical records,Midwifery,Patient education,etc.,manuals,Medical protocols,Medical malpractice,Maternal health services,Pregnancy complications,Medical referrals,Medical care","Evidence-based medicine,Perinatology,Medical partnership,Risk management,Anesthesia in obstetrics,Prenatal care,Medical personnel and patient,Unplanned pregnancy,Maternal health services,Obstetrics,Clinical indications,Medical records,Midwifery,Patient education,Shorts (Clothing),Technical manuals,Medical protocols,Medical malpractice,Maternal health services,Multiple pregnancy,Medical referral,Medical care",0.50,0.05,0.22,0.41,22.00
"therapy, stand-up and the gesture of writing : towards creative-relational inquiry","""therapy, stand up and the gesture of writing weaves together (and each reflects the other) an autoethnographical treatment of stories of therapy and accounts of stand-up these will be examined through a theoretical framework primarily drawn from delueze and guattari, exploring the new materialisms and affect theory the book will demonstrate how therapy and stand-up each attend to the here-and-now, flesh-to-flesh presence of bodies in rooms, the ebbs and flows of energy, how tension builds and is released: how affect - humour, sadness, anger, more - happens the book will have a strong methodological focus, exemplifying, explicating, and extending writing as a method of inquiry""-- provided by publisher",wit and humor; graphotherapy; stand-up comedy; psychodynamic psychotherapy,"Autoethnography,Body,Interpersonal relations,Gilles,Deleuze,1925-1995,Creative nonfiction,Affect (Psychology),Philosophy,Laughter,Guattari,Wit and humor in literature,Qualitative research,Human (Philosophy),1930-1992,Psychotherapy,Rhizomes (Philosophy),Authorship,Research,Modern,Postmodernism,Experimental literature,Stand-up comedy,New materialism,Félix","Plethysmography,Bodies,Interpersonal relations,Frenchman Coulee,Corvée,1925-1979,Creative nonfiction,Affect (Psychology),Philosophy,Laughter,Guarinite,Humor in literature,Qualitative research,Human body (Philosophy),1930-,Psychotherapy,Rhizoctonia,Authorship,Research,Post-modern . . .,Postmodernism,Literature, Experimental,Stand-up comedy,Materialism,Felix-Hollenberg-Preis",0.25,0.04,0.26,0.32,25.00
"younger skin starts in the gut : 4-week program to identify and eliminate your skin-aging triggers--gluten, wine, dairy, and sugar","a simple dietary approach to achieving glowing skin that s free of age spots, sagging, and wrinkles for years you have been told that the secret to radiant skin lies in moisturizers, cleansers, and sunscreen while these can help, this nutritionally-based guide provides a better solution for your skin by attacking the problem at its source in younger skin starts in the gut, dr nigma talib shows how gluten, alcohol, sugar, and dairy are triggers to an unhealthy complexion she then provides a complete healthy skin regimen that reverses the effects of aging by balancing hormones, preventing inflammation, and maintaining well-adjusted digestion the book s comprehensive 4-week program and healthy recipes provides solutions to eight different signs of aging-- source other library of congress","skin; detoxification (health); self-care, health; beauty, personal; aging","Self-care,Diet therapy,Personal,Digestion,Dairy-free diet,Detoxification (Health),Gluten-free diet,Beauty,Cookbooks,Aging,Hormones,Skin,Gastrointestinal system,Sugar-free diet,Alcohol,Holistic medicine,Nutrition,Health,Inflammation","Caring,Diet therapy,Honesty,Digestion,Milk-free diet,Detoxification (Health),Gluten-free diet,Beauty,Cookbooks,Aging,Hormones,Skin,Gastrointestinal system,Sugar-free diet,Alcohol,Holistic medicine,Nutrition,Health,Inflammation",1.00,0.37,0.85,0.57,19.00
pandemics : deadly disease outbreaks,"""as the world becomes more connected, the threat of pandemics becomes more serious, and being informed about fast-spreading illnesses is more important now than ever before this volume discusses global diseases of the past and present, how modern outbreaks are controlled and treated, and how doctors and scientists are working to prevent pandemics in the future detailed graphs, in-depth sidebars, full-color photographs, and annotated quotes from medical experts highlight important topics and encourage readers to expand their critical thinking skills as they learn about public health policy and the social impacts of infectious disease""-- provided by publisher",epidemics; epidemics; communicable diseases; communicable diseases; public health,"Pandemics,Diseases and history,Disease outbreaks,Preventive health services,Epidemiology,Social medicine,Medical policy,World health,Communicable diseases,Crisis management in public health,Health education,Public health,Epidemics,Public health administration,Disease management","Pandemics,Diseases and history,Epidemics,Preventive health services,Epidemiology,Social medicine,Medical policy,World health,Communicable diseases,Crisis management in government,Health education,Public health,Epidemics,Public health administration,Disease management",1.00,0.20,0.38,0.69,15.00
analytical similarity assessment in biosimilar product development,"""focuses on analytical similarity assessment in biosimilar product development following the fda's recommended stepwise approach for obtaining totality-of-the-evidence for approval of biosimilar products it will cover current issues, and recent development in analytical similarity assessment""-- provided by publisher",drug development,"Therapeutic Equivalency,Drug Development,Pharmaceutical Technology,United States. Food and Drug Administration,Biological Products,Drug Approval,Similarity (Pharmacy),Biologicals,Biosimilar Pharmaceuticals,Guidelines as Topic","Therapeutic equivalency,Drug development,Pharmaceutical technology,Snack food industry,Biological products,Drug approval,Incompatibles (Pharmacy),Biologicals,Pharmaceutical biotechnology,[topic]",1.00,0.10,0.30,0.47,10.00
aging and heart failure : mechanisms and management,"this book synthesizes the major research advances in molecular, biochemical, and translational aspects of aging and heart failure over the last four decades and addresses future directions in management and drug discovery it presents clinical issues and molecular mechanisms related to heart failure, including the changing demographics in the aging population with heart failure; hypertension and prevention of diastolic heart failure in the aging population; polypharmacy and adverse drug reactions in the aging population with heart failure; changes in the heart that accompany advancing age from humans to molecules; aging-associated alterations in myocardial inflammation and fibrosis; and aging-related changes in mitochondrial function and implications for heart failure therapy the book succinctly summarizes the large volume of data on these key topics and highlights novel pathways that need to be explored featuring contributions from leading clinician-scientists, aging and heart failure: mechanisms and management is an authoritative resource on the major clinical issues in heart failure therapy in the elderly for cardiologists, gerontologists, and internists-- source other than library of congress",heart failure; older people; medicine; geriatrics; internal medicine; cardiology,"Biochemical markers,Drugs,Gerontology,Diastolic heart failure,Heart failure,Molecular biology,Aging,Hypertension,Heart,Translational medical research,Fibrosis,Cardiovascular system,Polypharmacy,Internal medicine,Myocardium,Geriatric cardiology,Geriatrics,Mitochondria,Drug development,Inflammation","Biochemical markers,Drugs,Gerontology,Heart failure,Heart failure,Molecular biology,Aging,Hypertension,Heart,Proposal writing in medicine,Fibrosis,Cardiovascular system,Polypharmacy,Internal medicine,Myocardium,Geriatric cardiology,Geriatrics,Mitochondria,Drug development,Inflammation",0.50,0.15,0.41,0.59,20.00
why can't my child stop eating? : a guide to helping your child overcome emotional overeating,"examines the emotional roots of overeating in children and addresses the social, emotional, and physical problems of these children and their families -- source other than library of congress",compulsive eating; appetite disorders; emotional problems of children,"Behavior modification,Compulsive eating,Self-control in children,Family psychotherapy,Parent and child,Emotional problems of children,Parenting,Families,Obesity in children,Overweight children,Food preferences in children,Child psychology,Child rearing,Food habits,Child mental health,Emotional eating,Stress in children,Social aspects,Appetite disorders in children,Eating disorders in children","Behavior modification,Compulsive eating,Self-control in children,Family psychotherapy,Parent and child,Emotional problems of children,Parenting,Families,Obesity in children,Overweight children,Food preferences in children,Child psychology,Child rearing,Food habits,Child mental health,Compulsive eating,Stress in children,Social aspects,Vomiting in children,Eating disorders in children",0.67,0.10,0.30,0.56,20.00
"rewired : an unlikely doctor, a brave amputee, and the medical miracle that made history","""an inspirational story of hope and miracles as a small town orthopedic surgeon forever changes one woman's life after performing a first-ever procedure that resulted in what others have recognized as the world's most advanced amputee""-- provided by publisher",women amputees; women amputees; arm,"Artificial limbs,Hope,Prosthesis,Surgical transplantation,Inspiration,People with disabilities,Amputation,Orthopedic surgeons,Surgery,Medical innovations,Medical miracles,Amputees,Orthopedic surgery,Autobiographies.","Artificial limbs,Hope,Prosthesis,Transplantation,Inspiration,People with disabilities,Amputation,Orthopedics,Surgery,Medical innovations,Miracles,Amputees,Orthopedic surgery,Autobiographies",0.00,0.00,0.00,0.35,14.00
the sociocultural brain : a cultural neuroscience approach to human nature,"how is the human brain shaped by our sociocultural experiences? what neural correlates underlie the extraordinary cultural diversity of human behavior? how do our genes interact with sociocultural experiences to moderate human brain functional organization and behavior? this sociocultural brain provides a new perspective on human brain functional organization, highlighting the role of human sociocultural experience and its interaction with genes in shaping human brain and behavior drawing on cutting edge research from the burgeoning field of cultural neuroscience, it reveals the cross-cultural differences in human brain activity that underlie a multitude of cognitive and affective processes - including visual perception/attention, memory, causal attribution, inference of others>' mental states, self-reflection, and empathy in addition, it presents studies that integrate brain imaging and cultural priming to explore the causal relationship between culture and brain functional organization the book ends with a discussion of the implications of cultural neuroscience findings for understanding the nature of human brain and culture, as well as the implications for education, cross-cultural communication and conflict, and the clinical treatment of mental disorders-- source other than the library of congress",brain; social psychology; neuropsychology,"Empathy,Neuropsychology,Human behavior,Mental illness,Cognitive neuroscience,Gene-environment interaction,Social perception,Brain,Cultural neuroscience,Intercultural communication,Neuroplasticity,Cross-cultural studies,Neurosciences,Self-perception,Behavior evolution,Cultural pluralism,Nature and nurture,Cognition and culture","Empathy,Neuropsychology,Human behavior,Mental illness,Cognitive neuroscience,Genotype-environment interaction,Social perception,Brain,Cognition and culture,Intercultural communication,Neuroplasticity,Cross-cultural studies,Neurosciences,Self-perception,Behavior evolution,Cultural pluralism,Nature and nurture,Cognition and culture",0.67,0.11,0.31,0.56,18.00
science and principles of biodegradable and bioresorbable medical polymers : materials and properties,"science and principles of biodegradable and bioresorbable medical polymers: materials and properties provides a practical guide to the use of biodegradable and bioresorbable polymers for study, research, and applications within medicine fundamentals of the basic principles and science behind the use of biodegradable polymers in advanced research and in medical and pharmaceutical applications are presented, as are important new concepts and principles covering materials, properties, and computer modeling, providing the reader with useful tools that will aid their own research, product design, and development supported by practical application examples, the scope and contents of the book provide researchers with an important reference and knowledge-based educational and training aid on the basics and fundamentals of these important medical polymers-- source other than library of congress",polymers in medicine; polymers; polymers in medicine,"Biocompatible materials,Biomedical materials,Polymers,Biodegradation,Bioresorbable polymers,Biodegradable plastics,Polymer engineering,Polymer composites,Polymers in medicine,Pharmaceutical biotechnology,Medical polymers,Tissue engineering,Drug delivery systems","Biomimetic materials,Biomedical materials,Polymers,Biodegradation,Biomimetic polymers,Biodegradable plastics,Polymer engineering,Polymeric composites,Polymers in medicine,Pharmaceutical biotechnology,Polymers in medicine,Tissue engineering,Drug delivery systems",1.00,0.15,0.49,0.65,13.00
narrative medicine : the use of history and story in the healing process,"""seeks to restore the pivotal role of the patient's own story in the healing process""--provided by publisher",narrative medicine,"Medicine and the humanities,Narration (Rhetoric),Patient participation,Autobiography,Healing,Storytelling,Medical history taking,Communication in medicine,Narrative medicine,Patient-centered care,Physician and patient","Medicine and the humanities,Narration (Rhetoric),Patient participation,Autobiography,Healing,Storytelling,Medical history taking,Communication in medicine,Narrative medicine,Patient-centered health care,Physician and patient",1.00,0.09,0.30,0.52,11.00
new materials and technologies for healthcare,"""this volume summarizes recent developments in the use of new materials and technologies in healthcare the emphasis is on new approaches that incorporate bioactive materials and scaffolds with cells in the emerging technologies of tissue engineering and regenerative medicine the incorporation of nanotechnology, stem cells, and gene control of cells is included in the current research discussed"" ---p [4] of cover",biomedical materials; nanomedicine; bioactive compounds; tissue scaffolds; regenerative medicine,"Biomedical materials,Regenerative medicine,Nanotechnology,Genetic regulation,Medical technology,Biotechnology,Scaffolds (Biology),Stem cells,Biomedical engineering,Tissue engineering","Biomedical materials,Regenerative medicine,Nanotechnology,Genetic regulation,Medical technology,Biotechnology,Tissue scaffolds,Stem cells,Biomedical engineering,Tissue engineering",0.40,0.20,0.48,0.65,10.00
community perspectives on obesity prevention in children : workshop summaries,"""as the public health threat of childhood obesity has become clear, the issue has become the focus of local, state, and national initiatives many of these efforts are centered on the community environment in recognition of the role of environmental factors in individual behaviors related to food and physical activity in many communities, for example, fresh produce is not available or affordable, streets and parks are not amenable to exercise, and policies and economic choices make fast food cheaper and more convenient than healthier alternatives community efforts to combat obesity vary in scope and scale; overall, however, they remain fragmented, and little is known about their effectiveness at the local level, communities are struggling to determine which obesity prevention programs to initiate and how to evaluate their impact in this context, the institute of medicine held two workshops to inform current work on obesity prevention in children through input from individuals who are actively engaged in community and policy-based obesity prevention programs community perspectives were elicited on the challenges involved in undertaking policy and programmatic interventions aimed at preventing childhood obesity, and on approaches to program implementation and evaluation that have shown promise highlights of the workshop presentations and discussions are presented in this volume""--publisher's description",obesity in children; obesity in adolescence,"Health behavior,Health policy,Community health services,Nutrition policy,Urban health.,Public health,Obesity in children,Chronic diseases,Physical fitness for children,Food security,Pediatric obesity,Environmental health,Health education,Community-based research,Community organization,Preventive health services,Health promotion,Program evaluation,Social determinants of health,Public-private sector cooperation","Health behavior,Medical policy,Community health services,Nutrition policy,Urban health,Public health,Obesity in children,Chronic diseases,Physical fitness for children,Food security,Obesity in children,Environmental health,Health education,Community-based research,Community organization,Preventive health services,Health promotion,Twelve-step programs,Social distancing (Public health),Public-private sector cooperation",0.50,0.05,0.26,0.31,20.00
making sense of the ecg : a hands-on guide,"""interpreting an ecg correctly and working out what to do next can seem like a daunting task to the non-specialist, yet it is a skill that will be invaluable to any doctor, nurse, or paramedic when evaluating the condition of a patient making sense of the has been written specifically with this in mind, and will help the student and more experienced healthcare practitioner to identify and answer crucial questions, including: are these abnormalities significant? how to i distinguish between vt and has the patient had a myocardial infarction? how do i measure the qt interval? should i refer this patient to a cardiologist? this practical, easy-to-read and easy-to-remember guide to the ecg as a tool for diagnosis and management has been fully updated in its fourth edition to reflect the latest guidelines""-- provided by publisher",electrocardiography; heart,"Handbooks and manuals,Long QT syndrome,Electrocardiography,Myocardial infarction,Practice Guidelines as Topic,Medical personnel,Nurses,Differential,Allied health personnel,Arrhythmia,manuals,Diagnosis,etc","Handbooks, manuals, etc,Long QT syndrome,Electrocardiography,Myocardial infarction,Trial practice,Medical personnel,Nurses,Differentials,Allied health personnel,Arrhythmia,Technical manuals,Diagnosis,Messages",0.50,0.08,0.28,0.30,13.00
health care reform,"examines the debate over health care reform, includes the legislation that has shaped the issue as well as the numerous sides of each argument",health care reform,"Health insurance,Medical care,Health care reform,Medical policy,Medical,Health services accessibility,Legislation,Public opinion","Health insurance,Medical care,Health care reform,Medical policy,Medical care,Health services accessibility,Legislation,Public opinion",1.00,0.12,0.43,0.55,8.00
rea's interactive flashcards : usmle step 2 : us medical licensing examination,"the material in this book is designed to prepare medical students for the types of questions that are found on the usmle exam includes 603 questions with answers, explained in full detail",medicine; medicine; medicine,"Medical students,Medical education,United States Medical Licensing Examination,Test-taking skills,Examinations,Medicine,etc.,questions,Physicians","Medical students,Medical education,United States Medical Licensing Examination,Test-taking skills,Examinations,Medicine,Shorts (Clothing),Questions,Physicians",1.00,0.11,0.39,0.47,9.00
the mind-body mood solution : the breakthrough drug-free program for lasting relief from depression,rossman offers the first all-natural program for overcoming mild to moderate depression by healing both the mind and the body,"depression, mental; mind and body therapies","Mental,Mind and body therapies,Alternative medicine,Psychotherapy,Self-care,Holistic medicine,Mental healing,Depression,Health,Naturopathy","Emotions,Mind and body therapies,Alternative medicine,Psychotherapy,Caring,Holistic medicine,Mental healing,Depression, Mental,Health,Naturopathy",1.00,0.30,0.57,0.62,10.00
animals helping with healing,"""learn how animals can be trained to work in healthcare positions or used for therapy""-- provided by publisher",animals; animals as aids for people with disabilities; working animals,"Human-animal relationships,Service animals,Animal welfare,Animals in medicine,Animals as therapists,Medicine,Animal-assisted therapy,Animal training,Preventive,Working animals,Animals","Human-animal relationships,Working animals,Animal welfare,Alternative veterinary medicine,Animal behavior therapists,Medicine,Veterinary physical therapy,Animal training,Warnings,Working animals,Animals",0.67,0.18,0.39,0.64,11.00
"climate change, the indoor environment, and health","""the indoor environment affects occupants' health and comfort poor environmental conditions and indoor contaminants are estimated to cost the us economy tens of billions of dollars a year in exacerbation of illnesses like asthma, allergic symptoms, and subsequent lost productivity climate change has the potential to affect the indoor environment because conditions inside buildings are influenced by conditions outside them climate change, the indoor environment, and health addresses the impacts that climate change may have on the indoor environment and the resulting health effects it finds that steps taken to mitigate climate change may cause or exacerbate harmful indoor environmental conditions the book discusses the role the environmental protection agency (epa) should take in informing the public, health professionals, and those in the building industry about potential risks and what can be done to address them the study also recommends that building codes account for climate change projections; that federal agencies join to develop or refine protocols and testing standards for evaluating emissions from materials, furnishings, and appliances used in buildings; and that building weatherization efforts include consideration of health effects climate change, the indoor environment, and health is written primarily for the epa and other federal agencies, organizations, and researchers with interests in public health; the environment; building design, construction, and operation; and climate issues""--publisher's description",environmentally induced diseases; climatic changes; indoor air pollution; air quality management,"Construction industry,Dwellings,Buildings,Indoor air pollution,Environmental engineering,Architecture and climate,Climate change mitigation,United States. Environmental Protection Agency,Environmental health,Environmental policy,Indoor air quality,Public health,Climatic changes,Climate change,Sick building syndrome","Construction industry,Dwellings,Buildings,Indoor air pollution,Environmental engineering,Architecture and climate,Climate change mitigation,Environmental agencies,Environmental health,Environmental policy,Indoor air quality,Public health,Climatic changes,Global warming,Sick building syndrome",0.50,0.13,0.40,0.56,15.00
measuring the economic value of research : the case of food safety,"""the scientific advances that underpin economic growth and human health would not be possible without research investments yet demonstrating the impact of research programs is a challenge, especially in areas that span disciplines, industrial sectors, and encompass both public and private sector activity all areas of research are under pressure to demonstrate benefits from federal funding of research this exciting and innovative study demonstrates new methods and tools to trace the impact of federal research funding on the structure of research, and the subsequent economic activities of funded researchers the case study is food safety research, which is critical to avoiding outbreaks of disease the authors make use of an extraordinary new data infrastructure and apply new techniques in text analysis focusing on the impact of us federal food safety research, this book develops vital data-intensive methodologies that have a real world application to many other scientific fields""-- provided by publisher",food; research; technology and state; endowment of research,"Research,Food safety,Text mining,Data mining,Public health,Interdisciplinary research,Federal aid to research,Economic development,Epidemics","Research,Food security,Text data mining,Data mining,Public health,Interdisciplinary research,Federal aid to research,Economic development,Epidemics",0.25,0.11,0.50,0.47,9.00
chronic fatigue syndrome,"discusses the causes, effects, and treatments for chronic fatigue syndrome",chronic fatigue syndrome,"Quality of life,Fatigue,Myalgic encephalomyelitis,Treatment outcome,Chronic fatigue syndrome,Syndromes,Etiology,Chronic diseases,Immunologic diseases,Therapeutics","Quality of life,Fatigue,Myalgic encephalomyelitis,Refusal to treat,Chronic fatigue syndrome,Syndromes,Etiology,Chronic diseases,Immunologic diseases,Therapeutics",1.00,0.10,0.63,0.42,10.00
