title,abstract,true_labels,predicted_labels,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
organic methods for vegetable gardening in florida,a practical how-to guide for personal and local organic farming,organic gardening; vegetable gardening,vegetables; organic agriculture; sustainable agriculture; horticulture; garden crops; fruit trees; fruits; vegetables; organic fertilizers; composting; manures; soil conservation; integrated pest management; pesticides; crop rotation; greenhouses; greenhouse plants; hydroponics; permaculture; biodynamics; natural history; botany; plant breeding; plant propagation; seeds; seed industry and trade; farm life; farmers' markets; food supply; home economics; cooking (natural foods); nutrition;,"Vegetables,Organic farming,Sustainable agriculture,Horticulture,New crops,Fruit trees,Fruit,Vegetables,Organic fertilizers,Compost,Manures,Soil conservation,Pest control,Pesticides,Crop rotation,Greenhouses,Greenhouse plants,Hydroponics,Permaculture,Biothermodynamics,Natural history,Botany,Plant breeding,Plant propagation,Seeds,Seed industry and trade,Farm life,Farmers' markets,Food supply,Home economics,Cooking (Natural foods),Nutrition,Change",0.00,0.00,0.00,0.44,32.00
turkey hunting,"""engaging images accompany information about turkey hunting the combination of high-interest subject matter and narrative text is intended for students in grades 3 through 7""-- provided by publisher",turkey hunting,"wild turkeys; hunting; wildlife conservation; outdoor recreation; nature study; environmental education; science projects; animals; birds; game birds; fowl culture; animal behavior; human-animal relationships; children's stories, american; picture books for children; reading comprehension; english language -- vocabulary; english language -- composition; science; natural history; biology; zoology; ecology; environment; conservation of natural resources; sustainable living; life skills; social values; character development; decision making; problem solving","Wild turkey,Hunting,Wildlife conservation,Outdoor recreation,Nature study,Environmental education,Science projects,Animals,Birds,Game and game-birds,Fowling,Animal behavior,Human-animal relationships,Children's stories, American,Picture books for children,Reading comprehension,Vocabulary,English composition test,Science,Natural history,Biology,Zoology,Ecology,Environmental management,Conservation of natural resources,Sustainable living,Life skills,Social values,Character tests,Decision making,Problem solving",0.00,0.00,0.00,0.25,32.00
alaskan malamutes,"""relevant images match informative text in this introduction to alaskan malamutes intended for students in kindergarten through third grade""-- provided by publisher",alaskan malamute; dog breeds,alaskan malamute; dogs; breeds; dog behavior; working dogs; sled dogs; hunting dogs; herding dogs; pets; human-animal relationships; animal behavior; animals; children's questions and answers; question-and-answer method in education; reading comprehension; english language -- vocabulary; word recognition; reading; reading comprehension; english language; vocabulary building; reading promotion; educational games; educational games; educational games; educational games; educational games; educational games; educational games; educational games;,"Alaskan Malamute,Dogs,Animal breeds,Dog walking,Working dogs,Sled dogs,Hunting dogs,Herding dogs,Pets,Human-animal relationships,Animal behavior,Animals,Children's questions and answers,Principles of Learning and Teaching Test,Reading comprehension,Vocabulary,Word recognition,Reading,Reading comprehension,English language,Vocabulary,Reading promotion,Educational games,Educational games,Educational games,Educational games,Educational games,Educational games,Educational games,Educational games,Change",0.50,0.05,0.63,0.37,22.00
exotic small mammal care and husbandry,"""exotic small mammal care and husbandry is a practical reference for assessing, handling, and treating small exotic animals in the veterinary clinic covering common species such as mice, hamsters, rabbits, and ferrets, the book focuses on nursing care, giving veterinary staff the information they need to work with these less-common patients with information on basic anatomy, preventative care, and common diseases, exotic small mammal care and husbandry provides a thorough grounding in the fundamentals of caring for small exotic mammals and communicating with owners""--provided by publisher",exotic animals; pets,rodents; lagomorphs; carnivores; animal behavior; animal health; veterinarians; zoology; laboratory animals; pets; pet sitting; pet grooming; animal shelters; wildlife rehabilitation; zoo medicine; wild animals; exotic animals; animal welfare; human-animal relationships; animal-human relations; animal rights; animal cruelty; animal abuse; animal protection; humane education; humane treatment of animals; animal behavior modification; animal training; animal psychology; animal cognition; animal intelligence; animal learning; animal,"Rodents,Lagomorpha,Carnivora,Animal behavior,Animal health,Veterinarians,Zoology,Laboratory animals,Pets,Pet sitting,Pet grooming salons,Animal shelters,Wildlife rehabilitation,Zoophilia,Wild animals as pets,Exotic animals,Animal welfare,Human-animal relationships,Human-animal relationships,Animal rights,Cruelty,Animal rights,Animal rights,Humane education,Care of sick animals,Animal behavior,Animal training,Animal psychology,Cognition in animals,Animal intelligence,Learning in animals,Animal pounds",1.00,0.07,0.29,0.57,28.00
gardening with free-range chickens for dummies,"provides guidance and step-by-step instructions for designing and implementing a host of different chicken-friendly garden plans, offers an overview of caring for a flock, and discusses the anatomy of a coop -- source other than library of congress",chickens; chickens; gardening to attract birds,poultry; gardens; backyard livestock; organic farming; sustainable agriculture; permaculture; animal welfare; animals in popular culture; hens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens; chickens;,"Poultry,Gardens,Livestock projects,Organic farming,Sustainable agriculture,Permaculture,Animal welfare,Animal culture,Hens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Chickens,Change",0.50,0.09,0.30,0.49,11.00
"the drought-defying california garden : 230 native plants for a lush, low-water landscape","in recent years california has been facing extreme drought, and in 2015 they passed state-wide water restrictions that affect home owners unfortunately the drought is only going to get worse, and gardeners who aren't willing to abandon their beloved pastime entirely are going to have to learn how to garden with the absolute minimum of water the drought-defying california garden offers gardeners in the golden state everything they need to get started on a new type of garden they highlight the best 230 plants to grow, share advice on how to get them established, and offer tips on how to maintain them with the minimum amount of water all of the plants are native to california--making them uniquely adept at managing the harsh climate--and include perennials, annuals, shrubs, trees, and succulents -- publisher's description",drought-tolerant plants; xeriscaping,"gardens; gardening; xeriscaping; landscaping; sustainable living; conservation of natural resources; drought management; plant selection; horticulture; ornamental plants; plants, edible; plants, medicinal; plants, useful; plants, wild; plants, cultivated; plants, exotic; plants, ornamental; plants, poisonous; plants, toxic; plants, flowering; plants, evergreen; plants, deciduous; plants, woody; plants, aquatic; plants, desert; plants, al","Gardens,Gardening,Xeriscaping,Natural landscaping,Sustainable living,Conservation of natural resources,Drought management,Plant selection,Horticulture,Plants, Ornamental,Plants, Edible,Medicinal plants,Plants, Useful,Wild plants, Edible,Plants, Cultivated,Exotic plants,Plants, Ornamental,Poisonous plants,Dangerous plants,Plants, Flowering of,Evergreens,Foliage plants,Woody plants,Aquatic plants,Desert plants,Aluminum plants",0.50,0.04,0.29,0.40,26.00
roughy on the rise : the story of new zealand's most controversial fishery,"""the story of orange roughy is one of cowboys, characters and conservation roughy on the rise charts the discovery of this mysterious deepwater fish, wild stories of early overfishing, the depiction by environmental ngos as the epitome of unsustainable fishing, roughy's key role in the development of our seafood industry, and roughy's recovery and recent certification tim pankhurst records the excesses of the roughy gold rush in its early years in remarkably candid and colourful interviews with skippers and crews, observers, politicians and scientists this is a story of loss - and of redemption - and of the men and women who shaped the world's largest orange roughy fishery""--back cover",orange roughy fisheries; orange roughy; orange roughy; orange roughy; fisheries; fisheries,orange roughy fisheries; sustainable aquaculture; marine resources conservation; commercial fishes; fishermen; fisheries management; oceanography; seafood industry; industrial fisheries; natural history; ecology; biodiversity; ecotourism; tourism; travel; adventure games; nature television programs; documentary films; wildlife rescue; animal welfare; animals; human-animal relationships; zoology; biology; science; technology; environment; sustainability; resource depletion; pollution; global warming; climate change; climatic changes; greenhouse,"Orange roughy fisheries,Sustainable aquaculture,Marine resources conservation,Cleaner fishes,Archer fishes,Fishery management,Oceanography,Seafood industry,Fishery processing industries,Natural history,Ecology,Biodiversity,Ecotourism,Tourism,Travel,Adventure games,Nature television programs,Documentary films,Wildlife rescue,Animal welfare,Animals,Human-animal relationships,Zoology,Biology,Science,Technology,Environmental management,Sustainability,Resource curse,Pollution,Global warming,Global warming,Climatic changes,Greenhouses",0.33,0.03,0.26,0.41,33.00
"keeping chickens with ashley english : all you need to know to care for a happy, healthy flock","this perfect beginner's guide to raising chickens, with information on choosing a breed, acquiring the chicks, and housing, feeding, and caring for them, provides the lowdown on eggs, including ""egg""celent recipes, and profiles of people who have taken on the chicken-rearing challenge includes two projects with exploded woodworking illustrations and photos: a simple nesting box and a wildly creative mobile chicken tractor",chickens; poultry farms,poultry; backyard livestock; chickens in agriculture; egg production; animal behavior; animals; farm life; country life; sustainable living; organic farming; permaculture; gardening; cooking (eggs); cooking (poultry) ; hens; roosters; ducks; geese; turkeys; quails; guineafowl; pheasants; partridges; grouse; peacocks; emus; ostriches; rhea; caponizing; flocks,"Poultry,Livestock projects,Poultry as food,Egg processing,Animal behavior,Animals,Farm life,Country life,Sustainable living,Organic farming,Permaculture,Gardening,Cooking (Eggs),Cooking (Poultry),Hens,Roosters,Ducks,Geese,Turkeys,Quails,Guineafowl,Pheasants,Partridges,Grouse,Peacock feathers,Emus,Ostriches,Lesser rhea,Capping,Flock",0.00,0.00,0.00,0.50,30.00
the rescue of belle and sundance : one town's incredible race to save two abandoned horses,"in december 2008, two abandoned horses were spotted by snowmobilers high in the canadian rockies starving and frostbitten, the animals trampled the deep snow into a narrow white prison a village of volunteers began a near-impossible rescue mission-- and create an inspiring tale-- source other than library of congress",horses; animal rescue; human-animal relationships,horse rescues; horse rescues; animal welfare; human-animal relationships; humans and nature; wild horses; horses; horses; search and rescue operations; survival; wilderness survival; natural disasters; avalanches; blizzards; winter storms; cold weather; emergency management; disaster relief; community life; volunteer workers in social service; group identity; friendship; teamwork; leadership; heroes; self-reliant people; outdoor recreation; adventure stories; children's stories; juvenile fiction; picture books,"Walking horses,Walking horses,Animal welfare,Human-animal relationships,Nature,Wild horses,Horses,Horses,Search and rescue operations,Survival,Wilderness survival,Natural disasters,Avalanches,Blizzards,Winter storms,Cold weather conditions,Emergency management,Disaster relief,Community life,Volunteer workers in social service,Group identity,Friendship,Teamwork,Leadership,Heroes,Self-reliant living,Outdoor recreation,Adventure stories,Children's stories,Juvenile fiction,Picture books",0.67,0.07,0.27,0.41,29.00
"remembering nine years of achievement : the civilian conservation corps in utah, 1933-1942","in 1932, unemployment in utah was about 34 percent nearly every state west of the mississippi river was struggling not only with unemployment but also with drought, erosion, and overgrazing to solve these serious difficulties, president franklin d roosevelt launched what would become arguably the most popular of his new deal programs, the civilian conservation corps (ccc) from 1933 to 1942, the ccc employed three million young men on land-improvement projects that are still used today in this book, kenneth baldridge chronicles the work of the 10,000 men who served at utah's 116 ccc camps with facts and anecdotes drawn from camp newspapers, government files, interviews, letters written by enrollees, and other sources, he situates the ccc within the political climate and details not only the projects but also the day-to-day aspects of camp life for thirty dollars a month, of which twenty-five was sent home to their folks, these young recruits planted trees; built roads, bridges, dams, and trails; fought fires; battled pests and noxious weeds; and erected cabins, campgrounds, amphitheaters, and reservoirs, and more today the ccc is credited with creating greater public awareness and appreciation of the outdoors it has also served as a model for the student conservation corps and other youth programs this volume documents the public good created by the ccc, provides an extensive bibliography, and is illustrated with numerous historic and modern photos--provided by publisher",labor camps; public works,"civilian conservation corps (u s); national parks and reserves; natural resources; environmental protection; forestry; recreation areas; forest management; wildlife management; game, wild; fish culture; water-supply engineering; soil conservation; rural development; employment agencies; job creation; economic policy; depression, 1929-1939; great depression; world war ii, 1939-1945; world war, 1939-1945; world war, 1939-1945;","Conservation Operations Program,National parks and reserves,Natural resources,Environmental protection,Forestry,Recreation areas,Forest management,Wildlife management,Don't Look Back (Game),Fish culture,Water-supply engineering,Soil conservation,Rural development,Employment agencies,Job creation,Economic policy,1931-1939,Intervention, 1968,World War, 1939-1945,World War, 1939-1945,World War, 1939-1945,Change",0.00,0.00,0.00,0.24,22.00
oranges,"introduces the orange, from the time it begins to grow from a seed until it is sold in a farmer's market",oranges; oranges,"oranges; citrus fruits; fruit trees; agriculture; gardening; nutrition; cooking (oranges); food habits; children's questions and answers, american english; science projects; science fair projects; horticulture; botany; plant ecology; plants; nature study; environmental education; conservation of natural resources; sustainable living; life cycles (biology); seasons; weather; ecosystems; animals; insects; beneficial insects; beneficial insects; beneficial insects; beneficial insects; beneficial insects; beneficial insects; beneficial insects;","Oranges,Citrus fruits,Fruit trees,Agriculture,Gardening,Nutrition,Cooking (Oranges),Food habits,Children's questions and answers,Science projects,Science projects,Horticulture,Botany,Plant ecology,Plants,Nature study,Environmental education,Conservation of natural resources,Sustainable living,Life cycles (Biology),Seasons,Weather,Ecosystem management,Animals,Insects,Beneficial insects,Beneficial insects,Beneficial insects,Beneficial insects,Beneficial insects,Beneficial insects,Beneficial insects,Change",1.00,0.04,0.28,0.27,26.00
farmers,"this book shows readers how farmers help their communities, using familiar examples of the food they provide-- source other than library of congress",farmers; agriculture; community life,agriculture; farm life; farming; farms; agricultural laborers; children's questions and answers; questionnaires; surveys; interviews; pictorial works; illustrated books for children and youth; picture books for children; early childhood education; science projects; science projects; science in preschool education; science in kindergarten; science in elementary education; science in middle school education; science in high school education; science in higher education; science in mass media; science in popular culture; science; natural history; nature;,"Agriculture,Farm life,Dry farming,Farms,Agricultural laborers,Children's questions and answers,Questionnaires,Surveys,Interviews,Pictorial works,Illustrated children's books,Picture books for children,Early childhood education,Science projects,Science projects,Study and teaching (Preschool),Analogy in science education,Study and teaching (Elementary),Analogy in science education,Next Generation Science Standards (Education),Next Generation Science Standards (Education),Science in mass media,Science in popular culture,Science,Natural history,Nature,Change",0.33,0.04,0.24,0.36,24.00
wild product governance : finding policies that work for non-timber forest products,"""products from the wild, also known as non-timber forest products (ntfps), are used as medicines, foods, spices, and a multitude of other purposes they contribute substantially to rural livelihoods, generate revenue for companies and governments, and have a range of impacts on biodiversity conservation however, there is little information available for those seeking to develop effective policy frameworks and regulation this book addresses that shortage with information and recommendations on the drafting, content and implementation of ntfp policies, and the broader issues of governance associated with these products it reviews the diverse elements that combine to create laws and policies that promote sustainable and equitable management, trade and use of species drawing on a wealth of unique case studies from around the world, this volume examines experiences with ntfp regulation, including its sometimes unintended consequences it looks at economic factors, the interface between traditional and western knowledge and legal systems, and relationships between ntfp regulation, land tenure and resource rights, as well as power and equity imbalances the volume includes a review of available literature and resources, plus an annotated bibliography linked to the people and plants international website""--publisher's description",non-timber forest products; non-timber forest resources,natural resources; forests and forestry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest products industry; forest,"Natural resources,Forests and forestry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Forest products industry,Double Forest",0.00,0.00,0.00,0.61,4.00
miniature pinschers,"""introduces the pros and cons of owning a miniature pinscher special consideration is given to the dog's size""-- provided by publisher",miniature pinscher,miniature pinscher; dogs; pets; children and animals; animal behavior; pet ownership; veterinary medicine; veterinarians; human-animal relationships; dogs; miniature pinscher; puppies; breeds; training of; care and feeding; health; grooming; toys and amusements; safety appliances; first aid in emergencies; emergency medical services; life-saving; rescue work; lost persons; missing person cases; search and rescue operations; disaster relief; natural disasters; fire extinction; fires; smoke detectors;,"Miniature pinscher,Dogs,Pets,Children and animals,Animal behavior,Pet owners,Veterinary medicine,Veterinarians,Human-animal relationships,Dogs,Miniature pinscher,Puppies,Animal breeds,Training of,Feeding and feeds,Health,Grooming,Amusements,Safety appliances,Assistance in emergencies,Emergency medical services,Lifesaving,Rescue work,Missing persons,Missing persons,Search and rescue operations,Disaster relief,Natural disasters,Fire extinction,Fires,Fire detectors,Change",1.00,0.03,0.22,0.19,29.00
"the ground beneath us : from the oldest cities to the last wilderness, what dirt tells us about who we are","""when a teaspoon of soil contains millions of species, and when we pave over the earth on a daily basis, what does that mean for our future? what is the risk to our food supply, the planet's wildlife, the soil on which every life-form depends? who much undeveloped, untrodden ground do we even have left? paul bogard set out to answer these questions in the ground beneath us, and what he discovered is astounding from new york (where more than 118,000,000 tons of human development rest on top of manhattan island) to mexico city (which sinks inches each year into the aztec ruins beneath it), bogard shows us the weight of our cities' footprints and as we see hallowed ground coughing up bullets at a civil war battlefield; long-hidden remains emerging from below the sites of concentration camps; the dangerous, alluring power of fracking; the fragility of the giant redwoods, our planet's oldest living things; the surprises hidden under a major league ballpark's grass; and the sublime beauty of our few remaining wildest places, one truth becomes blazingly clear-- the ground is the easiest resource to forget, and the last we should bogard's the ground beneath us is deeply transporting reading that introduces farmers, geologists, ecologists, cartographers, and others in a quest to understand the importance of something too many of us take for granted-- dirt from growth and to death and loss, and from the subsurface technologies that run our cities to the dwindling number of idyllic edens that remain, this is the fascinating story of the ground beneath our feet-- dust jacket",soil science; soil and civilization; earth sciences; underground ecology,"soils; land use; environmental degradation; sustainable agriculture; urban ecology (biology); natural history; nature conservation; landscape changes; soil science; sustainability; civilization, modern; civilization, ancient; civilizations, primitive; culture conflict; cultural property; archeological surveying; subterranean structures; underground construction; excavation (archaeology); archaeology; historic buildings; architecture, domestic; architecture, industrial; architecture, monumental; architecture, medieval; architecture, gothic; architecture, baroque;","Soils,Land use,Environmental degradation,Sustainable agriculture,Urban ecology (Biology),Natural history,Nature conservation,Landscape changes,Soil science,Sustainability,Civilization, Modern,Civilization, Ancient,Comparative civilization,Culture conflict,Cultural property,Archaeological surveying,Cave architecture,Underground construction,Excavations (Archaeology),Archaeology,Historic buildings,Architecture, Domestic,Architecture, Industrial,Architecture and history,Architecture, Medieval,Architecture, Gothic,Architecture, Baroque,Change",0.25,0.03,0.24,0.40,30.00
outstanding american gardens : a celebration : 25 years of the garden conservancy,"the garden conservancy is celebrating their 25th anniversary with this beautifully illustrated book that documents a selection of the outstanding public and private gardens they have worked with since their founding in 1989 the book showcases eight gardens the conservancy has helped preserve and 43 of the more than 3,000 private gardens across the country that have been opened to the public through its open days program the private gardens cover a wide variety of regions, habitats, designs and plants, from early spring through autumn featured private gardens include panayoti kelaidis's rock garden in denver, colorado; deborah whigham and gary ratway's collection of native and mediterranean plants and earth walls in albion, california; and james david's imaginative mix of heat-tolerant plants, rills and pools in austin, texas",gardens; botanical gardens; arboretums,"landscape gardening; gardens; conservation of natural resources; nature reserves; botanic gardens; botanical gardens; horticulture; plant ecology; plant populations; rare plants; endangered species; threatened ecosystems; environmental protection; sustainable living; sustainability; green infrastructure; urban planning; land use, rural; agriculture; agricultural industries; organic farming; permaculture; biodiversity; wildlife management; habitat preservation; ecological restoration; invasive organisms; non-native species; invasive animals; invasive insects; invasive plants; invasive fungi;","Landscape gardening,Gardens,Conservation of natural resources,Ecological reserves,Botanical gardens,Botanical gardens,Horticulture,Plant ecology,Plant populations,Rare plants,Endangered species,Endangered ecosystems,Environmental protection,Sustainable living,Sustainability,Sustainability,City planning,Land use, Rural,Agriculture,Agricultural industries,Organic farming,Permaculture,Biodiversity,Wildlife management,Habitat conservation,Restoration ecology,Introduced organisms,Endangered species,Animal species,Introduced insects,Invasive plants,Endangered fungi,Change",0.67,0.06,0.26,0.41,31.00
baby dogs,"""developed by literacy experts for students in kindergarten through grade three, this book introduces baby dogs to young readers through leveled text and related photos""-- provided by publisher",puppies; dogs; animals,"puppies; dog breeds; dogs; children's questions and answers; vocabulary building; reading comprehension; english language; picture books for children; board books for children; early childhood education; educational games; word recognition (reading); phonics; alphabet; sight method (education) ; learning, psychology of; child development; cognitive ability; intelligence tests; gifted children; preschool children; elementary school teaching; curriculum planning; classroom management; teacher-student relationships; parent-teacher relationships; home schooling; homeschooling","Puppies,Dog breeds,Dogs,Children's questions and answers,Vocabulary,Reading comprehension,English language,Picture books for children,Board books,Early childhood education,Educational games,Word recognition,Astrionics,Alphabet,Observation (Educational method),Learning, Psychology of,Child development,Learning ability,Intelligence tests,Gifted children,Preschool children,Elementary school teaching,Curriculum planning,Classroom management,Teacher-student relationships,Parent-teacher relationships,Home schooling,Home schooling",0.67,0.07,0.29,0.31,28.00
caring for your parakeet,"""developed by literacy experts for students in grades two through five, this title provides readers with basic information for taking care of parakeets""--provided by publisher",budgerigar,budgerigar; pet birds; bird keeping; pets; animals as pets; children's questions and answers; question-and-answer periods; animal behavior; veterinary medicine; zoology; biology; science projects; handicrafts; arts and crafts; drawing; painting; coloring books; color perception; colors; human-animal relationships; child rearing; parent and child; family life education; domestic relations; families; social interaction; friendship; interpersonal communication; language arts (elementary); reading comprehension;,"Budgerigar,Bird dogs,Bird control,Pets,Wild animals as pets,Children's questions and answers,Class periods,Animal behavior,Veterinary medicine,Zoology,Biology,Science projects,Handicraft,Arts and crafts movement,Drawing,Painting,Coloring books,Color vision,Colors,Human-animal relationships,Child rearing,Parent and child,Family life education,Domestic relations,Families,Social interaction,Friendship,Interpersonal communication,Language arts (Elementary),Reading comprehension,Change",1.00,0.03,0.63,0.18,31.00
compost,this fun and informative guide shows how to make the best compost using ingredients that are easily found around the house--from publisher description,compost,"composting; gardening; recycling (waste, etc); waste products as fertilizer; organic farming; sustainable agriculture; soil conservation; garden ecology; gardens; greenhouses; greenhouse management; horticulture; plants; plant breeding; plant propagation; vegetables in cooking; fruits in cooking; food crops; vegetable gardening; fruit culture; kitchen gardens; home economics; household employees; children's parties; party decorations; entertaining; cooking; cookbooks; vegetarian diet; veganism; nutrition; health education;","Compost,Gardening,Recycling (Waste, etc.),Waste products as fertilizer,Organic farming,Sustainable agriculture,Soil conservation,Garden ecology,Gardens,Greenhouses,Greenhouse management,Horticulture,Plants,Plant breeding,Plant propagation,Cooking (Vegetables),Cooking (Fruit),Food crops,Vegetable gardening,Fruit-culture,Kitchen gardens,Home economics,Household employees,Children's parties,Party decorations,Entertaining,Cooking,Cookbooks,Vegetarian foods,Veganism,Nutrition,Health education,Change",1.00,0.03,0.21,0.30,34.00
seizures in dogs and cats [electronic resource],"""offers a comprehensive, clinically oriented reference for treating canine and feline seizure patients""--provided by publisher",veterinary neurology; dogs; cats,epilepsy; veterinary neurology; animal diseases; animals; pets; pet owners; dog ownership; cat ownership; veterinarians; veterinary medicine; veterinary surgery; veterinary internal medicine; veterinary critical care medicine; veterinary cardiology; veterinary dermatology; veterinary endocrinology; veterinary gastroenterology; veterinary nephrology; veterinary oncology; veterinary ophthalmology; veterinary orthopedic surgery; veterinary otolaryngology; veterinary pathology; veterinary pharmacology; veterinary radiology; veterinary rheumatology,"Epilepsy,Veterinary neurology,Animal diseases,Animals,Pets,Pet owners,Dog owners,Cat owners,Veterinarians,Veterinary medicine,Veterinary surgery,Veterinary internal medicine,Veterinary critical care,Veterinary cardiology,Veterinary dermatology,Veterinary endocrinology,Veterinary gastroenterology,Veterinary nephrology,Veterinary oncology,Veterinary ophthalmology,Veterinary surgery,Otolaryngology,Veterinary pathology,Veterinary pharmacology,Veterinary radiology,Veterinary rheumatology",0.33,0.04,0.22,0.63,25.00
"global plan of action for the conservation, sustainable use and development of forest genetic resources","""forest genetic resources (fgr) are the heritable materials maintained within and among tree and other woody plant species that are of actual or potential economic, environmental, scientific or societal value they are crucial to the adaptation and protection of our ecosystems, landscapes and production systems, yet are subject to increasing pressures and unsustainable use at its 11th session in june 2007, the commission on genetic resources for food and agriculture emphasized the urgent need to conserve and sustainably use fgr, and included a report on the state of the world's forest genetic resources in its multi-year programme of work on the basis of the information and knowledge compiled by fao for the state of [the] world's forest genetic resources, the commission developed the global plan of action for the conservation, sustainable use and development of forest genetic resources, adopted by the fao conference at its 38th session in june 2013 this global plan of action identifies 27 strategic priorities grouped into 4 areas: 1) improving the availability of, and access to, information on fgr; 2) conservation of fgr (in situ and ex situ); 3) sustainable use, development and management of fgr; 4) policies, institutions and capacity-building""--foreword, page [1]","forest germplasm resources conservation; germplasm resources, plant","forests and forestry; trees; genetics; biodiversity conservation; sustainable development; natural resource management; land use, urban; population growth; human settlements; cities and towns; rural-urban migration; social change; demography; demographic surveys; population dynamics; population forecasting; population policy; population studies; family size; fertility rates; birth rate; mortality; life expectancy; aging; population distribution; population density; population geography; spatial analysis (statistics); geographic information systems; remote sensing; biogeology;","Forests and forestry,Trees,Genetics,Biodiversity conservation,Sustainable development,Adaptive natural resource management,Land use, Urban,Population forecasting,Human settlements,Cities and towns,Rural-urban migration,Social change,Demography,Demographic surveys,Stable population model,Population forecasting,Population policy,Population research,Family size,Fertility,Age differences,Mortality,Life expectancy,Aging,Population,Population density,Population geography,Spatial analysis (Statistics),Geographic information systems,Remote sensing,Biogeography,Change",0.00,0.00,0.00,0.25,32.00
if you were a cat,"""describes the features, life, and habits of cats in contrast to human life""-- provided by publisher",cats; cats,"cats; kittens; felines; domestic animals; pets; children's poetry, american; picture books for children; board books for children; cloth over boards (binding); color illustrations; large type books; rhyme; vocabulary building; reading comprehension; language arts (elementary) -- activities; english language -- vocabulary; english language -- composition; word recognition; phonics; reading readiness; early childhood education; kindergarten; grade 1; grade 2; grade 3; grade 4; grade","Cats,Kittens,Blind cats,Domestic animals,Pets,Children's poetry, American,Picture books for children,Board books,Cloth bindings (Bookbinding),Illustrations,Large type books,Rhyme,Vocabulary,Reading comprehension,Language arts (Elementary),Vocabulary,English composition test,Word recognition,Astrionics,Reading readiness,Early childhood education,Kindergarten,Months,Early,Months,Months,Grades",1.00,0.04,0.26,0.32,25.00
the biography of tobacco,"examines tobacco, its first users, how it goes from leaf to cigarette, and the effects of tobacco on health",tobacco; tobacco industry,"tobacco; tobacco industry; smoking; cigarettes; nicotine addiction; tobacco use disorders; tobacco products; tobacco control; public health; epidemiology; medicine, preventive; health promotion; drug abuse; substance abuse; drugs; addictive behavior; consumer education; consumers' associations; youth; teenagers; children's writings; writing contests; essays; creative activities and seat work; reading comprehension; english language; curricula; schools; teachers; school environment; classroom management; educational tests and measurements; standardized tests; academic","Tobacco,Tobacco industry,Smoking,Cigarettes,Nicotine addiction,Effect of tobacco on,Tobacco products,Tobacco use,Public health,Epidemiology,Medicine, Preventive,Health promotion,Drug abuse,Substance abuse,Drugs,Drug addiction,Consumer education,Consumers' preferences,Youth,Teenagers,Children's writings,Book contests,Essays,Creative activities and seat work,Reading comprehension,English language,Curricula,Schools,Teachers,School environment,Classroom management,Educational tests and measurements,High School Proficiency Test,Degrees, Academic",1.00,0.06,0.40,0.38,36.00
