title,abstract,true_labels,predicted_labels,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
kelly's dimensions of professional nursing,"""the classic issues and trends textbook that lays the groundwork for a career in nursing updated to reflect the changing job market kelly's dimensions of professional nursing, 10e covers all non-clinical nursing topics that students need to know the text effectively covers the history of nursing, scope of practice, role of the profession in the overall health care delivery system, and other educational, ethical, and legal issues in addition, this book covers the transition from student to practicing nurse, with material on the various nursing associations, what they do, and how they can help a nurse's career features key concepts, critical issues, controversial points and other features highlight important information provides thorough, up-to-date coverage of licensure requirements, professional ethics, and legal issues important to nurses ethical case studies provide real-life examples to nursing students the author served two terms as president of the american nurses association content that reflects this ever-changing field: care of the sick: a historical overview; the influence of florence nightingale; the evolution of the trained nurse, 1873-1903; the emergence of the modern nurse, after 1904; major studies of the nursing profession; the impact of social and scientific changes; health care delivery: where?; health care delivery: who?; nursing as a profession; professional ethics and the nurse; profile of the modern nurse; major issues and trends in nursing education; programs in nursing education; nursing research status: status, problems, issues; opportunities in modern nursing; chapter 16 leadership for an era of change; an introduction to the law; the legislative process; major legislation affecting nursing; licensure and health personnel credentialing; nursing practice and the law; health care and the rights of people; organizational procedures and issues; national student nurses' association; american nurses association; the tri-council for nursing; other nursing and related organizations in the united states; major international organizations; making choices: job selection; career management""--provided by publisher",nursing; nursing,nursing; nursing; nursing; nursing schools; nursing schools; nursing schools; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation; medical laws and legislation;,"Nursing,Nursing,Nursing,Nursing schools,Nursing schools,Nursing schools,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Medical laws and legislation,Change",1.00,0.25,0.50,0.55,4.00
diet 101 : the truth about low carb diets,examines what science can tell us about the strengths and weaknesses of the controversial diet that controls blood sugar and the facts you need to customize your diet for lifelong success-- source other than library of congress,low-carbohydrate diet; carbohydrates in human nutrition; reducing diets,"reducing diets; carbohydrate restriction in human nutrition; weight loss; obesity; diabetes mellitus, type 2; glycemic index; food habits; eating disorders; health behavior; lifestyle; self-care, health; exercise; physical fitness; body mass index; medical policy; public health administration; preventive medicine; chronic diseases; disease management; health promotion; quality of life; wellness; healthy living; nutrition; nutritional physiology; metabolism; insulin resistance syndrome; metabolic syndrome X; glucose tolerance tests; fasting;","Reducing diets,Carbohydrates in human nutrition,Weight loss,Obesity,Type 2 diabetes,Glycemic index,Food habits,Eating disorders,Health behavior,Lifestyles,Self-care, Health,Exercise,Physical fitness,Body mass index,Medical policy,Public health administration,Medicine, Preventive,Chronic diseases,Disease management,Health promotion,Quality of life,One health,Quality of life,Nutrition,Nutrition,Metabolism,Insulin resistance,Metabolic syndrome,Glucose tolerance tests,Fasting,Change",0.33,0.03,0.26,0.37,33.00
circuit riders for mental health : the hogg foundation in twentieth-century texas,"circuit riders for mental health explores the transformation of popular understandings of mental health, the reform of scandal-ridden hospitals and institutions, the emergence of community mental health services, and the extension of mental health services to minority populations around the state of texas author williams s bush focuses especially on the years between 1940 and 1980 to demonstrate the dramatic, though sometimes halting and conflicted, progress made in texas to provide mental health services to its people over the second half of the twentieth century at the story's center is the hogg foundation for mental health, a private-public philanthropic organization housed at the university of texas for the first three decades of its existence, the hogg foundation was the state's leading source of public information, policy reform, and professional education in mental health its staff and allies throughout the state described themselves as ""circuit riders"" as they traveled around texas to introduce urban and rural audiences to the concept of mental health, provide consultation for all manner of social services, and sometimes intervene in thorny issues surrounding race, ethnicity, gender, class, region, and social and cultural change (from summary in ecip data view)",mental health services; mental health policy; mentally ill,"psychiatry; psychiatric nursing; mental illness; mentally ill persons; mental health personnel; mental health facilities; medical care, preventive; mental health services; mental health clinics; mental health counseling; mental health promotion; mental health advocacy; mental health laws; mental health law enforcement; mental disorders; mental illnesses; mental hygiene; mental health services; mental health services; mental health services; mental health services; mental health services; mental health services; mental health services; mental health services; mental health services;","Psychiatry,Psychiatric nursing,Mental illness,Mentally ill,Mental health personnel,Mental health facilities,Medicine, Preventive,Mental health services,Psychiatric clinics,Mental health counseling,Mental health promotion,Mental health policy,Mental health laws,Homophobia in law enforcement,Mental illness,Mental illness,Hygiene,Mental health services,Mental health services,Mental health services,Mental health services,Mental health services,Mental health services,Mental health services,Mental health services,Mental health services,Change",0.33,0.05,0.33,0.70,19.00
living gluten-free for dummies,"is a gluten-free lifestyle the right choice for you? recognize the medical conditions that benefit from a gluten-free diet, and learn to decipher food labels and make smart choices when eating out",gluten-free diet; gluten-free diet; celiac disease,celiac disease; wheat allergy; gluten-free diets; gluten-free foods; gluten-free baking; cooking (gluten); gluten-free products industry; gluten-free products; gluten-free baked goods; gluten-free desserts; gluten-free nutrition; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free restaurants; gluten-free,"Celiac disease,Wheat powdery mildew disease,Gluten-free diet,Gluten-free foods,Gluten-free diet,Cooking (Gluten),Fat substitutes industry,Gluten-free foods,Gluten-free foods,Refrigerated desserts,Gluten-free diet,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten-free foods,Gluten",0.50,0.08,0.32,0.79,13.00
the ketogenic bible : the authoritative guide to ketosis,"the ketogenic bible is the most complete, authoritative source for information relating to ketosis this book is a one-stop-shop that explains the history, the science, and the therapeutic benefits of the ketogenic diet, outlines the general guidelines for following this diet, and provides a wide variety of keto recipes readers will come away with a firm understanding of the ketogenic diet, its potential uses, and the ways it can be implemented using a scientific approach, the authors have drawn from both extensive research and practical experience to bring readers an all-encompassing approach-- source other than the library of congress",ketogenic diet; low-carbohydrate diet,"low-carbohydrate diets; ketogenic diet; weight loss; obesity in children; diabetes mellitus, type 2; epilepsy; cancer; multiple sclerosis; alzheimer's disease; neurodegenerative diseases; metabolic disorders; nutrition therapy; food allergy; gluten-free diet; celiac sprue; autoimmune diseases; digestive system; gastrointestinal diseases; irritable bowel syndrome; inflammatory bowel diseases; crohn's disease; ulcerative colitis; gastroparesis; gastroesophageal reflux disease;","Low-carbohydrate diet,Ketogenic diet,Weight loss,Obesity in children,Type 2 diabetes,Epilepsy,Cancer,Multiple sclerosis,Alzheimer's disease,Alzheimer's disease,Metabolic syndrome,Diet therapy,Food allergy,Gluten-free diet,Celiac disease,Autoimmune diseases,Gastrointestinal system,Gastroenteritis in children,Gastrointestinal system,Inflammatory bowel diseases,Crohn's disease,Ulcerative colitis,Gastroparesis,Gastroesophageal reflux,Change",0.50,0.04,0.23,0.27,26.00
cardiovascular nursing secrets,"this book is designed to be helpful for both new and experienced nurses in the cardiovascular field new graduates, novice nurses, or those nurses returning to work in the cardiovascular field will find the book especially helpful in learning the ""pearls"" or ""secrets"" of practice the book is written in a question & answer format-- source other than library of congress",cardiovascular system,"cardiology; heart diseases; cardiac patients; critical care medicine; intensive care units; emergency medical technicians; nurse practitioners; cardiopulmonary resuscitation; coronary circulation; blood pressure; vascular system; circulatory system; cardiovascular surgical procedures; cardiovascular surgery; cardiovascular agents; drugs; drug therapy; pharmacology, clinical; pharmaceutical preparations; pharmacy; medication errors; patient safety; hospital administration; hospitals; quality control; evidence-based medicine; health services accessibility; healthcare reform; public policy; government relations","Cardiology,Heart diseases in pregnancy,Geriatric cardiology,Critical care medicine,Intensive care units,Emergency medical technicians,Nurse practitioners,Cardiopulmonary bypass,Coronary circulation,Blood pressure,Vascular grafts,Cardiovascular system,Injections, Intra-arterial,Anesthesia in cardiology,Cardiovascular agents,Drugs,Therapeutics,Clinical pharmacology,Pharmaceutical chemistry,Pharmacy,Medication errors,Medical errors,Hospital administrators,Hospitals,Quality control,Evidence-based medicine,Health services accessibility,Health care reform,Public policy,Government relations",0.00,0.00,0.00,0.32,31.00
understanding transference : the power of patterns in the therapeutic relationship,"""this comprehensive book compares and contrasts the main approaches of psychotherapy and the way they deal with transference beginning with an overview of transference as a difficulty to be overcome, the book considers also its full acceptance as a major tool in the hands of the therapists murdin looks at the difficulties and dangers, both technical and ethical, in understanding and using transference from a theoretical point of view her main focus through clinical illustrations is of the use of the concept to the practitioner in one-to-one therapy situations""-- provided by publisher",transference (psychology),"psychoanalysis; psychotherapists; interpersonal relations; psychology, pathologic; psychopathology; mental illness; psychiatry; psychoanalytic interpretation; psychoanalysts; psychologists; psychological aspects of death; grief; bereavement; loss (psychology); separation anxiety; separation anxiety disorder in children; separation anxiety disorder in adults; child development; parent-child relationships; family psychotherapy; group psychotherapy; couples therapy; marriage counseling; marital psychotherapy; sex role; gender identity; sexual","Psychoanalysis,Psychotherapists,Interpersonal relations,Movement, Psychology of,Psychopaths,Mental illness,Psychiatry,Psychoanalytic interpretation,Psychoanalysts,Psychologists,Loss (Psychology) in men,Grief,Bereavement,Loss (Psychology),Separation anxiety,Separation anxiety in children,Separation anxiety,Child development,Interpersonal relations in children,Family psychotherapy,Group psychotherapy,Couples therapy,Marriage counseling,Marital psychotherapy,Sex role,Gender identity,Sex",0.00,0.00,0.00,0.34,28.00
contemporary challenges in medical education : from theory to practice,"this book provides a roadmap for frontline clinician-educators who are grappling with how best to teach learners in the fast paced learning environment of clinical medicine where the hidden curriculum still remains we provide insight into how to approach these topics with learners, and pose unanswered questions for future scholarly work",clinical medicine; medicine; medical education,medical education; physicians; medical personnel; health sciences; medical care; patient advocacy; evidence-based medicine; quality of life; public policy; preventive medicine; patients' rights; bioethics; physician-patient relations; doctor-patient relationships; communication in healthcare; interpersonal communication; interprofessional relations; teamwork in medicine; hospitals; hospital administration; leadership; organizational behavior; change management; innovation; professional competence; professionalism; ethics; medical students; interns and residents; continuing education of adults; continuing education,"Medical education,Physicians,Medical personnel,Medical sciences,Medical care,Patient advocacy,Evidence-based medicine,Quality of life,Public policy,Medicine, Preventive,Discrimination in medical care,Bioethics,Hospital-physician relations,Hospital-physician relations,Communication in medicine,Interpersonal communication,Interprofessional relations,Medical cooperation,Hospitals,Hospital administrators,Leadership,Organizational behavior,Issues management,Success in business,Professional education,Professional socialization,Ethics,Medical students,Interns (Education),Continuing education,Continuing education",0.33,0.03,0.24,0.48,31.00
a barefoot doctor's guide for women: tales about well-being,"""providing an integrated, commonsense approach to women's hormonal health, this book brings together materials from diverse sources--alternative and conventional medical journals, acupuncture, homeopathy, naturopathy, and the personal experience of the author and her patients--into a single resource""--provided by publisher",women; women; endocrine gynecology; hormones,"gynecology; women; alternative medicine; natural healing; holistic medicine; herbalism; chinese medicine; acupressure; reflexology; massage therapy; aromatherapy; mind-body therapies; self-care, health; menopause in women; menstruation disorders; pregnancy; childbirth; infertility, female; fertility drugs; birth control pills; hormone replacement therapy; hormones; sex instruction for girls; sexual abstinence; sexuality in children; sex education for teenagers; human reproduction; reproductive organs; end","Gynecology,Women,Alternative medicine,Wound healing,Holistic medicine,Herbalists,Medicine, Chinese,Acupressure,Reflexes,Massage therapy,Aromatherapy,Mind and body therapies,Self-care, Health,Menopause,Menstruation disorders,Pregnancy,Childbirth,Infertility, Female,Contraceptive drugs,Birth control,Hormone therapy,Hormones,Sex instruction for girls,Sexual abstinence,Sex role in children,Sex instruction for teenagers,Human reproduction,Digestive organs,End",0.67,0.06,0.39,0.40,31.00
experts answer 95 new practice management questions,"""a great resource for medical practice executives, the 95 questions in this book review many frequently asked questions received by the mgma information center over the years, as well as questions that address current issues and emerging trends in our ever-changing and complex healthcare environment""--provided by publisher",medicine,"medicine; physicians; medical care; health services administration; hospitals; medical offices; group practices, medical; business enterprises; small business; entrepreneurship; success in business; professional ethics; medical personnel; medical personnel; patient education; patients' rights; informed consent (medical law); confidentiality, physician-patient; privacy, right to; medical records; electronic data processing; telemedicine; quality assurance, health care; managed care plans (health insurance)--us; medicare; medicaid; health maintenance organizations","Medicine,Physicians,Medical care,Health services administration,Hospitals,Medical offices,Group medical practice,Business enterprises,Small business,Entrepreneurship,Success in business,Professional ethics,Medical personnel,Medical personnel,Patient education,Discrimination in medical care,Informed consent (Medical law),Physician and patient,Privacy, Right of,Medical records,Electronic data processing,Telemeter,Quality assurance,Managed care plans (Medical care),Medicare,Medicaid,Health maintenance organizations",1.00,0.03,0.32,0.44,30.00
development and application of biomarkers,"""a comprehensive assessment of biomarkers, this book covers the history and current status of the application of biomarkers in diagnostics and prognostics it explores the technology used for the study of biomarkers, and the validation of biomarkers including a comparison of the various technologies used to identify and measure biomarkers the editors emphasize the technology underlying biomarkers and the translation of basic science to clinical laboratory technology, including the commercial development of biomarkers the book also covers proteomics and proteomic technologies and their applications in the identification of biomarkers""--provided by publisher",biochemical markers,"medical genetics; genetic markers; molecular biology; biochemistry; biotechnology industries; pharmaceutical industry; pharmacogenetics; drug resistance in microorganisms; cancer -- diagnosis; diseases -- diagnosis; drugs; medicine; health sciences; life sciences; biomedical engineering; diagnostic imaging; predictive value of tests; biological markers; disease models, animal; gene expression regulation; genomics; genome-wide association studies; personalized medicine; precision medicine; systems biology; translational research; biomarker discovery; biomarkers; protein structure","Medical genetics,Genetic markers,Molecular biology,Biochemistry,Biotechnology industries,Pharmaceutical industry,Pharmacogenetics,Drug resistance in microorganisms,Cancer pain,Diagnosis,Drugs,Medicine,Medical sciences,Life sciences,Biomedical engineering,Diagnostic imaging,Dynamic testing,Biochemical markers,Animals as carriers of disease,Gene expression,Genomics,Cohort analysis,Medicine bundles,Precision medicine,Systems biology,Self-translation,Forensic proteomics,Color blindness,Protein folding",0.00,0.00,0.00,0.30,30.00
anaesthetic and perioperative complications,"""anaesthetic and perioperative complications dissects the nature of complications and helps anaesthetists and anaesthetic practitioners understand, avoid and manage them efficiently leading experts combine the detailed clinical management of common and important anaesthetic and perioperative complications with discussion of the key philosophical, ethical and medico-legal issues that arise with assessing a medical complication initial chapters discuss how and why complications occur, the prevention of complications and risk management the main body of the text reviews the clinical management of airway, respiratory, cardiovascular, neurological, psychological, endocrine, hepatic, renal and transfusion-related complications, as well as injury during anaesthesia, complications related to regional and obstetric anaesthesia, drug reactions, equipment malfunction and post-operative management of complications each chapter contains sample cases of complications and medical errors, giving clinical scenario, outcomes and recommendations for improved management this is an important practical and clinical text for all anaesthetists and anaesthetic practitioners, both trained and trainees""--provided by publisher",anesthesia; anesthetics,"anesthesia; surgery; surgical procedures, operative; accidents, industrial; medicine; medical care; patient safety; quality control in health care; hospital administration; hospitals; hospitals; patients' rights; informed consent (medical law); medical laws and legislation; medical personnel; medical ethics; medical education; medical students; residency programs; internship and residencies; interns and residents; physicians; surgeons; nurses; nursing; pharmacology, therapeutic; drugs; medication errors; adverse effects; pharmaceuticals; pharmacy;","Anesthesia,Surgery,Surgery, Operative,Industrial accidents,Medicine,Medical care,Medical errors,Primary health care,Hospital administrators,Hospitals,Hospitals,Discrimination in medical care,Informed consent (Medical law),Medical laws and legislation,Medical personnel,Medical ethics,Medical education,Medical students,Residency requirements,Internship programs,Interns (Education),Physicians,Surgeons,Nurses,Nursing,Pharmacology,Drugs,Medication errors,Side effects,Pharmaceutical technology,Pharmacy,Change",0.50,0.03,0.21,0.35,34.00
cervical cancer : current and emerging trends in detection and treatment,"an introduction to cervical cancer including what it is, how it's diagnosed, and how to treat and prevent the disease",cervix uteri,"cervix uteri; gynecologic oncology; women's health services; medical screening tests; early diagnosis; neoplasms; human papillomavirus infections; sexually transmitted diseases; sexual behavior; risk factors; epidemiology; prevention; medicine, popular; public health; sex instruction for youth; teenagers; adolescents; young adults; adult child rearing; family relationships; families; marriage; married people; divorcees; single parents; parenting; parent and teenager; teenage girls; teenage","Cervix uteri,Gynecologic pathology,Women's health services,Medical screening,Signs and diagnosis,Neostrengeria,Papillomaviruses,Sexually transmitted diseases,Sexual behavior,Risk factors,Epidemiology,Prevention,Medicine, Popular,Public health,Sex instruction for youth,Teenagers,Teenagers,Young adults,Child rearing,Family relationships,Families,Marriage,Married people,Divorce,Single parents,Parenting,Parent and teenager,Teenage girls,Teenaged . . .",1.00,0.03,0.43,0.17,30.00
accountable care organizations as a model of integrated care,"the provision of health care in the united states has been described as fragmented, with patients seeing multiple providers fragmented care has been found to be, among other things, both costly, since provider payments are not linked to performance or outcomes and services can be duplicative, and of lower quality, since providers lack financial incentives to coordinate care this book examines acos as a model of integrated care with a focus on delivery systems such as the mayo clinic, geisinger health system, kaiser permanente and intermountain healthcare while acos can be designed with varying features, most models put primary care physicians at the core, along with other providers, and emphasize simultaneously reducing costs and improving quality-- source other than library of congress",accountable care organizations (medical care); medical care; health care reform; medicare,medical care; managed care plans (medical care); patient-centered medical home,"Medical care,Managed care plans (Medical care),Patient-centered health care",0.25,0.33,1.00,0.76,3.00
the evolution of medical technology,"""a book for young adults exploring the history and evolution of medical technology""-- provided by publisher",medicine; medical innovations; medical technology,medicine; medical instruments and apparatus; technological innovations in medicine; biotechnology; biomedical engineering; diagnostic imaging; telemedicine; robotics in medicine; nanomedicine; stem cells; tissue engineering; regenerative medicine; artificial organs; prosthetics; implantable devices; biomaterials; bioengineering; computer-assisted surgery; surgical lasers; endoscopy; radiology; magnetic resonance imaging; computed tomography; positron emission tomography; ultrasonics in medicine; ultrasound equipment; x-ray machines,"Medicine,Medical instruments and apparatus,Medical innovations,Biotechnology,Biomedical engineering,Diagnostic imaging,Telemeter,Robotics in medicine,Nanomedicine,Stem cells,Tissue engineering,Regenerative medicine,Artificial organs,Prosthesis,Implants, Artificial,Biomimetic materials,Bioengineering,Computer-assisted surgery,Lasers in surgery,Endoscopy,Radiology,Magnetic resonance imaging,Spiral computed tomography,Single-photon emission computed tomography,Ultrasonics in medicine,Ultrasonic equipment,X-ray tubes",0.33,0.04,0.32,0.45,27.00
obesity : a reference handbook,"includes biographical sketches, a glossary and references all relating to obesity and its treatment",obesity,"obese; weight loss; nutrition disorders in children; eating disorders in adolescence; body image in adolescents; self-esteem in teenagers; diet therapy; physical fitness; exercise; health promotion; public health; epidemiology; prevention; medicine, preventive; medical policy; government relations; food industry and trade; fast foods; restaurants; restaurant business; consumer behavior; marketing research; advertising; television broadcasting of commercials; mass media; social influence; social change; sociology, applied; sociological aspects of obesity; overweight","Overweight persons,Weight loss,Nutrition disorders in children,Eating disorders in adolescence,Body image in adolescence,Self-esteem in adolescence,Diet therapy,Physical fitness,Exercise,Health promotion,Public health,Epidemiology,Prevention,Medicine, Preventive,Medical policy,Government relations,Food industry and trade,Low-fat foods,Restaurants,Restaurant management,Consumer behavior,Marketing research,Advertising,Television commercials,Mass media,Social influence,Social change,Applied sociology,Obesity in men,Overweight persons",0.00,0.00,0.00,0.35,32.00
"real baby food : easy, all-natural recipes for your baby & toddler","""simple recipes for a wholesome start -- nothing compares with making your own baby food: it's fresh and unprocessed, you choose what goes into it, and it is a delicious way to introduce your child to a world of flavors in real baby food, jenna helwig helps you fit this loving act into a busy day's routine by making the process easy, fast, and flexible with 100 meals to begin a lifetime of healthy eating--from the moment your baby takes her first bite of solid food through her toddler years when she's happily ensconced in a booster seat at the family table real baby food is your guide to these important first years of eating find the building blocks of starting your child on solid foods, how to recognize food allergies, and easy ways to cook in bulk recipes progress from single-ingredient purees to multi-flavor blends like salmon, kale, and sweet potato smash; then move on to finger foods--turkey meatloaf bites, maple graham animals--and finally toddler meals and snacks most can be made ahead and frozen, many are easily adapted for grown-up tastes, and all include full nutritional information""-- provided by publisher",infants; toddlers; cooking (natural foods),babies; infants; toddlers; cooking for children; nutrition for children; infant feeding; weaning; meal planning; menus for children; natural foods; organic foods; health promotion; parenting; parent and child; motherhood; mothers; parents; fathers; fatherhood; families; home economics; cooking (natural foods); cooking (organic foods) ; cooking (infants' diets) ; cooking (toddlers' diets) ; cooking (children's diets) ; cooking (families') ;,"Infants,Infants,Toddlers,Cooking for children,Energy metabolism in children,Enteral feeding of children,Weaning,Ready meals,Children's questions and answers,Natural foods,Organic clothing,Health promotion,Parenting,Parent and child,Motherhood,Mothers,Parents,Fathers,Fatherhood,Families,Home economics,Cooking (Natural foods),Cooking (Natural foods),Cooking for children,Cooking for children,Cooking for children,Cook family,Change",1.00,0.11,0.34,0.54,28.00
so far from home : lost and found in our brave new world,"""we live in a time of increasing extremism and polarization, where the distinction between fact and opinion has been lost instant electronic interaction has replaced thoughtful human interaction organizations are bloated by bureaucracy and meaningless measures those working for positive change are exhausted, ill and heart-sick as their good work is ignored, underfunded or attacked we need to acknowledge that we're lost in a world far different than we hoped for we need new maps to navigate our brave new world in leadership and the new science, wheatley provided encouraging maps for how to design organizations based on living systems' capacity for creativity, change and adaptation but in the 20 years since its publication she's seen that in spite of our best efforts the world that's emerged is on a destructive trajectory that won't be reversed by our working harder, finding new methods, or forming better networksbut wheatley has not written a book to increase our despair quite the contrary in the same vein as her bestselling book, perseverance, her intention is to inspire us to move forward with greater resolve and energy, using maps that won't mislead us one kind of map shows us where we are now--she offers a penetrating critique of popular culture but a second kind of map invites us to choose a new role for ourselves as warriors for the human spirit this map helps us develop the skills we need most--insight, bravery, decency, compassion-- to discover our right work and create meaningful lives in this dark timeprofoundly reflective yet down-to earth--rooted in the day-to-day experiences we all share--so far from home is both affirming and provoking, calling us to reexamine our expectations and redefine our role for the work ahead ""-- provided by publisher",mindfulness-based cognitive therapy; awareness,"organizational behavior; social change; communication; globalization; civilization, modern; management; business ethics; corporate culture; employee motivation; interpersonal relations; self-actualization (psychology); life change events; success; happiness; stress management; personal growth; spiritual development; spirituality; christianity and other religions; religion and sociology; interfaith relations; religious pluralism; church and state; civil society; community organization; community development; public administration; political participation; democracy; civic engagement; citizenship; activism","Organizational behavior,Social change,Communication,Globalization,Civilization, Modern,Management,Business ethics,Corporate culture,Employee motivation,Interpersonal relations,Self-actualization (Psychology),Life change events,Success,Happiness,Stress management,Growth,Spiritual life,Spirituality,Christianity and other religions,Religion and sociology,Interfaith marriage,Religious pluralism,Church and state,Civil society,Community organization,Community development,Public administration,Political participation,Democracy,Civic improvement,Citizenship,Activism",0.00,0.00,0.00,0.28,33.00
hiv/aids and the world of work : fourth item on the agenda,"this report includes data from 147 countries against 25 core targets set in the un declaration of commitment on hiv/aids adopted in 2001, and the political declaration adopted at the 2006 high level meeting on aids it highlights the significant increase in prevention and treatment services which are producing measurable results particularly with a decreasing number of new hiv infections the epidemic is not over in any part of the world as for every 2 people starting on treatment there are 5 new infections the report shows that stronger measures are needed to turn the epidemic around and prevention remains a priority it also stresses the stability of new infections: about half of them are women, and about 45% of these were among young people aged 15-24 years this report emerged as a major theme at the 2008 international aids conference in mexico city--publisher's description",aids (disease); world health; aids (disease); aids (disease),"acquired immunodeficiency syndrome; sexually transmitted diseases; human rights; labor laws and legislation; discrimination in employment; occupational health; workplace environment; social medicine; public policy (law); medical care, developing countries; medical economics; economic development; poverty; population dynamics; demographic surveys; epidemiology; statistics; demography; sex education; sexual behavior; youth; children; adolescents; women; gender identity; men; minorities; race relations; racism; ethnic groups; racial stereotypes; prejudice; discrimination;","Severe combined immunodeficiency,Sexually transmitted diseases,Human rights,Labor laws and legislation,Discrimination in employment,Occupational mortality,Work environment,Social medicine,Public policy (Law),Global capitation (Medical care),Medical economics,Economic development,Poverty,Stable population model,Demographic surveys,Epidemiology,Statistics,Demography,Sex educators,Sexual behavior,Youth,Children,Teenagers,Women,Gender identity,Men,Minorities,Race relations,Racism,Ethnic groups,Racial attitudes,Prejudices,Discrimination,Change",0.00,0.00,0.00,0.29,35.00
celiac disease for dummies,"this guide explains all aspects of the often misunderstood condition of celiac disease learn how to spot the symptoms, understand how the condition is diagnosed, explore related ailments, and discover how it's treated through avoiding gluten-- and beyond",celiac disease,celiac sprue; wheat-free diet; gluten-free diet; food allergy; gastrointestinal diseases; nutrition disorders; digestive organs; small intestine; intestines; malabsorption syndromes; autoimmune diseases; autoimmunity; immune system dysfunction; immunopathology; gut-associated lymphoid tissue; mucous membrane; intestinal mucosa; enteropathy; inflammatory bowel diseases; crohn's disease; ulcerative colitis; irritable colon syndrome; diarrhea; constipation; abdominal pain; stomachache;,"Celiac disease,Wheat-free diet,Gluten-free diet,Food allergy,Gastroenteritis in children,Nutrition disorders,Digestive organs,Intestine, Small,Intestines,Malabsorption syndromes,Autoimmune diseases,Autoimmunity,Immune system,Immunopathology,Lymphoid tissue,Mucous membrane,Intestinal mucosa,Homeopathy,Inflammatory bowel diseases,Crohn's disease,Ulcerative colitis,Irritable colon,Diarrhea,Constipation,Abdominal pain,Stomach,Change",0.00,0.00,0.00,0.37,27.00
the complete idiot's guide to managing diabetes : fast-track,"easy, accessible, and to the point, this guide gets you up to speed quickly on the essential strategies and techniques you need to make the best diet, exercise, and lifestyle choices when living with diabetes-- source other than library of congress",diabetes,"diabetes; diabetes mellitus; diabetic diets; life skills; self-care, health; nutrition; physical fitness; weight loss; blood sugar content; insulin resistance syndrome; type 2 diabetes; gestational diabetes; juvenile diabetes; prediabetes; hypoglycemia; hyperglycemia; glucose metabolism disorders; metabolic diseases; endocrine system; medical care; patient education in medicine; chronic disease management; quality of life; well-being; stress management; mental healing; mind-body therapies;","Diabetes,Diabetes,Sugar-free diet,Life skills,Self-care, Health,Nutrition,Physical fitness,Weight loss,Blood glucose monitoring,Insulin resistance,Type 2 diabetes,Diabetes in pregnancy,Diabetes in adolescence,Older diabetics,Hypoglycemia,Hyperglycemia,Carbohydrate metabolism disorders in infants,Metabolic manifestations of general diseases,Endocrine glands,Medical care,Patient education,Disease management,Quality of life,Well-being,Stress management,Mental healing,Mind and body therapies,Change",1.00,0.03,0.24,0.45,29.00
"computed tomography : principles, design, artifacts, and recent advances","x-ray computed tomography (ct) continues to experience rapid growth, both in basic technology and new clinical applications seven years after its first edition, computed tomography: principles, design, artifacts, and recent advancements, second edition, provides an overview of the evolution of ct, the mathematical and physical aspects of the technology, and the fundamentals of image reconstruction algorithms image display is examined from traditional methods used through the most recent advancements key performance indices, theories behind the measurement methodologies, and different measurement phantoms in image quality are discussed the ct scanner is broken down into components to provide the reader with an understanding of their function, their latest advances, and their impact on the ct system general descriptions and different categories of artifacts, their causes, and their corrections are considered at length",tomography,medical radiology; diagnostic imaging; computerized tomographic scans; medical physics; nuclear medicine; radiation protection; radiologists; radiologic technologists; digital techniques; magnetic resonance imaging; positron emission tomography; fluoroscopy; mammography; angiography; ultrasonic diagnosis; ultrasound therapy; x-rays; x-radiation; computers; data processing; medical informatics; telemedicine; teleradiology; internet; world wide web; picture archiving and communication systems; electronic health,"Medical radiology,Diagnostic imaging,Optical tomography,Medical physics,Nuclear medicine,Radiation-protective agents,Radiologists,Radiologic technologists,Digital techniques,Magnetic resonance imaging,Single-photon emission computed tomography,Fluoroscopy,Tomography,Angiography,Diagnostic ultrasonic imaging,Pain catastrophizing,X-rays,Radiation and absorption,Computers,Data processing,Medical informatics,Telemeter,Teleconferencing,Internet,World Wide Web,Picture archiving and communication systems,Internet in medicine",0.00,0.00,0.00,0.35,27.00
