title,abstract,true_labels,predicted_labels,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
"adhd in adults : characterization, diagnosis, and treatment","""although the phenomenon of adhd (attention-deficit hyperactivity disorder) is well described in children, it is now thought that in up to 60% of cases the symptoms persist into adulthood this volume reviews our growing knowledge of adult adhd and presents a transatlantic perspective on the identification, assessment and treatment of the disorder the introductory section covers the history of adhd, as well as the epidemiology, consequences, gender differences and legal aspects detailed descriptions of the clinical features of adhd in adults are then given to enhance the reader's clinical recognition and assessment subsequent sections cover treatment strategies, emphasising pharmacological, psychological and social interventions written and edited by experts internationally renowned for their work in adhd, this is an essential resource for all mental health workers who encounter adults presenting with neurodevelopmental disorders""-- provided by publisher",attention-deficit disorder in adults,"attention deficit-disordered adolescents; attention deficit hyperactivity disorder; attention deficit hyperactivity disorder; attention deficit hyperactivity disorder; cognitive therapy; psychotherapy; psychopharmacology; behavioral medicine; neuropsychiatry; psychiatry, child; psychology, adolescent; psychology, developmental; psychology, pathological; psychology, abnormal; medical sciences; neuroscience; brain -- diseases; behavior modification; cognition disorders; learning disabilities; conduct disorders; impulse control disorders; personality disorders; substance abuse; antisocial personality disorder;","Youth with attention-deficit hyperactivity disorder,Attention-deficit hyperactivity disorder,Attention-deficit hyperactivity disorder,Attention-deficit hyperactivity disorder,Cognitive therapy,Psychotherapy,Psychopharmacology,Behavior therapy,Neuropsychiatry,Child psychiatry,Adolescent psychology,Developmental psychology,Psychology, Pathological,Personality disorders,Medical sciences,Neurosciences,Sensory disorders,Behavior modification,Cognition disorders,Learning disabilities,Disorderly conduct,Impulse control disorders,Personality disorders,Substance abuse,Antisocial personality disorders,Change",0.00,0.00,0.00,0.34,24.00
aging in canada,"""canada, like other countries, is aging the media has reported on a ""grey tsunami,"" a demographic change reflecting longer life expectancy and the retirement of the so-called baby boomer generation the numbers and percentages of older adults within our population continue to increase in 2010, 153 percent of canada's population was over 65; in 2030, it will be 241 percent many commentators have risen alarm about this flood of adults potentially bankrupting our health care system this book gives us the facts in a clear, concise, and balanced way it is true that our population is aging; however, this is not a crisis we learn that the actual cost drivers are technology, labour, and increased service utilization across all ages - not uncontrollable demographic factors like population growth the perceived crisis in the sustainability of our health care system should be framed in terms of challenges related to the reorganization and management of health services, particularly for older adults cost effectiveness is the key two experts on aging review the latest information they explore topics such as how our health changes as we age and how our health care needs change as a consequence; how the needs of older adults are currently met; and how we can improve in the future from discussion of informal caregiving to a cost-benefit analysis of continuing care, this fascinating and informative book provides an eye-opening look at the realities of our aging population""--pub desc","aging; aging; older people; older people; medical care, cost of; medical care",old people; gerontology; medical economics; elderly poor; social security -- government policy; long-term care facilities; home care services; nursing homes; hospitals; community health services; public welfare; aged persons; demography; human capital; labor supply; technological innovations; quality of life; family violence; elder abuse; social isolation; loneliness; depression in old age; mental illness in old age; death anxiety; dying; bereavement; grief; end-of-life treatment preferences; palliative treatment,"Older people,Gerontology,Medical economics,Poor older people,Social security,Long-term care facilities,Home care services,Nursing homes,Hospitals,Community health services,Public welfare,Middle aged persons,Demography,Human capital,Labor supply,Technological innovations,Quality of life,Family violence,Wife abuse,Social isolation,Loneliness,Depression in old age,Distress in old age,Fear of death,Death,Bereavement,Grief,Sexual abstinence, Postpartum,Palliative treatment",0.25,0.03,0.24,0.42,30.00
treating trauma and traumatic grief in children and adolescents,"""this authoritative guide has introduced many tens of thousands of clinicians to trauma-focused cognitive-behavioral therapy (tf-cbt), a leading evidence-based treatment for traumatized children and their parents or caregivers preeminent clinical researchers provide a comprehensive framework for assessing posttraumatic stress disorder (ptsd), other trauma-related symptoms, and traumatic grief in 3- to 18-year-olds; building core coping skills; and directly addressing and making meaning of children's trauma experiences implementation is facilitated by sample scripts, case examples, troubleshooting tips, and reproducible client handouts purchasers get access to a web page where they can download and print the reproducible materials in a convenient 8 1/2"" x 11"" size tf-cbt is listed in samhsa's national registry of evidence-based programs and practices new to this edition *incorporates a decade's worth of advances in tf-cbt research and clinical practice *updated for dsm-5 *chapter on the model's growing evidence base *chapter on group applications *expanded coverage of complex trauma, including ways to adapt tf-cbt for children with severe behavioral or affective dysregulation see also the edited volume trauma-focused cbt for children and adolescents: treatment applications for more information on tailoring tf-cbt to children's varying developmental levels and cultural backgrounds""-- provided by publisher",post-traumatic stress disorder in children; post-traumatic stress disorder in adolescence; psychic trauma in children; psychic trauma in adolescence; grief in children; grief in adolescence; cognitive therapy for children; cognitive therapy for teenagers,child psychotherapy; behavior modification; anxiety disorders in adolescence; depression in adolescence; bereavement in adolescence; psychological trauma in children; cognitive therapy; behavior modification; anxiety disorders in children; depression in children; bereavement in children; psychological trauma in children; cognitive therapy; behavior modification; anxiety disorders in children; depression in children; bereavement in children; psychological trauma in children; cognitive therapy; behavior modification; anxiety disorders in children; depression in children; bereavement in children;,"Child psychotherapy,Behavior modification,Anxiety in adolescence,Depression in adolescence,Bereavement in adolescence,Psychologically abused children,Cognitive therapy,Behavior modification,Anxiety in children,Depression in children,Bereavement in children,Psychologically abused children,Cognitive therapy,Behavior modification,Anxiety in children,Depression in children,Bereavement in children,Psychologically abused children,Cognitive therapy,Behavior modification,Anxiety in children,Depression in children,Bereavement in children,Change",0.00,0.00,0.00,0.61,11.00
"feed your brain, lose your belly : a brain surgeon reveals the weight-loss secrets of the brain-belly connection","outlining the 'brain-belly' connection that describes how sticky fat cells send mixed messages to the brain - and cause us to get fat as a result - larry mccleary offers a unique approach that enables us to get in touch with the signals our bodies generate so that we work with, not against, our innate metabolic machinery",weight loss; brain; metabolism; lipids in human nutrition; reducing diets,"obesity; diet therapy; nutrition; body mass index; metabolism; food preferences; eating disorders; mind-body relations; psychology, pathological; health behavior; self-care, health; life skills programs; overweight persons; weight loss; exercise; physical fitness; low-calorie diets; high-protein diet; macronutrients; glycemic index; sugar alcohols; fiber-rich foods; fruits; vegetables; whole grains; nuts; seeds; soy products; protein shakes; meal replacements; portion","Obesity,Diet therapy,Nutrition,Body mass index,Metabolism,Food preferences,Eating disorders,Mind and body,Psychology, Pathological,Health behavior,Self-care, Health,Life skills guides,Overweight persons,Weight loss,Exercise,Physical fitness,Low-calorie diet,High-protein diet,Nutrition,Glycemic index,Bitters bottles,High-fiber diet,Fruit,Vegetables,Grain,Nuts,Seeds,Soybean products,Protein folding,Ready meals,Indicative",0.40,0.06,0.30,0.42,32.00
therapy animals,"""describes what therapy animals do, where they work, how they are trained, and which kinds of animals are best for certain jobs includes stories about real animals who have provided therapy to people""-- provided by publisher",animals; animals as aids for people with disabilities,animal-assisted social skills training; service dogs; guide dogs; assistance animals; pets -- therapeutic use; human-animal relationships; pet owners' rights; animal welfare; humane education; children's parties; hospitals; nursing homes; schools; prisons; mental health services; physical disabilities; emotional intelligence in children; self-esteem in children; anger management in children; anxiety disorders in children; depression in children; autism spectrum disorder in children; post-traumatic stress disorder in children; hospices; disaster relief,"Animals in education,Service dogs,Guide dogs,Animal handling,Pet medicine,Human-animal relationships,Pet owners,Animal welfare,Humane education,Children's parties,Hospitals,Nursing homes,Schools,Prisons,Mental health services,Disabilities,Emotions in children,Self-esteem in children,Anger in children,Anxiety in children,Depression in children,Autism spectrum disorders in children,Post-traumatic stress disorder in children,Hospice care,Disaster relief",0.00,0.00,0.00,0.35,25.00
healers and achievers : physicians who excelled in other fields and the times in which they lived,"""it is not widely known that throughout history physicians have contributed more than just medical care to civilization healers and achievers is a series of biographies of doctors from ancient egypt to the twenty-first century who distinguished themselves with lasting non-medical accomplishments they include the architect of the first egyptian pyramid, a pope, the ""fathers"" of astronomy, geology, magnetism, and taxonomy, american founding fathers, french revolutionaries, a buccaneer, world-class athletes, a spy, and an astronaut their life stories are told in the context of the eras in which they lived, and their fields of medical and non-medial expertise are explained in terms comprehensible to both laymen and physicians""--back cover",physicians; physicians,"medicine; biography; scientists; inventors; explorers; astronauts; spies; sports; athletes; authors, american; artists; architects; musicians; composers; actors; motion picture producers and directors; presidents; prime ministers; popes; clergy; historians; archaeologists; anthropologists; sociologists; economists; philosophers; mathematicians; astronomers; physicists; chemists; engineers; botanists; zoologists; entomologists; paleontologists; geologists; mineralogists; metall","Medicine,Biography,Scientists,Inventors,Explorers,Astronauts,Spies,Sports,Athletes,Authors, American,Artists,Architects,Musicians,Composers,Actors,Motion picture producers and directors,Presidents,Prime ministers,Popes,Clergy,Historians,Archaeologists,Anthropologists,Sociologists,Economists,Philosophers,Mathematicians,Astronomers,Physicists,Chemists,Engineers,Botanists,Zoologists,Entomologists,Paleontologists,Geologists,Mineralogists,Monel metal",0.00,0.00,0.00,0.38,39.00
practical management of bipolar disorder,"""bipolar disorder, or manic depression, is characterised by episodes of pathological mood states the two poles are mania (with a predominant elated or irritable mood) and depression (with feelings of sadness, anxiety, guilt or hopelessness) but mixed states frequently occur episodes can last for many months and profoundly affect physical health, relationships and careers since diagnosis and management are difficult, this practical guide provides an overview of the disorder and detailed guidelines for treating the illness throughout its stages, from authors internationally renowned for their work in bipolar disorder also discussed are disease theories, mechanisms and key clinical trials, as well as chapters devoted to psychosocial treatments, substance misuse and insights from 'lived experience' in-depth analyses of selected population groups, including youth, the elderly and women, complement guidelines for clinical approaches in managing bipolar disorder comprehensive and detailed, this guide will prove invaluable to clinicians, general practitioners, psychiatrists and psychologists""--provided by publisher",manic-depressive illness,"bipolar disorder; mental illness; psychiatric nursing; psychotherapy; pharmacology; treatment outcome research (psychiatry); medical care, cost of; patient education -- united states; patients -- psychology; families of persons with disabilities; family therapy; group therapy; cognitive-behavioral therapy; interpersonal relations; social skills disorders; coping behavior; stress (psychology); life change events; self-care, health; post-traumatic stress disorder; grief; bereavement; loss (psychology); anger","Bipolar disorder,Mental illness,Psychiatric nursing,Psychotherapy,Pharmacology,Resilient therapy,Medical care, Cost of,Patient education,Psychotherapist and patient,Siblings of people with disabilities,Family psychotherapy,Group psychotherapy,Cognitive therapy,Interpersonal relations,Social phobia in children,Coping Responses Inventory,Stress (Psychology),Life change events,Self-care, Health,Post-traumatic stress disorder,Grief,Bereavement,Loss (Psychology),Anger",0.00,0.00,0.00,0.34,26.00
multiple sclerosis,"""discusses multiple sclerosis and its effects on people and society""--provided by publisher",multiple sclerosis,"multiple sclerosis; neuroimmunological diseases in children; immunologic factors in disease; nervous system -- diseases; central nervous system -- diseases; brain -- diseases; spinal cord -- diseases; paraplegia; paralysis; physical disabilities; handicapped persons; rehabilitation medicine; medical care, cost of; health services accessibility; patients' rights; patient education; chronic diseases; neurological disorders in children; autoimmune diseases in children; child development; childhood mental disorders; learning disabled children; cerebral palsy; sp","Multiple sclerosis,Immunologic diseases in children,Immunologic diseases,Neurologic manifestations of general diseases,Neurologic manifestations of general diseases,Sensory disorders,Spinal irritation,Paraplegia,Paralysis,Disabilities,People with disabilities,Medical rehabilitation,Medical care, Cost of,Health services accessibility,Discrimination in medical care,Patient education,Chronic diseases,Neuroses in children,Autoimmune diseases,Child development,Child mental health,Learning disabled children,Cerebral palsy,2007-",1.00,0.04,0.26,0.28,24.00
the transformation of academic health centers : meeting the challenges of healthcare's changing landscape,"presents the direct knowledge and vision of accomplished academic leaders whose unique positions as managers of some of the most complex academic and business enterprises make them expert contributors users will find invaluable insights and leadership perspectives on healthcare, health professions education, and bio-medical and clinical research that systematically explores the evolving role of global academic health centers with an eye focused on the transformation necessary to be successful in challenging environments the book is divided into five sections moving from the broad perspective of the role of academic health centers to the role of education, training, and disruptive technologies it then addresses the discovery processes, improving funding models, and research efficiency subsequent sections address the coming changes in healthcare delivery and future perspectives, providing a complete picture of the needs of the growing and influential healthcare sector -- source other than library of congress",academic medical centers,"medical colleges; medicine; hospitals; universities and colleges; biomedical engineering; biotechnology industries; technology transfer; innovation; entrepreneurship; management; organizational change; strategic planning; leadership; quality control; patient outcomes assessment; public-private sector cooperation; government policy; international economic relations; globalization; competition, unfair; market segmentation; marketing strategies; product development; new products; patents; intellectual property; technological innovations; electronic data processing; information storage and retrieval systems; internet; computer networks; telemedicine; e-commerce","Medical colleges,Medicine,Hospitals,Universities and colleges,Biomedical engineering,Biotechnology industries,Technology transfer,Success in business,Entrepreneurship,Management,Organizational change,Strategic planning,Leadership,Quality control,Outcome assessment (Medical care),Public-private sector cooperation,Government policy,International economic relations,Globalization,Competition, Unfair,Market segmentation,Marketing applications,Product design,New products,Patents,Intellectual property,Technological innovations,Electronic data processing,Information storage and retrieval systems,Internet,Computer networks,Telemeter,Electronic commerce",0.00,0.00,0.00,0.21,34.00
mobile health solutions for biomedical applications,"""this book gives detailed analysis of the technology, applications and uses of mobile technologies in the healthcare sector by using case studies to highlight the successes and concerns of mobile health projects""--provided by publisher",telecommunication in medicine; mobile communication systems; wireless communication systems; cell phones; medical technology,"medical informatics; telemedicine; cellular telephone systems; portable electronic devices; medicine, preventive; public health; m-health -- congresses; telecommunication in medicine -- congresses; information storage and retrieval systems -- medicine; internet in medicine -- congresses; telemedicine -- congresses; cell phones -- health aspects -- congresses; patient care teams -- congresses; patients' rights -- congresses; informed consent (medical law); privacy, right of; confidentiality, physician-patient; data protection;","Medical informatics,Telemeter,Cell phone systems,Electronic locking devices,Medicine, Preventive,Public health,Congresses and conventions,Telecommunication in medicine,Information storage and retrieval systems,Social media in medicine,Accountable care organizations (Medical care),Action research in public health,Patient representatives,Medical ethics committees,Informed consent (Medical law),Privacy, Right of,Physician and patient,Data protection,Change",0.20,0.05,0.63,0.42,21.00
compendium for the antenatal care of high-risk pregnancies,"""high-risk pregnancies are increasing and form a significant proportion of the pregnant patient population compendium for the antenatal care of high-risk pregnancies takes a unique approach to over 140 conditions, combining 'fact files', 'care pathways', and 'information for patients' in one volume the book is designed to provide a practical and accessible individualised framework of information for doctors in busy clinical environments, and to integrate the specialist care offered to women with high-risk pregnancies for each condition, the book covers vital points on risk reduction, clinical governance, discussion with patients, and required documentation this is important in a litigious environment with high patient expectations, and demonstrates how clinical governance and risk management are interwoven in daily clinical practice the model care pathways are designed as clear, practical templates, ensuring the best care for the patient, while ensuring that visits, staff time, and resources are not wasted the information for patients section is a valuable resource for busy staff, especially as it is increasingly important that patients are informed participants in their care following current rcog and nice guidance, the book is heavily referenced and evidence-based, resulting in a reliable resource for obstetricians of all grades due to its integrated approach, the book is beneficial to midwives, and any specialists from other disciplines involved in the care of patients with high-risk pregnancies""-- publisher's website",pregnancy; pregnancy; prenatal care,pregnancy; prenatal diagnosis; medical screening; gestational age; maternal-fetal medicine; perinatology; fetal development disorders; complications of pregnancy; health education of pregnant women; childbirth at risk factors; birth defects; childbirth at risk factors; preterm labor; premature infants; preeclampsia; eclampsia; multiple births; breech presentation; cesarean sections; postpartum period; stillbirth; infant mortality; neonates; newborn infants; fetus; pregnancy in adolescence,"Pregnancy,Prenatal diagnosis,Medical screening,Gestational age,Anesthesia in obstetrics,Perinatology,Fetal growth disorders,Prolonged pregnancy,Health education of women,Active childbirth,Birth injuries,Active childbirth,Premature labor,Premature infants,Preeclampsia,Eclampsia,Multiple birth,Fetal presentation,Cesarean section,Menstruation,Stillbirth,Prematurely born children,Neon signs,Newborn infants,Fetus,Teenage pregnancy",0.50,0.04,0.27,0.52,25.00
"therapy, stand-up and the gesture of writing : towards creative-relational inquiry","""therapy, stand up and the gesture of writing weaves together (and each reflects the other) an autoethnographical treatment of stories of therapy and accounts of stand-up these will be examined through a theoretical framework primarily drawn from delueze and guattari, exploring the new materialisms and affect theory the book will demonstrate how therapy and stand-up each attend to the here-and-now, flesh-to-flesh presence of bodies in rooms, the ebbs and flows of energy, how tension builds and is released: how affect - humour, sadness, anger, more - happens the book will have a strong methodological focus, exemplifying, explicating, and extending writing as a method of inquiry""-- provided by publisher",wit and humor; graphotherapy; stand-up comedy; psychodynamic psychotherapy,comedians [ASSIST,Male comedians,0.00,0.00,0.00,0.55,1.00
"younger skin starts in the gut : 4-week program to identify and eliminate your skin-aging triggers--gluten, wine, dairy, and sugar","a simple dietary approach to achieving glowing skin that s free of age spots, sagging, and wrinkles for years you have been told that the secret to radiant skin lies in moisturizers, cleansers, and sunscreen while these can help, this nutritionally-based guide provides a better solution for your skin by attacking the problem at its source in younger skin starts in the gut, dr nigma talib shows how gluten, alcohol, sugar, and dairy are triggers to an unhealthy complexion she then provides a complete healthy skin regimen that reverses the effects of aging by balancing hormones, preventing inflammation, and maintaining well-adjusted digestion the book s comprehensive 4-week program and healthy recipes provides solutions to eight different signs of aging-- source other library of congress","skin; detoxification (health); self-care, health; beauty, personal; aging","diet therapy; dermatology; cosmetics industry; food allergy; celiac disease; wheat-free diets; low-carbohydrate diet; lactose intolerance; alcoholic beverages; diabetes mellitus type 2; digestive system diseases; anti-inflammatory agents; hormonal regulation; health foods; nutritional physiology; human body; skin -- care and hygiene; beauty, personal; women's health; menopause; midlife crisis; middle-aged persons; older people; self-care, health; natural healing; alternative medicine; holistic","Diet therapy,Dermatology,Cosmetics industry,Food allergy,Celiac disease,Wheat-free diet,Low-carbohydrate diet,Lactose intolerance,Alcoholic beverages,Type 2 diabetes,Fiber deficiency diseases,Anti-inflammatory agents,Menstrual regulation,Low-fat foods,Nutrition,Human body,Care and hygiene,Beauty, Personal,Obesity in women,Menopause,Midlife crisis,Middle-aged persons,Older people,Self-care, Health,Wound healing,Alternative medicine,Holistic medicine",0.57,0.14,0.40,0.46,29.00
pandemics : deadly disease outbreaks,"""as the world becomes more connected, the threat of pandemics becomes more serious, and being informed about fast-spreading illnesses is more important now than ever before this volume discusses global diseases of the past and present, how modern outbreaks are controlled and treated, and how doctors and scientists are working to prevent pandemics in the future detailed graphs, in-depth sidebars, full-color photographs, and annotated quotes from medical experts highlight important topics and encourage readers to expand their critical thinking skills as they learn about public health policy and the social impacts of infectious disease""-- provided by publisher",epidemics; epidemics; communicable diseases; communicable diseases; public health,epidemics; communicable diseases; medicine; epidemiology; preventive medicine; quarantine; vaccines; immunization programs; bioterrorism; pandemic influenza; h1n1 flu virus; ebola virus disease; sars coronavirus; avian influenza; swine influenza; smallpox vaccine; measles vaccination program; poliomyelitis eradication program; yellow fever control program; malaria elimination program; tuberculosis control program; aids (disease); sexually transmitted diseases; antimicrobial resistance; antibiotic,"Epidemics,Communicable diseases,Medicine,Epidemiology,Medicine, Preventive,Quarantine,Vaccines,Immunization,Bioterrorism,Influenza vaccines,H1N1 influenza,Ebola virus disease,Coronaviruses,Avian influenza,Swine influenza,Smallpox vaccine,Measles vaccine,Poliomyelitis vaccine,Yellow fever vaccine,Malaria vaccine,Multidrug-resistant tuberculosis,AIDS (Disease),Sexually transmitted diseases,Drug resistance in microorganisms,Antibiotics",0.67,0.08,0.28,0.47,25.00
analytical similarity assessment in biosimilar product development,"""focuses on analytical similarity assessment in biosimilar product development following the fda's recommended stepwise approach for obtaining totality-of-the-evidence for approval of biosimilar products it will cover current issues, and recent development in analytical similarity assessment""-- provided by publisher",drug development,"biopharmaceuticals; pharmaceutical preparations; drug industry; pharmacokinetics; bioequivalence testing; drugs -- analysis; biological products; medical instruments and apparatus; medicine, industrial; quality control; regulatory toxicology; clinical trials; new chemical entities; generic substitution; generic drugs; biosimilars; biosimilarity; therapeutic equivalence; comparative effectiveness research; personalized medicine; biomarkers; proteomics; genomics; mass spectrometry; chromatography; high-performance liquid chromatography; cap","Biopharmaceutics,Pharmaceutical chemistry,Pharmaceutical industry,Pharmacokinetics,Viability (Biology),Drug interactions,Biological products,Medical instruments and apparatus,Medicine, Industrial,Quality control,Cardiovascular toxicology,Clinical trials,Chemical resistance,Generic substitution,Generic drugs,Biobanks,Biomimicry,Therapeutic equivalency,Effectiveness,Medicine bundles,Color blindness,Proteomics,Genomics,Mass spectrometry,Liquid chromatography,High performance liquid chromatography,Capping",0.00,0.00,0.00,0.30,28.00
aging and heart failure : mechanisms and management,"this book synthesizes the major research advances in molecular, biochemical, and translational aspects of aging and heart failure over the last four decades and addresses future directions in management and drug discovery it presents clinical issues and molecular mechanisms related to heart failure, including the changing demographics in the aging population with heart failure; hypertension and prevention of diastolic heart failure in the aging population; polypharmacy and adverse drug reactions in the aging population with heart failure; changes in the heart that accompany advancing age from humans to molecules; aging-associated alterations in myocardial inflammation and fibrosis; and aging-related changes in mitochondrial function and implications for heart failure therapy the book succinctly summarizes the large volume of data on these key topics and highlights novel pathways that need to be explored featuring contributions from leading clinician-scientists, aging and heart failure: mechanisms and management is an authoritative resource on the major clinical issues in heart failure therapy in the elderly for cardiologists, gerontologists, and internists-- source other than library of congress",heart failure; older people; medicine; geriatrics; internal medicine; cardiology,"cardiovascular system diseases; cardiac hypertrophy; cardiology; old age psychiatry; gerontology; medical sciences; pharmacology; drugs; medicine, preventive; health promotion; disease management; life extension; longevity; senescence; human physiology; biochemistry; pathophysiology; cellular signal transduction; cell death; apoptosis; gene expression regulation; genetic transcription factors; genetics; genomics; proteomics; protein structure; proteins; biomarkers; biotechnology; pharmaceuticals; therapeutics; drug","Cardiovascular system,Hypertrophy,Cardiology,Geriatric psychiatry,Gerontology,Medical sciences,Pharmacology,Drugs,Medicine, Preventive,Health promotion,Disease management,Lifesaving,Longevity,Reductones,Human physiology,Biochemistry,Pathophysiology,Cellular signal transduction,Cell death,Apoptosis,Gene expression,Transcription factors,Genetics,Genomics,Proteomics,Protein folding,Proteins,Color blindness,Biotechnology,Pharmaceutical technology,Therapeutics,Drugs",0.33,0.06,0.45,0.44,32.00
why can't my child stop eating? : a guide to helping your child overcome emotional overeating,"examines the emotional roots of overeating in children and addresses the social, emotional, and physical problems of these children and their families -- source other than library of congress",compulsive eating; appetite disorders; emotional problems of children,anorexia nervosa; bulimia nervosa; food habits; self-esteem in adolescence; body image disorders in adolescents; parents of teenagers; family psychotherapy; parent-child relations; adolescent psychology; eating disorders in adolescence; overweight persons; weight loss; diet therapy; nutrition counseling; obesity in children; childhood mental health services; parenting [assistant] 6181.b67 2007 [assistant] 618.92/8--dc22 [assistant] 2007022342,"Anorexia nervosa,Bulimia,Food habits,Self-esteem in adolescence,Body image in adolescence,Teenage parents,Family psychotherapy,Relations,Adolescent psychology,Eating disorders in adolescence,Overweight persons,Weight loss,Diet therapy,Nutrition counseling,Obesity in children,Child mental health services,Parent and infant",0.00,0.00,0.00,0.45,17.00
"rewired : an unlikely doctor, a brave amputee, and the medical miracle that made history","""an inspirational story of hope and miracles as a small town orthopedic surgeon forever changes one woman's life after performing a first-ever procedure that resulted in what others have recognized as the world's most advanced amputee""-- provided by publisher",women amputees; women amputees; arm,"prosthetic limbs; limb loss; amputation; surgery; surgeons; doctors; medicine, military; war injuries; women soldiers; iraq war, 2003-2011; veterans' hospitals; disabled persons -- rehabilitation; amputees; prosthetics; artificial limbs; patients; surgical procedures, operative; medical innovations; medical care; health services accessibility; social justice; human rights; civil-military relations; government policy; public-private sector cooperation; non-governmental organizations; political participation;","Artificial limbs,Overexertion injuries,Amputation,Surgery,Surgeons,Physicians,Medicine, Military,War wounds,Women soldiers,Iraq War, 2003-2011,Veterans' hospitals,Rehabilitation,Amputees,Prosthesis,Artificial limbs,Patients,Surgery, Operative,Medical innovations,Medical care,Health services accessibility,Social justice,Human rights,Civil-military relations,Government policy,Public-private sector cooperation,Non-governmental organizations,Political participation,Change",0.00,0.00,0.00,0.30,29.00
the sociocultural brain : a cultural neuroscience approach to human nature,"how is the human brain shaped by our sociocultural experiences? what neural correlates underlie the extraordinary cultural diversity of human behavior? how do our genes interact with sociocultural experiences to moderate human brain functional organization and behavior? this sociocultural brain provides a new perspective on human brain functional organization, highlighting the role of human sociocultural experience and its interaction with genes in shaping human brain and behavior drawing on cutting edge research from the burgeoning field of cultural neuroscience, it reveals the cross-cultural differences in human brain activity that underlie a multitude of cognitive and affective processes - including visual perception/attention, memory, causal attribution, inference of others>' mental states, self-reflection, and empathy in addition, it presents studies that integrate brain imaging and cultural priming to explore the causal relationship between culture and brain functional organization the book ends with a discussion of the implications of cultural neuroscience findings for understanding the nature of human brain and culture, as well as the implications for education, cross-cultural communication and conflict, and the clinical treatment of mental disorders-- source other than the library of congress",brain; social psychology; neuropsychology,"social psychology; cognition; neurosciences; anthropology, cultural; sociology; intercultural communication; group identity; prejudice; race relations; multiculturalism; racism; discrimination; stereotypes (social psychology); stereotyping in mass media; stereotype threat; prejudice; bias (psychology); attitudes (sociological concept); attitude change; persuasion (psychology); decision making; reasoning; judgment; intelligence tests; emotional intelligence; emotions; emotion regulation; motivation; personality development; altruism; cooperation; aggression","Social psychology,Cognition,Neurosciences,Anthropology,Sociology,Intercultural communication,Group identity,Prejudices,Race relations,Multiculturalism,Racism,Discrimination,Stereotypes (Social psychology),Stereotypes (Social psychology) in mass media,Stereotype threat,Prejudices,Attribution (Social psychology),Social comparison,Attitude change,Persuasion (Psychology),Decision making,Reasoning,Judgment,Intelligence tests,Emotional intelligence,Emotions,Self-regulation,Motivation (Psychology),Personality development,Altruism,Cooperation,Aggressiveness",0.33,0.03,0.21,0.49,31.00
science and principles of biodegradable and bioresorbable medical polymers : materials and properties,"science and principles of biodegradable and bioresorbable medical polymers: materials and properties provides a practical guide to the use of biodegradable and bioresorbable polymers for study, research, and applications within medicine fundamentals of the basic principles and science behind the use of biodegradable polymers in advanced research and in medical and pharmaceutical applications are presented, as are important new concepts and principles covering materials, properties, and computer modeling, providing the reader with useful tools that will aid their own research, product design, and development supported by practical application examples, the scope and contents of the book provide researchers with an important reference and knowledge-based educational and training aid on the basics and fundamentals of these important medical polymers-- source other than library of congress",polymers in medicine; polymers; polymers in medicine,biomedical engineering; biomaterials; drug delivery systems; polymerization; polyesters; polylactic acid; glycolic acid; collagen; absorbents; resins; plastics industry and trade; medical instruments and apparatus; surgical implants; tissue engineering; wound healing; orthopedics; surgery; dentistry; dental restorations; implantation of artificial organs; prosthesis; prosthetics; bone substitutes; cartilage substitutes; joint replacements; spinal cord injuries; spine -- diseases; oste,"Biomedical engineering,Biomimetic materials,Drug delivery systems,Polymerization,Polyesters,Polylactic acid,Thioglycolic acid,Collagen,Absorption,Dental resins,Plastics industry and trade,Medical instruments and apparatus,Dental implants,Tissue engineering,Wound healing,Orthopedics,Surgery,Dentistry,Preparation for dental care,Artificial organs,Prosthesis,Prosthesis,Bone substitutes,Articular cartilage,Riveted joints,Spinal shock,Spinal irritation,Oste",0.00,0.00,0.00,0.33,27.00
narrative medicine : the use of history and story in the healing process,"""seeks to restore the pivotal role of the patient's own story in the healing process""--provided by publisher",narrative medicine,medical care; patients; physicians; storytelling; doctor-patient relations; health education; communication in medicine; interpersonal communication; humanism in medicine; medical ethics; bedside teaching; clinical competence; physician assistants; nurse practitioners; family practice; general practice; primary healthcare; community health services; preventive medicine; public health; holistic medicine; integrative medicine; complementary therapies; alternative medicine; traditional medicine; folk medicine; ethnopharmacology; ethnomedicine; medical anthropology; cultural competency; cross-cultural studies,"Medical care,Patients,Physicians,Storytelling,Hospital-physician relations,Health education,Communication in medicine,Interpersonal communication,Sexism in medicine,Medical ethics,Patient education,Clinical competence,Physicians' assistants,Nurse practitioners,Family nursing,Professional practice,Primary health care,Community health services,Medicine, Preventive,Public health,Holistic medicine,Integrative medicine,Mind and body therapies,Alternative medicine,Traditional medicine,Traditional medicine,Ethnopharmacology,Ethnomathematics,Medical anthropology,Cultural competence,Cross-cultural studies",0.00,0.00,0.00,0.39,31.00
